player_id,player_display_name,position,team,opponent_team,season,week,projected_pts,ceiling_pts,projection_units,implied_team_total
00-0036973,Travis Etienne,RB,NO,BAL,2026,2,11.924834127411428,17.14483412741143,direct_dk_points,19.25
00-0040715,Cam Skattebo,RB,NYG,LA,2026,2,11.219124141176199,16.439124141176197,direct_dk_points,20.75
00-0040583,Woody Marks,RB,HOU,CIN,2026,2,11.100588823266651,16.32058882326665,direct_dk_points,24.75
00-0040242,Jacory Croskey-Merritt,RB,WAS,DAL,2026,2,10.899202323154952,16.11920232315495,direct_dk_points,23.5
00-0036875,Rhamondre Stevenson,RB,NE,PIT,2026,2,10.880039306364363,16.100039306364362,direct_dk_points,23.75
00-0039361,Bucky Irving,RB,TB,CLE,2026,2,10.77920039534463,15.99920039534463,direct_dk_points,24.5
00-0035261,Tony Pollard,RB,TEN,PHI,2026,2,10.536901282587754,15.756901282587755,direct_dk_points,16.25
00-0036158,J.K. Dobbins,RB,DEN,JAX,2026,2,10.310892135497784,15.530892135497783,direct_dk_points,23.5
00-0040784,Quinshon Judkins,RB,CLE,TB,2026,2,10.210934433011039,15.43093443301104,direct_dk_points,16.0
00-0038134,Kenneth Walker,RB,KC,IND,2026,2,10.052115628063232,15.272115628063233,direct_dk_points,27.0
00-0036139,Rico Dowdle,RB,PIT,NE,2026,2,9.587319205710875,14.807319205710876,direct_dk_points,18.25
00-0039384,Tyrone Tracy,RB,NYG,LA,2026,2,9.509031278133607,14.729031278133608,direct_dk_points,20.75
00-0037228,Jaylen Warren,RB,PIT,NE,2026,2,9.398544657133678,14.618544657133679,direct_dk_points,18.25
00-0036555,Chuba Hubbard,RB,CAR,ATL,2026,2,9.311373978144141,14.531373978144142,direct_dk_points,22.5
00-0036919,Kenny Gainwell,RB,TB,CLE,2026,2,9.218369444685134,14.438369444685133,direct_dk_points,24.5
00-0039391,Kimani Vidal,RB,LAC,LV,2026,2,8.510172462143338,13.730172462143337,direct_dk_points,25.25
00-0040236,Kyle Monangai,RB,CHI,MIN,2026,2,8.464038429344132,13.684038429344131,direct_dk_points,27.5
00-0038611,Chris Rodriguez,RB,JAX,DEN,2026,2,8.445374099989952,13.66537409998995,direct_dk_points,21.0
00-0037263,Tyler Allgeier,RB,ARI,SEA,2026,2,7.02860928231825,12.248609282318249,direct_dk_points,18.5
00-0039032,Tyjae Spears,RB,TEN,PHI,2026,2,6.742708708732956,11.962708708732956,direct_dk_points,16.25
00-0039738,Blake Corum,RB,LA,NYG,2026,2,6.6131348511703445,11.833134851170344,direct_dk_points,27.75
00-0037256,Rachaad White,RB,WAS,DAL,2026,2,5.637829195188552,10.857829195188552,direct_dk_points,23.5
00-0039811,MarShawn Lloyd,RB,GB,NYJ,2026,2,5.368256389388894,10.588256389388894,direct_dk_points,24.25
00-0038797,Emanuel Wilson,RB,SEA,ARI,2026,2,5.363649450363799,10.583649450363799,direct_dk_points,23.0
00-0033526,Samaje Perine,RB,CIN,HOU,2026,2,4.934031262123791,10.154031262123791,direct_dk_points,21.75
00-0035250,Devin Singletary,RB,NYG,LA,2026,2,4.505227918330824,9.725227918330823,direct_dk_points,20.75
00-0040466,Raheim Sanders,RB,CLE,TB,2026,2,4.496484944117333,9.716484944117333,direct_dk_points,16.0
00-0035685,David Montgomery,RB,HOU,CIN,2026,2,4.445674665331439,9.665674665331439,direct_dk_points,24.75
00-0039874,Jaylen Wright,RB,MIA,SF,2026,2,3.7665198777463496,8.98651987774635,direct_dk_points,16.25
00-0037525,Jordan Mason,RB,MIN,CHI,2026,2,3.754175541516907,8.974175541516907,direct_dk_points,22.0
00-0039798,Isaiah Davis,RB,NYJ,GB,2026,2,3.475722490649178,8.695722490649178,direct_dk_points,20.25
00-0038705,Emari Demercado,RB,DAL,WAS,2026,2,3.374227432425646,8.594227432425646,direct_dk_points,27.0
00-0040078,Brashard Smith,RB,KC,IND,2026,2,3.332844387991552,8.552844387991552,direct_dk_points,27.0
00-0038551,Kendre Miller,RB,NO,BAL,2026,2,3.321135453203287,8.541135453203287,direct_dk_points,19.25
00-0038454,Keaton Mitchell,RB,LAC,LV,2026,2,3.1573833513345555,8.377383351334554,direct_dk_points,25.25
sleeper:13287,Jeremiyah Love,RB,ARI,SEA,2026,2,3.055721808305237,8.275721808305237,direct_dk_points,18.5
00-0037746,Brian Robinson,RB,ATL,CAR,2026,2,3.0047798950379607,8.22477989503796,direct_dk_points,21.0
00-0032104,Ameer Abdullah,RB,JAX,DEN,2026,2,2.8984368509674363,8.118436850967436,direct_dk_points,21.0
00-0039796,Rasheen Ali,RB,BAL,NO,2026,2,2.7284057608895007,7.9484057608895,direct_dk_points,27.75
sleeper:13424,Seth McGowan,RB,IND,KC,2026,2,2.646890637551948,7.866890637551948,direct_dk_points,20.5
00-0029892,Kyle Juszczyk,RB,SF,MIA,2026,2,2.58794776096916,7.80794776096916,direct_dk_points,29.25
00-0039344,Jonathon Brooks,RB,CAR,ATL,2026,2,2.5449353205138587,7.7649353205138585,direct_dk_points,22.5
00-0038738,Hunter Luepke,RB,DAL,WAS,2026,2,2.510248240120882,7.730248240120882,direct_dk_points,27.0
00-0039875,Ray Davis,RB,BUF,DET,2026,2,2.509339847732157,7.729339847732157,direct_dk_points,29.0
00-0038555,Tank Bigsby,RB,PHI,TEN,2026,2,2.465197032858994,7.685197032858994,direct_dk_points,23.25
00-0039794,Braelon Allen,RB,NYJ,GB,2026,2,2.4504854257196547,7.670485425719654,direct_dk_points,20.25
00-0034975,Justice Hill,RB,BAL,NO,2026,2,2.381418659410725,7.601418659410725,direct_dk_points,27.75
00-0036265,AJ Dillon,RB,CAR,ATL,2026,2,2.3201604885269616,7.540160488526961,direct_dk_points,22.5
00-0040556,Corey Kiner,RB,NE,PIT,2026,2,2.169402096963113,7.389402096963113,direct_dk_points,23.75
00-0040142,Kaleb Johnson,RB,GB,NYJ,2026,2,2.055454635979727,7.275454635979727,direct_dk_points,24.25
00-0039299,George Holani,RB,SEA,ARI,2026,2,1.9987620189286597,7.218762018928659,direct_dk_points,23.0
00-0038685,Chris Brooks,RB,GB,NYJ,2026,2,1.9898357664685586,7.209835766468558,direct_dk_points,24.25
00-0040198,Ollie Gordon,RB,MIA,SF,2026,2,1.877306161294187,7.097306161294187,direct_dk_points,16.25
00-0035125,Alec Ingold,RB,LAC,LV,2026,2,1.7969315733531166,7.016931573353117,direct_dk_points,25.25
sleeper:13286,Jadarian Price,RB,SEA,ARI,2026,2,1.7751359137299385,6.995135913729938,direct_dk_points,23.0
sleeper:13337,Emmett Johnson,RB,KC,IND,2026,2,1.7742982913315193,6.9942982913315195,direct_dk_points,27.0
00-0037304,Connor Heyward,RB,LV,LAC,2026,2,1.7327166362768769,6.952716636276877,direct_dk_points,18.25
00-0037557,Ronnie Rivers,RB,LA,NYG,2026,2,1.6627644135352382,6.882764413535238,direct_dk_points,27.75
sleeper:13516,Max Bredeson,RB,MIN,CHI,2026,2,1.5993194271114055,6.819319427111405,direct_dk_points,22.0
00-0039364,Sione Vaki,RB,DET,BUF,2026,2,1.5487761634995665,6.768776163499567,direct_dk_points,24.5
00-0040719,Bhayshul Tuten,RB,JAX,DEN,2026,2,1.4164755817098698,6.6364755817098695,direct_dk_points,21.0
00-0039021,Roschon Johnson,RB,CHI,MIN,2026,2,1.363688048993669,6.583688048993668,direct_dk_points,27.5
00-0033376,Patrick Ricard,RB,NYG,LA,2026,2,1.3584438153484282,6.578443815348428,direct_dk_points,20.75
00-0039407,Dylan Laube,RB,LV,LAC,2026,2,1.3450513942118403,6.5650513942118405,direct_dk_points,18.25
00-0038896,Jacob Saylors,RB,DET,BUF,2026,2,1.3383848089606187,6.558384808960619,direct_dk_points,24.5
00-0039746,Will Shipley,RB,PHI,TEN,2026,2,1.316230593248211,6.536230593248211,direct_dk_points,23.25
00-0037594,Julius Chestnut,RB,TEN,PHI,2026,2,1.3147666834242158,6.534766683424215,direct_dk_points,16.25
sleeper:13345,Jonah Coleman,RB,DEN,JAX,2026,2,1.2959164712575646,6.515916471257564,direct_dk_points,23.5
00-0040238,LeQuint Allen,RB,JAX,DEN,2026,2,1.2886166894885271,6.508616689488527,direct_dk_points,21.0
00-0039603,British Brooks,RB,HOU,CIN,2026,2,1.264943587104625,6.484943587104625,direct_dk_points,24.75
00-0040208,Tahj Brooks,RB,CIN,HOU,2026,2,1.2516373079222305,6.47163730792223,direct_dk_points,21.75
sleeper:13305,Mike Washington,RB,LV,LAC,2026,2,1.239151489739982,6.459151489739982,direct_dk_points,18.25
sleeper:13423,Eli Heidenreich,RB,PIT,NE,2026,2,1.1840045361961564,6.404004536196156,direct_dk_points,18.25
sleeper:13405,Kaytron Allen,RB,WAS,DAL,2026,2,1.1501948238046311,6.370194823804631,direct_dk_points,23.5
sleeper:13414,Kaelon Black,RB,SF,MIA,2026,2,1.1184788007989348,6.338478800798935,direct_dk_points,29.25
00-0036187,Reggie Gilliam,RB,NE,PIT,2026,2,1.0345736058305268,6.254573605830527,direct_dk_points,23.75
sleeper:13300,Le'Veon Moss,RB,MIA,SF,2026,2,0.8633610746661231,6.083361074666123,direct_dk_points,16.25
00-0037744,Trey McBride,TE,ARI,SEA,2026,2,16.542946074029672,20.392946074029673,direct_dk_points,18.5
00-0036970,Kyle Pitts,TE,ATL,CAR,2026,2,12.064161226533272,15.914161226533272,direct_dk_points,21.0
00-0033288,George Kittle,TE,SF,MIA,2026,2,11.65404618859539,15.504046188595389,direct_dk_points,29.25
00-0040126,Colston Loveland,TE,CHI,MIN,2026,2,9.658250751638569,13.508250751638569,direct_dk_points,27.5
00-0030506,Travis Kelce,TE,KC,IND,2026,2,9.542291919924791,13.39229191992479,direct_dk_points,27.0
00-0040663,Harold Fannin,TE,CLE,TB,2026,2,8.853935839092179,12.703935839092178,direct_dk_points,16.0
00-0040128,Tyler Warren,TE,IND,KC,2026,2,8.414410713340251,12.26441071334025,direct_dk_points,20.5
00-0034351,Dallas Goedert,TE,PHI,TEN,2026,2,8.23932517632305,12.08932517632305,direct_dk_points,23.25
00-0033090,Hunter Henry,TE,NE,PIT,2026,2,7.390748901373203,11.240748901373204,direct_dk_points,23.75
00-0038041,Jake Ferguson,TE,DAL,WAS,2026,2,7.2342863569742075,11.084286356974207,direct_dk_points,27.0
00-0039793,AJ Barner,TE,SEA,ARI,2026,2,7.085320795561,10.935320795561,direct_dk_points,23.0
00-0038996,Tucker Kraft,TE,GB,NYJ,2026,2,7.059510920886645,10.909510920886644,direct_dk_points,24.25
00-0031610,Darren Waller,TE,CAR,ATL,2026,2,6.980089761955635,10.830089761955636,direct_dk_points,22.5
00-0034383,Dalton Schultz,TE,HOU,CIN,2026,2,6.9472519812212425,10.797251981221242,direct_dk_points,24.75
00-0040189,Oronde Gadsden,TE,LAC,LV,2026,2,6.849466421377852,10.699466421377853,direct_dk_points,25.25
00-0037809,Chig Okonkwo,TE,WAS,DAL,2026,2,6.630281189484871,10.480281189484872,direct_dk_points,23.5
00-0036244,Colby Parkinson,TE,LA,NYG,2026,2,6.426365249318587,10.276365249318587,direct_dk_points,27.75
00-0039066,Michael Mayer,TE,LV,LAC,2026,2,6.299992110965617,10.149992110965616,direct_dk_points,18.25
00-0039065,Sam LaPorta,TE,DET,BUF,2026,2,6.232952386645868,10.082952386645868,direct_dk_points,24.5
00-0035689,Dawson Knox,TE,BUF,DET,2026,2,6.086040618321965,9.936040618321965,direct_dk_points,29.0
00-0040736,Mason Taylor,TE,NYJ,GB,2026,2,6.058633056708925,9.908633056708926,direct_dk_points,20.25
00-0036040,Juwan Johnson,TE,NO,BAL,2026,2,5.723352007149875,9.573352007149875,direct_dk_points,19.25
00-0034753,Mark Andrews,TE,BAL,NO,2026,2,5.704067644186088,9.554067644186087,direct_dk_points,27.75
00-0038935,Brenton Strange,TE,JAX,DEN,2026,2,5.599352318475119,9.44935231847512,direct_dk_points,21.0
00-0037252,Greg Dulcich,TE,MIA,SF,2026,2,5.415073108466148,9.265073108466147,direct_dk_points,16.25
00-0039847,Theo Johnson,TE,NYG,LA,2026,2,4.703693764040795,8.553693764040796,direct_dk_points,20.75
00-0038129,Cade Otton,TE,TB,CLE,2026,2,4.457890466735278,8.307890466735278,direct_dk_points,24.5
00-0036894,Pat Freiermuth,TE,PIT,NE,2026,2,4.185013681066888,8.035013681066888,direct_dk_points,18.25
00-0035229,T.J. Hockenson,TE,MIN,CHI,2026,2,3.9740529664974735,7.824052966497474,direct_dk_points,22.0
00-0040737,Terrance Ferguson,TE,LA,NYG,2026,2,3.859871466242925,7.709871466242925,direct_dk_points,27.75
00-0037112,Jake Tonges,TE,SF,MIA,2026,2,3.8207561535306396,7.67075615353064,direct_dk_points,29.25
00-0038933,Dalton Kincaid,TE,BUF,DET,2026,2,3.816391552615906,7.666391552615906,direct_dk_points,29.0
00-0034829,Mike Gesicki,TE,CIN,HOU,2026,2,3.7745923113173645,7.624592311317365,direct_dk_points,21.75
00-0037838,Isaiah Likely,TE,NYG,LA,2026,2,3.7013428503865526,7.551342850386552,direct_dk_points,20.75
00-0033881,Evan Engram,TE,DEN,JAX,2026,2,3.6126259688080684,7.4626259688080685,direct_dk_points,23.5
00-0038558,Darnell Washington,TE,PIT,NE,2026,2,3.4095943508237463,7.259594350823747,direct_dk_points,18.25
00-0033858,Jonnu Smith,TE,GB,NYJ,2026,2,3.3979235418285256,7.247923541828525,direct_dk_points,24.25
00-0039912,Ben Sinnott,TE,WAS,DAL,2026,2,3.199127449463844,7.049127449463844,direct_dk_points,23.5
00-0040187,Mitchell Evans,TE,CAR,ATL,2026,2,3.171609944031132,7.021609944031132,direct_dk_points,22.5
00-0036290,Cole Kmet,TE,CHI,MIN,2026,2,3.167583173985517,7.017583173985518,direct_dk_points,27.5
00-0037005,Tommy Tremble,TE,CAR,ATL,2026,2,2.8538792114776674,6.703879211477668,direct_dk_points,22.5
00-0039041,Elijah Higgins,TE,ARI,SEA,2026,2,2.8002666834954772,6.650266683495477,direct_dk_points,18.5
00-0040584,Gunnar Helm,TE,TEN,PHI,2026,2,2.594630064346048,6.444630064346049,direct_dk_points,16.25
00-0035249,Josh Oliver,TE,MIN,CHI,2026,2,2.552571696243182,6.402571696243182,direct_dk_points,22.0
00-0036637,Noah Gray,TE,KC,IND,2026,2,2.3883034393213656,6.238303439321365,direct_dk_points,27.0
00-0037805,Jeremy Ruckert,TE,NYJ,GB,2026,2,2.380351576464964,6.2303515764649635,direct_dk_points,20.25
00-0040739,Elijah Arroyo,TE,SEA,ARI,2026,2,2.203717965926571,6.053717965926571,direct_dk_points,23.0
00-0035631,Drew Sample,TE,CIN,HOU,2026,2,2.0847602787260464,5.9347602787260465,direct_dk_points,21.75
sleeper:13330,Kenyon Sadiq,TE,NYJ,GB,2026,2,2.02947881849442,5.87947881849442,direct_dk_points,20.25
00-0035644,Noah Fant,TE,NO,BAL,2026,2,1.9889107988079382,5.838910798807938,direct_dk_points,19.25
00-0038046,Charlie Kolar,TE,LAC,LV,2026,2,1.8341143262893733,5.684114326289373,direct_dk_points,25.25
00-0033576,Eric Saubert,TE,SEA,ARI,2026,2,1.7019864650335668,5.551986465033567,direct_dk_points,23.0
00-0032392,Austin Hooper,TE,ATL,CAR,2026,2,1.635991124986721,5.485991124986721,direct_dk_points,21.0
00-0033885,David Njoku,TE,LAC,LV,2026,2,1.5994441989266897,5.44944419892669,direct_dk_points,25.25
00-0038589,Josh Whyle,TE,GB,NYJ,2026,2,1.5957843240843048,5.445784324084305,direct_dk_points,24.25
00-0036628,John Bates,TE,WAS,DAL,2026,2,1.5550745961194798,5.40507459611948,direct_dk_points,23.5
00-0040194,Jackson Hawes,TE,BUF,DET,2026,2,1.453650353307486,5.303650353307486,direct_dk_points,29.0
00-0037755,Jelani Woods,TE,NYJ,GB,2026,2,1.4511889241717126,5.301188924171713,direct_dk_points,20.25
00-0039530,Brevyn Spann-Ford,TE,DAL,WAS,2026,2,1.4484906132074116,5.298490613207411,direct_dk_points,27.0
sleeper:13434,Will Kacmarek,TE,MIA,SF,2026,2,1.3649508734092501,5.214950873409251,direct_dk_points,16.25
00-0038547,Luke Schoonmaker,TE,DAL,WAS,2026,2,1.337307415867662,5.187307415867663,direct_dk_points,27.0
00-0038564,Cameron Latu,TE,NE,PIT,2026,2,1.32748452168751,5.17748452168751,direct_dk_points,23.75
00-0036422,Adam Trautman,TE,DEN,JAX,2026,2,1.3059595953407523,5.155959595340752,direct_dk_points,23.5
00-0036429,Charlie Woerner,TE,ATL,CAR,2026,2,1.302591722535182,5.152591722535182,direct_dk_points,21.0
00-0033110,Tyler Higbee,TE,LA,NYG,2026,2,1.2525220410155586,5.1025220410155585,direct_dk_points,27.75
00-0036876,Kylen Granson,TE,TEN,PHI,2026,2,1.2278118159921867,5.077811815992186,direct_dk_points,16.25
00-0036825,Feleipe Franks,TE,CAR,ATL,2026,2,1.2262871435233162,5.076287143523317,direct_dk_points,22.5
00-0036590,Quintin Morris,TE,JAX,DEN,2026,2,1.2258819895958546,5.075881989595855,direct_dk_points,21.0
00-0039359,Cade Stover,TE,HOU,CIN,2026,2,1.2226447249152708,5.072644724915271,direct_dk_points,24.75
sleeper:13421,Eli Raridon,TE,NE,PIT,2026,2,1.176664444574532,5.026664444574532,direct_dk_points,23.75
00-0038710,Blake Whiteheart,TE,CLE,TB,2026,2,1.1704639132742283,5.020463913274228,direct_dk_points,16.0
00-0039074,Davis Allen,TE,LA,NYG,2026,2,1.1630797922752079,5.013079792275208,direct_dk_points,27.75
sleeper:13299,Nate Boerkircher,TE,JAX,DEN,2026,2,1.1182203238964379,4.968220323896438,direct_dk_points,21.0
00-0034365,Ian Thomas,TE,LV,LAC,2026,2,1.1085985944730663,4.958598594473067,direct_dk_points,18.25
00-0033757,Robert Tonyan,TE,PIT,NE,2026,2,1.1022716744837457,4.952271674483746,direct_dk_points,18.25
00-0034798,Durham Smythe,TE,BAL,NO,2026,2,1.1011882112969749,4.951188211296975,direct_dk_points,27.75
00-0036754,Brock Wright,TE,DET,BUF,2026,2,1.0508039904649866,4.900803990464986,direct_dk_points,24.5
00-0037311,Ko Kieft,TE,TB,CLE,2026,2,0.9112408573789752,4.761240857378976,direct_dk_points,24.5
00-0039814,Erick All,TE,CIN,HOU,2026,2,0.9024742786091534,4.752474278609154,direct_dk_points,21.75
00-0031484,Chris Manhertz,TE,NYG,LA,2026,2,0.896320145279537,4.746320145279537,direct_dk_points,20.75
00-0036887,Luke Farrell,TE,SF,MIA,2026,2,0.872542945429482,4.722542945429482,direct_dk_points,29.25
00-0040081,Jake Briningstool,TE,KC,IND,2026,2,0.8677864215572084,4.717786421557209,direct_dk_points,27.0
00-0037292,Drew Ogletree,TE,IND,KC,2026,2,0.8610210152820179,4.711021015282018,direct_dk_points,20.5
00-0034439,Tyler Conklin,TE,DET,BUF,2026,2,0.8118371280099252,4.661837128009926,direct_dk_points,24.5
sleeper:13307,Marlin Klein,TE,HOU,CIN,2026,2,0.798160287910215,4.6481602879102155,direct_dk_points,24.75
00-0038115,Daniel Bellinger,TE,TEN,PHI,2026,2,0.7864063377922698,4.63640633779227,direct_dk_points,16.25
00-0033246,Johnny Mundt,TE,PHI,TEN,2026,2,0.7833161489050309,4.633316148905031,direct_dk_points,23.25
sleeper:13324,Matt Hibner,TE,BAL,NO,2026,2,0.7677452211003866,4.617745221100387,direct_dk_points,27.75
00-0039050,Payne Durham,TE,TB,CLE,2026,2,0.762104289173814,4.612104289173814,direct_dk_points,24.5
00-0034981,Foster Moreau,TE,HOU,CIN,2026,2,0.7613209838049239,4.611320983804924,direct_dk_points,24.75
sleeper:13273,Josh Cuevas,TE,BAL,NO,2026,2,0.7464820586464354,4.596482058646435,direct_dk_points,27.75
sleeper:13322,Sam Roush,TE,CHI,MIN,2026,2,0.7102380466586082,4.5602380466586085,direct_dk_points,27.5
00-0038783,Nate Adkins,TE,DEN,JAX,2026,2,0.7036587478020556,4.553658747802055,direct_dk_points,23.5
sleeper:13308,Bauer Sharp,TE,TB,CLE,2026,2,0.6943016292354023,4.544301629235402,direct_dk_points,24.5
sleeper:13429,Seydou Traore,TE,MIA,SF,2026,2,0.6748727008965058,4.5248727008965055,direct_dk_points,16.25
sleeper:13580,Carsen Ryan,TE,CLE,TB,2026,2,0.6646666108203579,4.514666610820358,direct_dk_points,16.0
sleeper:13433,Riley Nowakowski,TE,PIT,NE,2026,2,0.5935587843676543,4.443558784367655,direct_dk_points,18.25
00-0033217,Mo Alie-Cox,TE,IND,KC,2026,2,0.3784803215540259,4.228480321554026,direct_dk_points,20.5
00-0039075,Puka Nacua,WR,LA,NYG,2026,2,19.518524944513025,24.828524944513024,direct_dk_points,27.75
00-0038543,Jaxon Smith-Njigba,WR,SEA,ARI,2026,2,17.346146338853302,22.6561463388533,direct_dk_points,23.0
00-0036900,Ja'Marr Chase,WR,CIN,HOU,2026,2,16.803463777564374,22.113463777564373,direct_dk_points,21.75
00-0036963,Amon-Ra St. Brown,WR,DET,BUF,2026,2,15.987798061337791,21.29779806133779,direct_dk_points,24.5
00-0031381,Davante Adams,WR,LA,NYG,2026,2,15.560837037062592,20.870837037062593,direct_dk_points,27.75
00-0036358,CeeDee Lamb,WR,DAL,WAS,2026,2,15.409187369104055,20.719187369104056,direct_dk_points,27.0
00-0039067,Rashee Rice,WR,KC,IND,2026,2,14.250427654441761,19.56042765444176,direct_dk_points,27.0
00-0037247,George Pickens,WR,DAL,WAS,2026,2,13.952824208576194,19.262824208576195,direct_dk_points,27.0
00-0034348,Courtland Sutton,WR,DEN,JAX,2026,2,12.703687129775329,18.013687129775327,direct_dk_points,23.5
00-0037238,Drake London,WR,ATL,CAR,2026,2,12.640366049000272,17.950366049000273,direct_dk_points,21.0
00-0037239,Chris Olave,WR,NO,BAL,2026,2,12.509221251123087,17.819221251123086,direct_dk_points,19.25
00-0038559,Michael Wilson,WR,ARI,SEA,2026,2,12.192332826868652,17.502332826868653,direct_dk_points,18.5
00-0036554,Nico Collins,WR,HOU,CIN,2026,2,11.962923891698768,17.272923891698767,direct_dk_points,24.75
