game_id,season,game_type,week,gameday,home_team,away_team,home_score,away_score,roof,surface,div_game,spread_line,total_line,temp,wind,result
2019_10_KC_TEN,2019,REG,10,2019-11-10,TEN,KC,35,32,outdoors,grass,0,-5.0,49.0,63.0,9.0,3
2019_10_LAC_OAK,2019,REG,10,2019-11-07,OAK,LAC,26,24,outdoors,grass,1,-1.0,49.0,54.0,9.0,2
2019_10_LA_PIT,2019,REG,10,2019-11-10,PIT,LA,17,12,outdoors,grass,0,-4.0,43.0,55.0,12.0,5
2019_10_MIN_DAL,2019,REG,10,2019-11-10,DAL,MIN,24,28,closed,fieldturf,0,3.5,48.5,,,-4
2019_11_ARI_SF,2019,REG,11,2019-11-17,SF,ARI,36,26,outdoors,grass,1,10.0,44.0,72.0,0.0,10
2019_11_ATL_CAR,2019,REG,11,2019-11-17,CAR,ATL,3,29,outdoors,grass,1,3.5,49.0,51.0,11.0,-26
2019_11_CHI_LA,2019,REG,11,2019-11-17,LA,CHI,17,7,outdoors,grass,0,5.0,40.0,79.0,0.0,10
2019_11_CIN_OAK,2019,REG,11,2019-11-17,OAK,CIN,17,10,outdoors,grass,0,13.0,48.0,76.0,13.0,7
2019_11_DAL_DET,2019,REG,11,2019-11-17,DET,DAL,27,35,dome,fieldturf,0,-7.5,46.5,,,-8
2019_11_DEN_MIN,2019,REG,11,2019-11-17,MIN,DEN,27,23,dome,sportturf,0,10.0,40.5,,,4
2019_11_HOU_BAL,2019,REG,11,2019-11-17,BAL,HOU,41,7,outdoors,grass,0,4.0,51.0,44.0,10.0,34
2019_11_KC_LAC,2019,REG,11,2019-11-18,LAC,KC,17,24,outdoors,grass,1,-5.5,52.5,67.0,7.0,-7
2019_11_NO_TB,2019,REG,11,2019-11-17,TB,NO,17,34,outdoors,grass,1,-5.0,50.5,55.0,4.0,-17
2019_11_PIT_CLE,2019,REG,11,2019-11-14,CLE,PIT,21,7,outdoors,grass,1,3.0,41.5,36.0,10.0,14
2019_12_BAL_LA,2019,REG,12,2019-11-25,LA,BAL,6,45,outdoors,grass,0,-3.5,47.0,62.0,5.0,-39
2019_12_CAR_NO,2019,REG,12,2019-11-24,NO,CAR,34,31,dome,astroturf,1,10.0,46.0,,,3
2019_12_DET_WAS,2019,REG,12,2019-11-24,WAS,DET,19,16,outdoors,grass,0,-4.0,39.0,46.0,17.0,3
2019_12_JAX_TEN,2019,REG,12,2019-11-24,TEN,JAX,42,20,outdoors,grass,1,4.5,42.0,52.0,9.0,22
2019_12_OAK_NYJ,2019,REG,12,2019-11-24,NYJ,OAK,34,3,outdoors,fieldturf,0,-3.5,45.0,43.0,12.0,31
2019_12_PIT_CIN,2019,REG,12,2019-11-24,CIN,PIT,10,16,outdoors,grass,1,-5.5,37.5,46.0,10.0,-6
2019_12_TB_ATL,2019,REG,12,2019-11-24,ATL,TB,22,35,closed,fieldturf,1,3.5,51.5,,,-13
2019_13_CHI_DET,2019,REG,13,2019-11-28,DET,CHI,20,24,dome,fieldturf,1,-5.5,37.5,,,-4
2019_13_CLE_PIT,2019,REG,13,2019-12-01,PIT,CLE,20,13,outdoors,grass,1,-1.0,40.0,46.0,6.0,7
2019_13_LAC_DEN,2019,REG,13,2019-12-01,DEN,LAC,23,20,outdoors,grass,1,-4.5,39.0,33.0,7.0,3
2019_13_LA_ARI,2019,REG,13,2019-12-01,ARI,LA,7,34,closed,grass,1,-2.5,47.0,,,-27
2019_13_MIN_SEA,2019,REG,13,2019-12-02,SEA,MIN,37,30,outdoors,fieldturf,0,2.5,48.0,51.0,1.0,7
2019_13_NO_ATL,2019,REG,13,2019-11-28,ATL,NO,18,26,closed,fieldturf,1,-7.0,48.0,,,-8
2019_13_OAK_KC,2019,REG,13,2019-12-01,KC,OAK,40,9,outdoors,astroturf,1,11.5,49.5,36.0,20.0,31
2019_13_SF_BAL,2019,REG,13,2019-12-01,BAL,SF,20,17,outdoors,grass,0,5.5,45.0,40.0,13.0,3
2019_13_TEN_IND,2019,REG,13,2019-12-01,IND,TEN,17,31,closed,fieldturf,1,-1.0,41.5,,,-14
2019_14_BAL_BUF,2019,REG,14,2019-12-08,BUF,BAL,17,24,outdoors,astroturf,0,-6.5,44.0,43.0,18.0,-7
2019_14_CAR_ATL,2019,REG,14,2019-12-08,ATL,CAR,40,20,closed,fieldturf,1,3.5,48.0,,,20
2019_14_DET_MIN,2019,REG,14,2019-12-08,MIN,DET,20,7,dome,sportturf,1,12.0,43.5,,,13
2019_14_LAC_JAX,2019,REG,14,2019-12-08,JAX,LAC,10,45,outdoors,grass,0,-3.5,42.0,62.0,7.0,-35
2019_14_PIT_ARI,2019,REG,14,2019-12-08,ARI,PIT,17,23,closed,grass,0,-2.5,43.5,,,-6
2019_14_SEA_LA,2019,REG,14,2019-12-08,LA,SEA,28,12,outdoors,grass,1,1.0,47.5,60.0,4.0,16
2019_14_SF_NO,2019,REG,14,2019-12-08,NO,SF,46,48,dome,astroturf,0,1.0,45.0,,,-2
2019_14_TEN_OAK,2019,REG,14,2019-12-08,OAK,TEN,21,42,outdoors,grass,0,-3.0,47.0,59.0,5.0,-21
2019_15_ATL_SF,2019,REG,15,2019-12-15,SF,ATL,22,29,outdoors,grass,0,10.5,50.0,55.0,6.0,-7
2019_15_BUF_PIT,2019,REG,15,2019-12-15,PIT,BUF,10,17,outdoors,grass,0,1.0,37.0,31.0,6.0,-7
2019_15_CLE_ARI,2019,REG,15,2019-12-15,ARI,CLE,38,24,closed,grass,0,-3.0,49.0,,,14
2019_15_HOU_TEN,2019,REG,15,2019-12-15,TEN,HOU,21,24,outdoors,grass,1,3.0,50.0,45.0,4.0,-3
2019_15_IND_NO,2019,REG,15,2019-12-16,NO,IND,34,7,dome,astroturf,0,8.0,48.5,,,27
2019_15_JAX_OAK,2019,REG,15,2019-12-15,OAK,JAX,16,20,outdoors,grass,0,7.0,47.0,59.0,7.0,-4
2019_15_LA_DAL,2019,REG,15,2019-12-15,DAL,LA,44,21,closed,fieldturf,0,-1.0,48.5,,,23
2019_15_MIN_LAC,2019,REG,15,2019-12-15,LAC,MIN,10,39,outdoors,grass,0,-1.0,45.0,64.0,14.0,-29
2019_15_NYJ_BAL,2019,REG,15,2019-12-12,BAL,NYJ,42,21,outdoors,grass,0,17.0,44.0,33.0,3.0,21
2019_15_TB_DET,2019,REG,15,2019-12-15,DET,TB,17,38,dome,fieldturf,0,-5.5,46.0,,,-21
2019_16_ARI_SEA,2019,REG,16,2019-12-22,SEA,ARI,13,27,outdoors,fieldturf,1,8.0,51.0,43.0,7.0,-14
2019_16_BAL_CLE,2019,REG,16,2019-12-22,CLE,BAL,15,31,outdoors,grass,1,-9.5,48.5,49.0,10.0,-16
2019_16_DET_DEN,2019,REG,16,2019-12-22,DEN,DET,27,17,outdoors,grass,0,9.5,40.0,67.0,3.0,10
2019_16_GB_MIN,2019,REG,16,2019-12-23,MIN,GB,10,23,dome,sportturf,1,4.0,47.0,,,-13
2019_16_JAX_ATL,2019,REG,16,2019-12-22,ATL,JAX,24,12,closed,fieldturf,0,7.5,48.0,,,12
2019_16_LA_SF,2019,REG,16,2019-12-21,SF,LA,34,31,outdoors,grass,1,7.0,45.5,58.0,12.0,3
2019_16_NO_TEN,2019,REG,16,2019-12-22,TEN,NO,28,38,outdoors,grass,0,-3.5,49.0,50.0,4.0,-10
2019_16_OAK_LAC,2019,REG,16,2019-12-22,LAC,OAK,17,24,outdoors,grass,1,7.5,45.0,64.0,10.0,-7
2019_16_PIT_NYJ,2019,REG,16,2019-12-22,NYJ,PIT,16,10,outdoors,fieldturf,0,-3.0,36.5,45.0,6.0,6
2019_17_ARI_LA,2019,REG,17,2019-12-29,LA,ARI,31,24,outdoors,grass,1,7.0,46.0,62.0,0.0,7
2019_17_ATL_TB,2019,REG,17,2019-12-29,TB,ATL,22,28,outdoors,grass,1,1.0,48.0,78.0,12.0,-6
2019_17_CHI_MIN,2019,REG,17,2019-12-29,MIN,CHI,19,21,dome,sportturf,1,-5.5,36.5,,,-2
2019_17_GB_DET,2019,REG,17,2019-12-29,DET,GB,20,23,dome,fieldturf,1,-13.5,44.0,,,-3
2019_17_LAC_KC,2019,REG,17,2019-12-29,KC,LAC,31,21,outdoors,astroturf,1,10.0,46.0,40.0,16.0,10
2019_17_NO_CAR,2019,REG,17,2019-12-29,CAR,NO,10,42,outdoors,grass,1,-13.5,45.0,63.0,9.0,-32
2019_17_OAK_DEN,2019,REG,17,2019-12-29,DEN,OAK,16,15,outdoors,grass,1,5.5,41.5,31.0,6.0,1
2019_17_PIT_BAL,2019,REG,17,2019-12-29,BAL,PIT,28,10,outdoors,grass,1,-2.0,35.0,46.0,7.0,18
2019_17_TEN_HOU,2019,REG,17,2019-12-29,HOU,TEN,14,35,closed,grass,1,-10.0,43.0,,,-21
2019_18_MIN_NO,2019,WC,18,2020-01-05,NO,MIN,20,26,dome,astroturf,0,7.5,50.0,,,-6
2019_18_TEN_NE,2019,WC,18,2020-01-04,NE,TEN,13,20,outdoors,grass,0,4.5,45.0,44.0,4.0,-7
2019_19_MIN_SF,2019,DIV,19,2020-01-11,SF,MIN,27,10,outdoors,grass,0,7.0,44.5,56.0,11.0,17
2019_19_TEN_BAL,2019,DIV,19,2020-01-11,BAL,TEN,12,28,outdoors,grass,0,10.0,47.5,69.0,12.0,-16
2019_20_TEN_KC,2019,CON,20,2020-01-19,KC,TEN,35,24,outdoors,astroturf,0,7.5,51.0,,,11
2020_01_ARI_SF,2020,REG,1,2020-09-13,SF,ARI,20,24,outdoors,grass,1,7.0,48.5,66.0,6.0,-4
2020_01_CHI_DET,2020,REG,1,2020-09-13,DET,CHI,23,27,dome,fieldturf,1,2.5,42.5,,,-4
2020_01_CLE_BAL,2020,REG,1,2020-09-13,BAL,CLE,38,6,outdoors,grass,1,7.0,47.0,76.0,5.0,32
2020_01_DAL_LA,2020,REG,1,2020-09-13,LA,DAL,20,17,dome,matrixturf,0,1.0,52.0,,,3
2020_01_GB_MIN,2020,REG,1,2020-09-13,MIN,GB,34,43,dome,sportturf,1,1.0,45.0,,,-9
2020_01_LAC_CIN,2020,REG,1,2020-09-13,CIN,LAC,13,16,outdoors,grass,0,-2.5,41.5,83.0,6.0,-3
2020_01_LV_CAR,2020,REG,1,2020-09-13,CAR,LV,30,34,outdoors,grass,0,-3.0,48.0,81.0,5.0,-4
2020_01_PIT_NYG,2020,REG,1,2020-09-14,NYG,PIT,16,26,outdoors,fieldturf,0,-6.0,44.0,71.0,5.0,-10
2020_01_SEA_ATL,2020,REG,1,2020-09-13,ATL,SEA,25,38,closed,fieldturf,0,1.0,49.5,,,-13
2020_01_TB_NO,2020,REG,1,2020-09-13,NO,TB,34,23,dome,astroturf,1,4.0,48.5,,,11
2020_01_TEN_DEN,2020,REG,1,2020-09-14,DEN,TEN,14,16,outdoors,grass,0,-3.0,41.0,79.0,10.0,-2
2020_02_ATL_DAL,2020,REG,2,2020-09-20,DAL,ATL,40,39,closed,fieldturf,0,3.0,53.0,,,1
2020_02_BAL_HOU,2020,REG,2,2020-09-20,HOU,BAL,16,33,closed,grass,0,-7.5,49.5,,,-17
2020_02_DEN_PIT,2020,REG,2,2020-09-20,PIT,DEN,26,21,outdoors,grass,0,6.0,41.0,64.0,5.0,5
2020_02_DET_GB,2020,REG,2,2020-09-20,GB,DET,42,21,outdoors,grass,1,7.0,51.0,66.0,12.0,21
2020_02_JAX_TEN,2020,REG,2,2020-09-20,TEN,JAX,33,30,outdoors,grass,1,7.0,44.5,72.0,5.0,3
2020_02_KC_LAC,2020,REG,2,2020-09-20,LAC,KC,20,23,dome,matrixturf,1,-8.5,47.0,,,-3
2020_02_LA_PHI,2020,REG,2,2020-09-20,PHI,LA,19,37,outdoors,grass,0,2.0,46.0,62.0,12.0,-18
2020_02_MIN_IND,2020,REG,2,2020-09-20,IND,MIN,28,11,closed,fieldturf,0,3.5,49.0,,,17
2020_02_NO_LV,2020,REG,2,2020-09-21,LV,NO,34,24,dome,grass,0,-4.0,47.5,,,10
2020_02_WAS_ARI,2020,REG,2,2020-09-20,ARI,WAS,30,15,closed,grass,0,7.5,46.5,,,15
2020_03_CAR_LAC,2020,REG,3,2020-09-27,LAC,CAR,16,21,dome,matrixturf,0,6.0,43.5,,,-5
2020_03_CHI_ATL,2020,REG,3,2020-09-27,ATL,CHI,26,30,closed,fieldturf,0,2.5,46.0,,,-4
2020_03_DET_ARI,2020,REG,3,2020-09-27,ARI,DET,23,26,closed,grass,0,4.5,55.5,,,-3
2020_03_GB_NO,2020,REG,3,2020-09-27,NO,GB,30,37,dome,astroturf,0,3.5,52.0,,,-7
2020_03_HOU_PIT,2020,REG,3,2020-09-27,PIT,HOU,28,21,outdoors,grass,0,4.0,46.5,79.0,6.0,7
2020_03_KC_BAL,2020,REG,3,2020-09-28,BAL,KC,20,34,outdoors,grass,0,3.5,55.0,73.0,8.0,-14
2020_03_LA_BUF,2020,REG,3,2020-09-27,BUF,LA,35,32,outdoors,astroturf,0,1.5,46.5,79.0,16.0,3
2020_03_LV_NE,2020,REG,3,2020-09-27,NE,LV,36,20,outdoors,grass,0,7.0,47.0,73.0,8.0,16
2020_03_TEN_MIN,2020,REG,3,2020-09-27,MIN,TEN,30,31,dome,sportturf,0,-3.0,49.5,,,-1
2020_04_ARI_CAR,2020,REG,4,2020-10-04,CAR,ARI,31,21,outdoors,grass,0,-3.0,52.5,68.0,8.0,10
2020_04_ATL_GB,2020,REG,4,2020-10-05,GB,ATL,30,16,outdoors,grass,0,5.0,56.5,53.0,9.0,14
2020_04_BAL_WAS,2020,REG,4,2020-10-04,WAS,BAL,17,31,outdoors,grass,0,-14.5,45.0,65.0,5.0,-14
2020_04_BUF_LV,2020,REG,4,2020-10-04,LV,BUF,23,30,dome,grass,0,-3.0,53.0,,,-7
2020_04_LAC_TB,2020,REG,4,2020-10-04,TB,LAC,38,31,outdoors,grass,0,7.5,42.5,75.0,6.0,7
2020_04_MIN_HOU,2020,REG,4,2020-10-04,HOU,MIN,23,31,closed,grass,0,3.5,52.5,,,-8
2020_04_NO_DET,2020,REG,4,2020-10-04,DET,NO,29,35,dome,fieldturf,0,-3.0,51.5,,,-6
2020_04_NYG_LA,2020,REG,4,2020-10-04,LA,NYG,17,9,dome,matrixturf,0,13.5,49.5,,,8
2020_05_ARI_NYJ,2020,REG,5,2020-10-11,NYJ,ARI,10,30,outdoors,fieldturf,0,-7.0,48.5,64.0,8.0,-20
2020_05_BUF_TEN,2020,REG,5,2020-10-13,TEN,BUF,42,16,outdoors,grass,0,-3.0,52.0,73.0,3.0,26
2020_05_CAR_ATL,2020,REG,5,2020-10-11,ATL,CAR,16,23,closed,fieldturf,1,2.5,53.5,,,-7
2020_05_CIN_BAL,2020,REG,5,2020-10-11,BAL,CIN,27,3,outdoors,grass,1,12.5,49.0,69.0,3.0,24
2020_05_LAC_NO,2020,REG,5,2020-10-12,NO,LAC,30,27,dome,astroturf,0,7.0,49.5,,,3
2020_05_LA_WAS,2020,REG,5,2020-10-11,WAS,LA,10,30,outdoors,grass,0,-7.0,45.0,69.0,2.0,-20
2020_05_LV_KC,2020,REG,5,2020-10-11,KC,LV,32,40,outdoors,astroturf,1,11.0,54.5,80.0,16.0,-8
2020_05_MIN_SEA,2020,REG,5,2020-10-11,SEA,MIN,27,26,outdoors,fieldturf,0,6.5,54.0,54.0,10.0,1
2020_05_PHI_PIT,2020,REG,5,2020-10-11,PIT,PHI,38,29,outdoors,grass,0,7.5,44.0,70.0,4.0,9
2020_06_ARI_DAL,2020,REG,6,2020-10-19,DAL,ARI,10,38,closed,fieldturf,0,1.0,55.5,,,-28
2020_06_ATL_MIN,2020,REG,6,2020-10-18,MIN,ATL,23,40,dome,sportturf,0,3.5,53.0,,,-17
2020_06_BAL_PHI,2020,REG,6,2020-10-18,PHI,BAL,28,30,outdoors,grass,0,-10.5,46.5,61.0,7.0,-2
2020_06_CLE_PIT,2020,REG,6,2020-10-18,PIT,CLE,38,7,outdoors,grass,1,3.0,50.0,61.0,9.0,31
2020_06_DET_JAX,2020,REG,6,2020-10-18,JAX,DET,16,34,outdoors,grass,0,-3.0,52.5,78.0,10.0,-18
2020_06_HOU_TEN,2020,REG,6,2020-10-18,TEN,HOU,42,36,outdoors,grass,1,4.0,52.0,61.0,10.0,6
2020_06_LA_SF,2020,REG,6,2020-10-18,SF,LA,24,16,outdoors,grass,1,-2.0,51.0,86.0,10.0,8
2020_07_CAR_NO,2020,REG,7,2020-10-25,NO,CAR,27,24,dome,astroturf,1,7.0,49.5,,,3
2020_07_CHI_LA,2020,REG,7,2020-10-26,LA,CHI,24,10,dome,matrixturf,0,6.5,44.0,,,14
2020_07_DET_ATL,2020,REG,7,2020-10-25,ATL,DET,22,23,closed,fieldturf,0,1.0,54.0,,,-1
2020_07_JAX_LAC,2020,REG,7,2020-10-25,LAC,JAX,39,29,dome,matrixturf,0,8.0,48.0,,,10
2020_07_PIT_TEN,2020,REG,7,2020-10-25,TEN,PIT,24,27,outdoors,grass,0,1.0,51.0,55.0,3.0,-3
2020_07_SEA_ARI,2020,REG,7,2020-10-25,ARI,SEA,37,34,closed,grass,1,-3.5,55.5,,,3
2020_07_TB_LV,2020,REG,7,2020-10-25,LV,TB,20,45,dome,grass,0,-3.5,51.5,,,-25
2020_08_ATL_CAR,2020,REG,8,2020-10-29,CAR,ATL,17,25,outdoors,grass,1,1.5,52.0,76.0,8.0,-8
2020_08_IND_DET,2020,REG,8,2020-11-01,DET,IND,21,41,dome,fieldturf,0,-3.5,49.0,,,-20
2020_08_LAC_DEN,2020,REG,8,2020-11-01,DEN,LAC,31,30,outdoors,grass,1,-3.0,44.5,64.0,10.0,1
2020_08_LA_MIA,2020,REG,8,2020-11-01,MIA,LA,28,17,outdoors,grass,0,-3.5,46.5,86.0,10.0,11
2020_08_LV_CLE,2020,REG,8,2020-11-01,CLE,LV,6,16,outdoors,grass,0,1.0,48.0,49.0,35.0,-10
2020_08_MIN_GB,2020,REG,8,2020-11-01,GB,MIN,22,28,outdoors,grass,1,5.5,47.0,34.0,23.0,-6
2020_08_NO_CHI,2020,REG,8,2020-11-01,CHI,NO,23,26,outdoors,grass,0,-5.5,41.0,40.0,20.0,-3
2020_08_PIT_BAL,2020,REG,8,2020-11-01,BAL,PIT,24,28,outdoors,grass,1,4.0,44.0,52.0,7.0,-4
2020_08_TEN_CIN,2020,REG,8,2020-11-01,CIN,TEN,31,20,outdoors,grass,0,-7.5,49.5,48.0,24.0,11
2020_09_BAL_IND,2020,REG,9,2020-11-08,IND,BAL,10,24,closed,fieldturf,0,1.0,48.0,,,-14
2020_09_CHI_TEN,2020,REG,9,2020-11-08,TEN,CHI,24,17,outdoors,grass,0,6.5,46.5,77.0,14.0,7
2020_09_DEN_ATL,2020,REG,9,2020-11-08,ATL,DEN,34,27,closed,fieldturf,0,4.5,50.0,,,7
2020_09_DET_MIN,2020,REG,9,2020-11-08,MIN,DET,34,20,dome,sportturf,1,3.0,51.5,,,14
2020_09_LV_LAC,2020,REG,9,2020-11-08,LAC,LV,26,31,dome,matrixturf,1,-1.0,52.5,,,-5
2020_09_MIA_ARI,2020,REG,9,2020-11-08,ARI,MIA,31,34,closed,grass,0,6.0,49.0,,,-3
2020_09_NO_TB,2020,REG,9,2020-11-08,TB,NO,3,38,outdoors,grass,1,3.0,51.0,77.0,17.0,-35
2020_09_PIT_DAL,2020,REG,9,2020-11-08,DAL,PIT,19,24,closed,fieldturf,0,-14.0,44.0,,,-5
2020_10_BAL_NE,2020,REG,10,2020-11-15,NE,BAL,23,17,outdoors,grass,0,-7.0,44.0,52.0,13.0,6
2020_10_BUF_ARI,2020,REG,10,2020-11-15,ARI,BUF,32,30,closed,grass,0,3.0,55.5,,,2
2020_10_CIN_PIT,2020,REG,10,2020-11-15,PIT,CIN,36,10,outdoors,grass,1,6.5,45.5,52.0,21.0,26
2020_10_DEN_LV,2020,REG,10,2020-11-15,LV,DEN,37,12,dome,grass,1,3.5,50.5,,,25
2020_10_IND_TEN,2020,REG,10,2020-11-12,TEN,IND,17,34,outdoors,grass,1,-1.0,49.0,56.0,6.0,-17
2020_10_LAC_MIA,2020,REG,10,2020-11-15,MIA,LAC,29,21,outdoors,grass,0,1.0,48.5,83.0,7.0,8
2020_10_MIN_CHI,2020,REG,10,2020-11-16,CHI,MIN,13,19,outdoors,grass,1,-3.5,44.0,44.0,11.0,-6
2020_10_SEA_LA,2020,REG,10,2020-11-15,LA,SEA,23,16,dome,matrixturf,1,3.0,55.0,,,7
2020_10_SF_NO,2020,REG,10,2020-11-15,NO,SF,27,13,dome,astroturf,0,9.5,49.5,,,14
2020_10_WAS_DET,2020,REG,10,2020-11-15,DET,WAS,30,27,dome,fieldturf,0,2.5,46.0,,,3
2020_11_ARI_SEA,2020,REG,11,2020-11-19,SEA,ARI,28,21,outdoors,fieldturf,1,3.0,56.5,48.0,11.0,7
2020_11_ATL_NO,2020,REG,11,2020-11-22,NO,ATL,24,9,dome,astroturf,1,3.5,49.5,,,15
2020_11_DAL_MIN,2020,REG,11,2020-11-22,MIN,DAL,28,31,dome,sportturf,0,7.0,50.0,,,-3
2020_11_DET_CAR,2020,REG,11,2020-11-22,CAR,DET,20,0,outdoors,grass,0,-3.0,47.0,65.0,7.0,20
2020_11_KC_LV,2020,REG,11,2020-11-22,LV,KC,31,35,dome,grass,1,-7.5,56.5,,,-4
2020_11_LA_TB,2020,REG,11,2020-11-23,TB,LA,24,27,outdoors,grass,0,4.0,47.5,69.0,5.0,-3
2020_11_NYJ_LAC,2020,REG,11,2020-11-22,LAC,NYJ,34,28,dome,matrixturf,0,10.0,47.0,,,6
2020_11_PIT_JAX,2020,REG,11,2020-11-22,JAX,PIT,3,27,outdoors,grass,0,-11.0,47.0,72.0,3.0,-24
2020_11_TEN_BAL,2020,REG,11,2020-11-22,BAL,TEN,24,30,outdoors,grass,0,6.0,50.5,53.0,6.0,-6
2020_12_ARI_NE,2020,REG,12,2020-11-29,NE,ARI,20,17,outdoors,grass,0,-1.0,51.0,52.0,8.0,3
2020_12_BAL_PIT,2020,REG,12,2020-12-02,PIT,BAL,19,14,outdoors,grass,1,10.5,41.5,36.0,14.0,5
2020_12_CAR_MIN,2020,REG,12,2020-11-29,MIN,CAR,28,27,dome,sportturf,0,3.0,50.0,,,1
2020_12_HOU_DET,2020,REG,12,2020-11-26,DET,HOU,25,41,dome,fieldturf,0,-3.0,52.5,,,-16
2020_12_LAC_BUF,2020,REG,12,2020-11-29,BUF,LAC,27,17,outdoors,astroturf,0,4.5,51.0,48.0,7.0,10
2020_12_LV_ATL,2020,REG,12,2020-11-29,ATL,LV,43,6,closed,fieldturf,0,-3.5,53.0,,,37
2020_12_NO_DEN,2020,REG,12,2020-11-29,DEN,NO,3,31,outdoors,grass,0,-17.0,36.5,38.0,6.0,-28
2020_12_SF_LA,2020,REG,12,2020-11-29,LA,SF,20,23,dome,matrixturf,1,5.0,44.5,,,-3
2020_12_TEN_IND,2020,REG,12,2020-11-29,IND,TEN,26,45,closed,fieldturf,1,3.0,51.5,,,-19
2020_13_CLE_TEN,2020,REG,13,2020-12-06,TEN,CLE,35,41,outdoors,grass,0,4.0,54.0,52.0,1.0,-6
2020_13_DAL_BAL,2020,REG,13,2020-12-08,BAL,DAL,34,17,outdoors,grass,0,8.5,46.0,38.0,9.0,17
2020_13_DET_CHI,2020,REG,13,2020-12-06,CHI,DET,30,34,outdoors,grass,1,3.0,44.0,35.0,5.0,-4
2020_13_JAX_MIN,2020,REG,13,2020-12-06,MIN,JAX,27,24,dome,sportturf,0,10.5,51.0,,,3
2020_13_LA_ARI,2020,REG,13,2020-12-06,ARI,LA,28,38,closed,grass,1,-2.5,49.0,,,-10
2020_13_LV_NYJ,2020,REG,13,2020-12-06,NYJ,LV,28,31,outdoors,fieldturf,0,-7.5,48.0,39.0,18.0,-3
2020_13_NE_LAC,2020,REG,13,2020-12-06,LAC,NE,0,45,dome,matrixturf,0,2.5,47.0,,,-45
2020_13_NO_ATL,2020,REG,13,2020-12-06,ATL,NO,16,21,closed,fieldturf,1,-2.5,46.0,,,-5
2020_13_WAS_PIT,2020,REG,13,2020-12-07,PIT,WAS,17,23,outdoors,grass,0,5.5,43.5,34.0,10.0,-6
2020_14_ARI_NYG,2020,REG,14,2020-12-13,NYG,ARI,7,26,outdoors,fieldturf,0,-3.0,47.0,59.0,15.0,-19
2020_14_ATL_LAC,2020,REG,14,2020-12-13,LAC,ATL,20,17,dome,matrixturf,0,1.0,49.0,,,3
2020_14_BAL_CLE,2020,REG,14,2020-12-14,CLE,BAL,42,47,outdoors,grass,1,-3.0,45.5,34.0,18.0,-5
2020_14_GB_DET,2020,REG,14,2020-12-13,DET,GB,24,31,dome,fieldturf,1,-9.5,55.5,,,-7
2020_14_IND_LV,2020,REG,14,2020-12-13,LV,IND,27,44,dome,grass,0,-2.5,51.5,,,-17
2020_14_MIN_TB,2020,REG,14,2020-12-13,TB,MIN,26,14,outdoors,grass,0,7.0,52.5,78.0,5.0,12
2020_14_NE_LA,2020,REG,14,2020-12-10,LA,NE,24,3,dome,matrixturf,0,5.0,43.5,,,21
2020_14_NO_PHI,2020,REG,14,2020-12-13,PHI,NO,24,21,outdoors,grass,0,-7.5,43.0,57.0,10.0,3
2020_14_PIT_BUF,2020,REG,14,2020-12-13,BUF,PIT,26,15,outdoors,astroturf,0,2.0,48.5,35.0,11.0,11
2020_14_TEN_JAX,2020,REG,14,2020-12-13,JAX,TEN,10,31,outdoors,grass,1,-7.5,53.0,69.0,2.0,-21
2020_15_CHI_MIN,2020,REG,15,2020-12-20,MIN,CHI,27,33,dome,sportturf,1,2.5,47.5,,,-6
2020_15_DET_TEN,2020,REG,15,2020-12-20,TEN,DET,46,25,outdoors,grass,0,9.5,54.5,46.0,5.0,21
2020_15_JAX_BAL,2020,REG,15,2020-12-20,BAL,JAX,40,14,outdoors,grass,0,13.0,49.5,39.0,3.0,26
2020_15_KC_NO,2020,REG,15,2020-12-20,NO,KC,29,32,dome,astroturf,0,-2.5,53.5,,,-3
2020_15_LAC_LV,2020,REG,15,2020-12-17,LV,LAC,27,30,dome,grass,1,3.5,52.0,,,-3
2020_15_NYJ_LA,2020,REG,15,2020-12-20,LA,NYJ,20,23,dome,matrixturf,0,17.5,44.5,,,-3
2020_15_PHI_ARI,2020,REG,15,2020-12-20,ARI,PHI,33,26,closed,grass,0,6.5,49.5,,,7
2020_15_PIT_CIN,2020,REG,15,2020-12-21,CIN,PIT,27,17,outdoors,grass,1,-14.5,40.5,43.0,10.0,10
2020_15_TB_ATL,2020,REG,15,2020-12-20,ATL,TB,27,31,closed,fieldturf,1,-6.0,49.5,,,-4
2020_16_ATL_KC,2020,REG,16,2020-12-27,KC,ATL,17,14,outdoors,astroturf,0,11.0,54.0,49.0,8.0,3
2020_16_DEN_LAC,2020,REG,16,2020-12-27,LAC,DEN,19,16,dome,matrixturf,1,2.5,47.5,,,3
2020_16_IND_PIT,2020,REG,16,2020-12-27,PIT,IND,28,24,outdoors,grass,0,-1.0,43.0,37.0,6.0,4
2020_16_LA_SEA,2020,REG,16,2020-12-27,SEA,LA,20,9,outdoors,fieldturf,1,1.5,48.0,45.0,2.0,11
2020_16_MIA_LV,2020,REG,16,2020-12-26,LV,MIA,25,26,dome,grass,0,-2.0,50.0,,,-1
2020_16_MIN_NO,2020,REG,16,2020-12-25,NO,MIN,52,33,dome,astroturf,0,6.5,49.0,,,19
2020_16_NYG_BAL,2020,REG,16,2020-12-27,BAL,NYG,27,13,outdoors,grass,0,10.0,43.5,38.0,3.0,14
2020_16_SF_ARI,2020,REG,16,2020-12-26,ARI,SF,12,20,closed,grass,1,6.0,49.0,,,-8
