game_id,season,week,home_team,away_team,gameday,spread_line,predicted_margin,xgb_margin,ridge_margin,lgbm_margin
2018_06_ARI_MIN,2018,6,MIN,ARI,2018-10-14,10.5,9.877438,10.341979,8.483816,9.28076011701788
2018_06_IND_NYJ,2018,6,NYJ,IND,2018-10-14,3.0,5.4608893,5.560866,5.1609592,4.337213236588294
2018_06_SEA_OAK,2018,6,OAK,SEA,2018-10-14,-3.0,-6.1054068,-5.877226,-6.7899494,-5.139043999360156
2018_06_CAR_WAS,2018,6,WAS,CAR,2018-10-14,1.0,-0.21748316,-0.3800958,0.27035475,-0.9100730860687241
2018_06_LA_DEN,2018,6,DEN,LA,2018-10-14,-7.0,-8.677473,-8.846634,-8.169989,-4.247096166981109
2018_06_JAX_DAL,2018,6,DAL,JAX,2018-10-14,-3.0,-2.8798938,-3.4993215,-1.0216107,-3.5963869372679516
2018_06_BAL_TEN,2018,6,TEN,BAL,2018-10-14,-1.5,-0.4586302,-1.0350915,1.2707539,0.9313520945381588
2018_06_KC_NE,2018,6,NE,KC,2018-10-14,3.0,4.8412027,4.7402797,5.1439724,4.0591621070201835
2018_06_SF_GB,2018,6,GB,SF,2018-10-15,9.5,8.80518,9.137201,7.8091125,7.829527510487513
2018_07_DEN_ARI,2018,7,ARI,DEN,2018-10-18,-1.5,-1.3135464,-0.6366715,-3.3441713,-0.629710531189761
2018_07_NE_CHI,2018,7,CHI,NE,2018-10-21,-2.5,-4.4212008,-4.2707458,-4.872567,-1.4658522558079126
2018_07_BUF_IND,2018,7,IND,BUF,2018-10-21,7.5,4.5527797,4.196368,5.622014,2.774130962154163
2018_07_HOU_JAX,2018,7,JAX,HOU,2018-10-21,4.0,3.3247557,3.1304219,3.9077568,3.49672841669363
2018_07_DET_MIA,2018,7,MIA,DET,2018-10-21,-3.0,-3.494362,-3.9128928,-2.2387707,-4.236205220522698
2018_07_MIN_NYJ,2018,7,NYJ,MIN,2018-10-21,-3.0,-1.539082,-1.2944139,-2.2730863,-1.762366187866234
2018_07_CAR_PHI,2018,7,PHI,CAR,2018-10-21,3.5,2.5720856,3.3078797,0.36470294,3.51301970161775
2018_07_CLE_TB,2018,7,TB,CLE,2018-10-21,3.0,3.2906094,3.21743,3.510147,4.755626561434108
2018_07_NO_BAL,2018,7,BAL,NO,2018-10-21,2.5,1.0167832,0.38637933,2.9079952,0.14578350963811043
2018_07_LA_SF,2018,7,SF,LA,2018-10-21,-10.0,-10.464639,-10.037164,-11.747063,-5.381111345331216
2018_07_DAL_WAS,2018,7,WAS,DAL,2018-10-21,2.0,-0.43019962,-1.5056119,2.7960372,-0.569903364174044
2018_07_CIN_KC,2018,7,KC,CIN,2018-10-21,5.5,7.122838,7.162515,7.003806,8.11308646335013
2018_07_TEN_LAC,2018,7,LAC,TEN,2018-10-21,6.0,6.9258413,7.681851,4.657811,7.741732636747591
