season,team,wiki_article,nominal_oc,oc_candidates,n_oc_named,oc_status,oc_raw,actual_play_caller,play_caller_status,hc_is_playcaller
2025,DAL,2025 Dallas Cowboys season,Klayton Adams,Klayton Adams,1,named,*Offensive coordinator – [[Klayton Adams,,unknown_no_source,
2025,DEN,2025 Denver Broncos season,Joe Lombardi,Joe Lombardi,1,named,*Offensive coordinator – [[Joe Lombardi,,unknown_no_source,
2025,DET,2025 Detroit Lions season,John Morton,John Morton,1,named,*Offensive coordinator – [[John Morton (American football),,unknown_no_source,
2025,GB,2025 Green Bay Packers season,Adam Stenavich,Adam Stenavich,1,named,* Offensive coordinator – [[Adam Stenavich,,unknown_no_source,
2025,HOU,2025 Houston Texans season,Nick Caley,Nick Caley,1,named,*Offensive coordinator – [[Nick Caley,,unknown_no_source,
2025,IND,2025 Indianapolis Colts season,Jim Bob Cooter,Jim Bob Cooter,1,named,*Offensive coordinator – [[Jim Bob Cooter,,unknown_no_source,
2025,JAX,2025 Jacksonville Jaguars season,Grant Udinski,Grant Udinski,1,named,*Offensive coordinator – [[Grant Udinski,,unknown_no_source,
2025,KC,2025 Kansas City Chiefs season,Matt Nagy,Matt Nagy,1,named,*Offensive coordinator – [[Matt Nagy,,unknown_no_source,
2025,LA,2025 Los Angeles Rams season,Mike LaFleur,Mike LaFleur,1,named,*Offensive coordinator – [[Mike LaFleur,,unknown_no_source,
2025,LAC,2025 Los Angeles Chargers season,Greg Roman,Greg Roman,1,named,*Offensive coordinator – [[Greg Roman,,unknown_no_source,
2025,LV,2025 Las Vegas Raiders season,,,0,none_listed,,,unknown_no_source,
2025,MIA,2025 Miami Dolphins season,Frank Smith,Frank Smith,1,named,*Offensive coordinator – [[Frank Smith (American football),,unknown_no_source,
2025,MIN,2025 Minnesota Vikings season,Wes Phillips,Wes Phillips,1,named,*Offensive coordinator – [[Wes Phillips,,unknown_no_source,
2025,NE,2025 New England Patriots season,Josh McDaniels,Josh McDaniels,1,named,*Offensive coordinator – [[Josh McDaniels,,unknown_no_source,
2025,NO,2025 New Orleans Saints season,Doug Nussmeier,Doug Nussmeier,1,named,*Offensive coordinator – [[Doug Nussmeier,,unknown_no_source,
2025,NYG,2025 New York Giants season,Tim Kelly,Tim Kelly,1,named,*Offensive coordinator/tight ends – [[Tim Kelly (American football),,unknown_no_source,
2025,NYJ,2025 New York Jets season,Tanner Engstrand,Tanner Engstrand,1,named,*Offensive coordinator – [[Tanner Engstrand,,unknown_no_source,
2025,PHI,2025 Philadelphia Eagles season,Kevin Patullo,Kevin Patullo,1,named,*Offensive coordinator – [[Kevin Patullo,,unknown_no_source,
2025,PIT,2025 Pittsburgh Steelers season,Arthur Smith,Arthur Smith,1,named,"*Offensive coordinator – [[Arthur Smith (American football, born 1982)",,unknown_no_source,
2025,SEA,2025 Seattle Seahawks season,Klint Kubiak,Klint Kubiak,1,named,*Offensive coordinator – [[Klint Kubiak,,unknown_no_source,
2025,SF,2025 San Francisco 49ers season,Klay Kubiak,Klay Kubiak,1,named,*Offensive coordinator – [[Klay Kubiak,,unknown_no_source,
2025,TB,2025 Tampa Bay Buccaneers season,Josh Grizzard,Josh Grizzard,1,named,*Offensive coordinator – [[Josh Grizzard,,unknown_no_source,
2025,TEN,2025 Tennessee Titans season,Nick Holz,Nick Holz,1,named,*Offensive coordinator – [[Nick Holz,,unknown_no_source,
2025,WAS,2025 Washington Commanders season,Kliff Kingsbury,Kliff Kingsbury,1,named,* Offensive coordinator – [[Kliff Kingsbury,,unknown_no_source,
2026,ARI,List of current NFL offensive coordinators,Nathaniel Hackett,Nathaniel Hackett,1,named,| [[Arizona Cardinals]] || {{sortname|Nathaniel|Hackett}} ||,,unknown_no_source,
2026,ATL,List of current NFL offensive coordinators,Tommy Rees,Tommy Rees,1,named,|[[Atlanta Falcons]] ||{{sortname|Tommy|Rees|dab=American football}} ||,,unknown_no_source,
2026,BAL,List of current NFL offensive coordinators,Declan Doyle,Declan Doyle,1,named,| [[Baltimore Ravens]] || {{sortname|Declan|Doyle}} ||,,unknown_no_source,
2026,BUF,List of current NFL offensive coordinators,Pete Carmichael Jr.,Pete Carmichael Jr.,1,named,| [[Buffalo Bills]] || {{sortname|Pete|Carmichael Jr.}} ||,,unknown_no_source,
2026,CAR,List of current NFL offensive coordinators,Brad Idzik,Brad Idzik,1,named,|[[Carolina Panthers]] || {{sortname|Brad|Idzik}} ||,,unknown_no_source,
2026,CHI,List of current NFL offensive coordinators,Press Taylor,Press Taylor,1,named,|[[Chicago Bears]] || {{sortname|Press|Taylor}} ||,,unknown_no_source,
2026,CIN,List of current NFL offensive coordinators,Dan Pitcher,Dan Pitcher,1,named,| [[Cincinnati Bengals]] || {{sortname|Dan|Pitcher}} ||,,unknown_no_source,
2026,CLE,List of current NFL offensive coordinators,Travis Switzer,Travis Switzer,1,named,| [[Cleveland Browns]] || {{sortname|Travis|Switzer}} ||,,unknown_no_source,
2026,DAL,List of current NFL offensive coordinators,Klayton Adams,Klayton Adams,1,named,|[[Dallas Cowboys]] || {{sortname|Klayton|Adams}} ||,,unknown_no_source,
2026,DEN,List of current NFL offensive coordinators,Davis Webb,Davis Webb,1,named,| [[Denver Broncos]] || {{sortname|Davis|Webb}} ||,,unknown_no_source,
2026,DET,List of current NFL offensive coordinators,Drew Petzing,Drew Petzing,1,named,|[[Detroit Lions]] || {{sortname|Drew|Petzing}} ||,,unknown_no_source,
2026,GB,List of current NFL offensive coordinators,Adam Stenavich,Adam Stenavich,1,named,|[[Green Bay Packers]] || {{sortname|Adam|Stenavich}} ||,,unknown_no_source,
2026,HOU,List of current NFL offensive coordinators,Nick Caley,Nick Caley,1,named,|  [[Houston Texans]] || [[Nick Caley]] ||,,unknown_no_source,
2026,IND,List of current NFL offensive coordinators,Jim Bob Cooter,Jim Bob Cooter,1,named,| [[Indianapolis Colts]] || {{sortname|Jim Bob|Cooter}} ||,,unknown_no_source,
2026,JAX,List of current NFL offensive coordinators,Grant Udinski,Grant Udinski,1,named,| [[Jacksonville Jaguars]] || {{sortname|Grant|Udinski}} ||,,unknown_no_source,
2026,KC,List of current NFL offensive coordinators,Eric Bieniemy,Eric Bieniemy,1,named,| [[Kansas City Chiefs]] || {{sortname|Eric|Bieniemy}} ||,,unknown_no_source,
2026,LA,List of current NFL offensive coordinators,Nathan Scheelhaase,Nathan Scheelhaase,1,named,| [[Los Angeles Rams]] || {{sortname|Nathan|Scheelhaase}} ||,,unknown_no_source,
2026,LAC,List of current NFL offensive coordinators,Mike McDaniel,Mike McDaniel,1,named,| [[Los Angeles Chargers]] || {{sortname|Mike|McDaniel}} ||,,unknown_no_source,
2026,LV,List of current NFL offensive coordinators,Andrew Janocko,Andrew Janocko,1,named,| [[Las Vegas Raiders]] || {{sortname|Andrew|Janocko}} ||,,unknown_no_source,
2026,MIA,List of current NFL offensive coordinators,Bobby Slowik,Bobby Slowik,1,named,| [[Miami Dolphins]] || {{sortname|Bobby|Slowik}} ||,,unknown_no_source,
2026,MIN,List of current NFL offensive coordinators,Wes Phillips,Wes Phillips,1,named,|[[Minnesota Vikings]] || {{sortname|Wes|Phillips}} ||,,unknown_no_source,
2026,NE,List of current NFL offensive coordinators,Josh McDaniels,Josh McDaniels,1,named,| [[New England Patriots]] || {{sortname|Josh|McDaniels}} ||,,unknown_no_source,
2026,NO,List of current NFL offensive coordinators,Doug Nussmeier,Doug Nussmeier,1,named,|[[New Orleans Saints]] || {{sortname|Doug|Nussmeier}} ||,,unknown_no_source,
2026,NYG,List of current NFL offensive coordinators,Matt Nagy,Matt Nagy,1,named,|[[New York Giants]] || {{sortname|Matt|Nagy}} ||,,unknown_no_source,
2026,NYJ,List of current NFL offensive coordinators,Frank Reich,Frank Reich,1,named,| [[New York Jets]] || {{sortname|Frank|Reich}} ||,,unknown_no_source,
2026,PHI,List of current NFL offensive coordinators,Sean Mannion,Sean Mannion,1,named,|[[Philadelphia Eagles]] || {{sortname|Sean|Mannion|dab=American football}} ||,,unknown_no_source,
2026,PIT,List of current NFL offensive coordinators,Brian Angelichio,Brian Angelichio,1,named,| [[Pittsburgh Steelers]] || {{sortname|Brian|Angelichio}} ||,,unknown_no_source,
2026,SEA,List of current NFL offensive coordinators,Brian Fleury,Brian Fleury,1,named,|[[Seattle Seahawks]] || {{sortname|Brian|Fleury}} ||,,unknown_no_source,
2026,SF,List of current NFL offensive coordinators,Klay Kubiak,Klay Kubiak,1,named,|[[San Francisco 49ers]] || {{sortname|Klay|Kubiak}} ||,,unknown_no_source,
2026,TB,List of current NFL offensive coordinators,Zac Robinson,Zac Robinson,1,named,|[[Tampa Bay Buccaneers]] || {{sortname|Zac|Robinson}} ||,,unknown_no_source,
2026,TEN,List of current NFL offensive coordinators,Brian Daboll,Brian Daboll,1,named,| [[Tennessee Titans]] || {{sortname|Brian|Daboll}} ||,,unknown_no_source,
2026,WAS,List of current NFL offensive coordinators,David Blough,David Blough,1,named,|[[Washington Commanders]] || {{sortname|David|Blough}} ||,,unknown_no_source,
