season,team,prior_qb_id,prior_qb_epa_play,prior_qb_cpoe,qb_returns,ret_qb_attempt_share,ret_rb_carry_share,ret_wrte_target_share,relocated,vacated_rush_share,vacated_target_share,ret_skill_fantasy_share,prior_epa_play,prior_success_rate,prior_points_per_drive,prior_plays,prior_pass_rate,prior_ol_sack_rate
2021,WAS,00-0023436,-0.13522201473040285,-0.84522821071769,0.0,0.5791090629800307,1.0,0.9247572815533981,0.0,0.0,0.07524271844660191,0.962378640776699,-0.0631181331343976,0.4140926640926641,1.96045197740113,1036.0,0.6447876447876448,0.0764525993883792
2022,ARI,00-0035228,0.1208560129324575,4.213738438234929,1.0,0.9984126984126984,1.0,0.9785867237687366,0.0,0.0,0.021413276231263434,0.9892933618843682,0.075858976194348,0.4688908926961226,2.659090909090909,1109.0,0.5978358881875564,0.0616113744075829
2022,ATL,00-0026143,-0.025171497778413997,1.7592363416928647,1.0,1.0,0.9176470588235294,0.8455882352941176,0.0,0.08235294117647063,0.15441176470588236,0.8816176470588235,-0.0971233356177261,0.4040201005025126,1.896551724137931,995.0,0.6321608040201006,0.0651465798045602
2022,BAL,00-0034796,0.030914159749105947,0.6794994812448713,1.0,1.0,0.1238390092879257,1.0,0.0,0.8761609907120743,0.0,0.5619195046439629,0.0081139795854786,0.46535500427716,2.168421052631579,1169.0,0.6295979469632165,0.0853293413173652
2022,BUF,00-0034857,0.113471980764128,2.0975557231747755,1.0,0.998533724340176,1.0,0.6501901140684411,0.0,0.0,0.34980988593155893,0.8250950570342206,0.1012012596921194,0.4772117962466488,2.75,1119.0,0.6514745308310992,0.0393586005830903
2022,CAR,00-0034869,-0.18902598279295238,-4.8873513044479,1.0,0.7907692307692308,1.0,1.0,0.0,0.0,0.0,1.0,-0.1403177018164548,0.4082191780821917,1.6842105263157894,1095.0,0.6210045662100456,0.0796324655436447
2022,CHI,00-0036945,-0.21283791431468432,-1.9522072597481739,1.0,1.0,1.0,0.9468822170900693,0.0,0.0,0.053117782909930744,0.9734411085450346,-0.1026616484064625,0.4111006585136406,1.8135593220338984,1063.0,0.6161806208842897,0.0965058236272878
2022,CIN,00-0036442,0.1549052138510975,6.640305063823466,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0597748422748638,0.4428294573643411,2.6324324324324326,1032.0,0.6075581395348837,0.0901639344262295
2022,CLE,00-0034855,-0.03544967330592682,-2.718707900494337,1.0,1.0,1.0,0.9139240506329114,0.0,0.0,0.08607594936708862,0.9569620253164557,0.0109678213096463,0.4379210779595765,2.0689655172413794,1039.0,0.5745909528392685,0.086115992970123
2022,DAL,00-0033077,0.17423076705234267,2.314155764954082,1.0,1.0,0.9160493827160494,0.9671814671814671,0.0,0.08395061728395059,0.032818532818532864,0.9416154249487583,0.0942226396632853,0.468667255075022,2.74869109947644,1133.0,0.6187113857016769,0.0481751824817518
2022,DEN,00-0031237,0.11568111813688182,3.910554529708109,1.0,1.0,1.0,0.9976359338061466,0.0,0.0,0.0023640661938534313,0.9988179669030732,0.0156499439587143,0.4470359572400388,2.2048192771084336,1029.0,0.5850340136054422,0.0686106346483705
2022,DET,00-0033106,-0.06979423212933056,0.5529641658386786,1.0,1.0,1.0,0.9811764705882353,0.0,0.0,0.018823529411764683,0.9905882352941177,-0.0677790894275548,0.4180952380952381,1.9717514124293785,1050.0,0.6066666666666667,0.0571428571428571
2022,GB,00-0023459,0.2312112995015906,5.772414788895962,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.134667827936418,0.4861773117254528,2.9447852760736195,1049.0,0.6148713060057197,0.0528
2022,HOU,00-0036898,-0.11993287691151698,-0.2196843661959209,1.0,0.9982964224872232,0.8090185676392573,0.9093078758949881,0.0,0.19098143236074272,0.09069212410501193,0.8591632217671227,-0.1405999934295769,0.3725099601593625,1.5351351351351352,1004.0,0.6095617529880478,0.0748299319727891
2022,IND,00-0032950,0.0124886659931848,-2.120752626621507,1.0,1.0,1.0,0.7938144329896907,0.0,0.0,0.20618556701030932,0.8969072164948453,0.0524369112917314,0.4427333974975938,2.6300578034682083,1039.0,0.5572666025024061,0.0574506283662477
