season,player,position,team,ffc_adp,fmt,norm_name,ffc_overall_rank,ffc_pos_rank
2014,Pierre Garcon,WR,WAS,40.4,ppr,pierre garcon,40,16
2014,Emmanuel Sanders,WR,DEN,40.5,ppr,emmanuel sanders,41,17
2014,Larry Fitzgerald,WR,ARI,42.0,ppr,larry fitzgerald,42,18
2014,C.J. Spiller,RB,,42.1,ppr,cj spiller,43,19
2014,Toby Gerhart,RB,JAX,42.8,ppr,toby gerhart,44,20
2014,Victor Cruz,WR,NYG,43.8,ppr,victor cruz,45,19
2014,Percy Harvin,WR,SEA,44.2,ppr,percy harvin,46,20
2014,Joique Bell,RB,DET,45.9,ppr,joique bell,47,21
2014,Michael Floyd,WR,ARI,46.3,ppr,michael floyd,48,21
2014,Julian Edelman,WR,NE,48.3,ppr,julian edelman,49,22
2014,Matthew Stafford,QB,DET,48.4,ppr,matthew stafford,50,4
2014,Michael Crabtree,WR,SF,49.8,ppr,michael crabtree,51,23
2014,Ryan Mathews,RB,LAC,50.8,ppr,ryan mathews,52,22
2014,Jordan Cameron,TE,CLE,51.0,ppr,jordan cameron,53,4
2014,Ray Rice,RB,BAL,52.6,ppr,ray rice,54,23
2014,Pierre Thomas,RB,NO,55.0,ppr,pierre thomas,55,24
2014,T.Y. Hilton,WR,IND,55.2,ppr,ty hilton,56,24
2014,Andrew Luck,QB,IND,55.2,ppr,andrew luck,56,5
2014,Frank Gore,RB,SF,56.3,ppr,frank gore,58,25
2014,Torrey Smith,WR,BAL,56.4,ppr,torrey smith,59,25
2014,Ben Tate,RB,CLE,58.3,ppr,ben tate,60,26
2014,Chris Johnson,RB,NYJ,60.0,ppr,chris johnson,61,27
2014,Tom Brady,QB,NE,61.4,ppr,tom brady,62,6
2014,DeSean Jackson,WR,WAS,61.7,ppr,desean jackson,63,26
2014,Kendall Wright,WR,TEN,61.8,ppr,kendall wright,64,27
2014,Vernon Davis,TE,SF,62.8,ppr,vernon davis,65,5
2014,Jeremy Maclin,WR,PHI,64.3,ppr,jeremy maclin,66,28
2014,Marques Colston,WR,NO,65.4,ppr,marques colston,67,29
2014,Bishop Sankey,RB,TEN,66.1,ppr,bishop sankey,68,28
2014,Jason Witten,TE,DAL,66.6,ppr,jason witten,69,6
2014,Matt Ryan,QB,ATL,67.6,ppr,matt ryan,70,7
2014,Wes Welker,WR,DEN,69.1,ppr,wes welker,71,30
2014,Danny Woodhead,RB,LAC,70.0,ppr,danny woodhead,72,29
2014,Brandin Cooks,WR,NO,72.8,ppr,brandin cooks,73,31
2014,Maurice Jones-Drew,RB,LV,73.0,ppr,maurice jonesdrew,74,30
2014,Trent Richardson,RB,IND,73.2,ppr,trent richardson,75,31
2014,Kyle Rudolph,TE,MIN,73.2,ppr,kyle rudolph,75,7
2014,Golden Tate,WR,DET,73.4,ppr,golden tate,77,32
2014,Nick Foles,QB,PHI,73.9,ppr,nick foles,78,8
2014,Mike Wallace,WR,MIA,76.1,ppr,mike wallace,79,33
2014,Darren Sproles,RB,PHI,77.6,ppr,darren sproles,80,32
2014,Reggie Wayne,WR,IND,79.9,ppr,reggie wayne,81,34
2014,Fred Jackson,RB,,80.9,ppr,fred jackson,82,33
2014,Jordan Reed,TE,WAS,81.4,ppr,jordan reed,83,8
2014,Jay Cutler,QB,CHI,81.8,ppr,jay cutler,84,9
2014,Eric Decker,WR,NYJ,83.3,ppr,eric decker,85,35
2014,Kelvin Benjamin,WR,CAR,83.7,ppr,kelvin benjamin,86,36
2014,Tony Romo,QB,DAL,85.5,ppr,tony romo,87,10
2014,Knowshon Moreno,RB,MIA,85.7,ppr,knowshon moreno,88,34
2014,Terrance Williams,WR,DAL,86.4,ppr,terrance williams,89,37
2014,Steven Jackson,RB,ATL,86.9,ppr,steven jackson,90,35
2014,Lamar Miller,RB,MIA,87.7,ppr,lamar miller,91,36
2014,Greg Olsen,TE,CAR,88.2,ppr,greg olsen,92,9
2014,Dennis Pitta,TE,BAL,91.4,ppr,dennis pitta,93,10
2014,Carlos Hyde,RB,SEA,91.5,ppr,carlos hyde,94,37
2014,Bernard Pierce,RB,BAL,94.5,ppr,bernard pierce,95,38
2014,Cam Newton,QB,CAR,94.5,ppr,cam newton,95,11
2014,Justin Hunter,WR,TEN,95.0,ppr,justin hunter,97,38
2014,Jeremy Hill,RB,LV,96.2,ppr,jeremy hill,98,39
2014,Zach Ertz,TE,PHI,97.5,ppr,zach ertz,99,11
2014,Mike Evans,WR,TB,99.4,ppr,mike evans,100,39
2014,Mark Ingram II,RB,NO,99.5,ppr,mark ingram,101,40
2014,Riley Cooper,WR,PHI,100.9,ppr,riley cooper,102,40
2014,Rueben Randle,WR,NYG,100.9,ppr,rueben randle,102,40
2014,Stevan Ridley,RB,NE,101.6,ppr,stevan ridley,104,41
2014,Philip Rivers,QB,LAC,102.3,ppr,philip rivers,105,12
2014,Devonta Freeman,RB,ATL,102.9,ppr,devonta freeman,106,42
2014,Colin Kaepernick,QB,SF,103.6,ppr,colin kaepernick,107,13
2014,Sammy Watkins,WR,,104.9,ppr,sammy watkins,108,42
2014,Russell Wilson,QB,SEA,106.1,ppr,russell wilson,109,14
2014,Dwayne Bowe,WR,KC,108.2,ppr,dwayne bowe,110,43
2014,DeAndre Hopkins,WR,HOU,109.0,ppr,deandre hopkins,111,44
2014,Robert Griffin III,QB,WAS,109.9,ppr,robert griffin,112,15
2014,Terrance West,RB,CLE,110.0,ppr,terrance west,113,43
2014,Danny Amendola,WR,NE,113.0,ppr,danny amendola,114,45
2014,Andre Williams,RB,NYG,113.4,ppr,andre williams,115,44
2014,Hakeem Nicks,WR,IND,115.0,ppr,hakeem nicks,116,46
2014,Anquan Boldin,WR,SF,115.3,ppr,anquan boldin,117,47
2014,DeAngelo Williams,RB,CAR,116.4,ppr,deangelo williams,118,45
2014,Martellus Bennett,TE,CHI,117.4,ppr,martellus bennett,119,12
2014,Darren McFadden,RB,LV,118.8,ppr,darren mcfadden,120,46
2014,Markus Wheaton,WR,PIT,119.0,ppr,markus wheaton,121,48
2014,Steve Smith,WR,BAL,121.0,ppr,steve smith,122,49
2014,Jordan Matthews,WR,PHI,121.4,ppr,jordan matthews,123,50
2014,Andy Dalton,QB,CIN,122.6,ppr,andy dalton,124,16
2014,Cecil Shorts,WR,JAX,124.2,ppr,cecil shorts,125,51
2014,Ahmad Bradshaw,RB,IND,124.8,ppr,ahmad bradshaw,126,47
2014,Jarrett Boykin,WR,GB,127.0,ppr,jarrett boykin,127,52
2014,Ben Roethlisberger,QB,PIT,128.4,ppr,ben roethlisberger,128,17
2014,Khiry Robinson,RB,NO,129.4,ppr,khiry robinson,129,48
2014,Charles Clay,TE,MIA,130.1,ppr,charles clay,130,13
2014,Kenny Britt,WR,LAR,132.7,ppr,kenny britt,131,53
2014,Lance Dunbar,RB,DAL,133.1,ppr,lance dunbar,132,49
2014,Greg Jennings,WR,MIN,133.2,ppr,greg jennings,133,54
2014,Carson Palmer,QB,ARI,133.7,ppr,carson palmer,134,18
2014,Brian Hartline,WR,MIA,136.4,ppr,brian hartline,135,55
2014,Ladarius Green,TE,LAC,137.1,ppr,ladarius green,136,14
2014,Kenny Stills,WR,NO,137.5,ppr,kenny stills,137,56
2014,Andrew Hawkins,WR,CLE,137.8,ppr,andrew hawkins,138,57
2014,LeGarrette Blount,RB,PIT,138.1,ppr,legarrette blount,139,50
2014,Heath Miller,TE,PIT,138.1,ppr,heath miller,139,15
2014,Shonn Greene,RB,TEN,139.1,ppr,shonn greene,141,51
2014,Chris Ivory,RB,NYJ,142.4,ppr,chris ivory,142,52
2014,Jonathan Stewart,RB,CAR,143.3,ppr,jonathan stewart,143,53
2014,Marqise Lee,WR,JAX,143.6,ppr,marqise lee,144,58
2014,Tavon Austin,WR,LAR,145.5,ppr,tavon austin,145,59
2014,Travis Kelce,TE,KC,146.2,ppr,travis kelce,146,16
2014,Ryan Tannehill,QB,MIA,147.6,ppr,ryan tannehill,147,19
2014,Dexter McCluster,RB,TEN,148.8,ppr,dexter mccluster,148,54
2014,Christine Michael,RB,SEA,151.3,ppr,christine michael,149,55
2014,Knile Davis,RB,KC,151.4,ppr,knile davis,150,56
2014,Aaron Dobson,WR,NE,151.7,ppr,aaron dobson,151,60
2014,Cody Latimer,WR,DEN,151.8,ppr,cody latimer,152,61
2014,Josh McCown,QB,TB,153.4,ppr,josh mccown,153,20
2014,Antonio Gates,TE,LAC,154.1,ppr,antonio gates,154,17
2014,Tim Wright,TE,NE,154.7,ppr,tim wright,155,18
2014,Benny Cunningham,RB,LAR,154.9,ppr,benny cunningham,156,57
2014,James White,RB,NE,154.9,ppr,james white,156,57
2014,Eric Ebron,TE,DET,156.0,ppr,eric ebron,158,19
2014,James Starks,RB,GB,157.2,ppr,james starks,159,59
2014,Ronnie Hillman,RB,DEN,157.5,ppr,ronnie hillman,160,60
2014,James Jones,WR,LV,158.4,ppr,james jones,161,62
2014,Kenbrell Thompkins,WR,NE,158.6,ppr,kenbrell thompkins,162,63
2014,Doug Baldwin,WR,SEA,160.5,ppr,doug baldwin,163,64
2014,Miles Austin,WR,CLE,161.5,ppr,miles austin,164,65
2014,Joe Flacco,QB,BAL,161.5,ppr,joe flacco,164,21
2015,Adrian Peterson,RB,MIN,1.8,ppr,adrian peterson,1,1
2015,Antonio Brown,WR,PIT,2.5,ppr,antonio brown,2,1
2015,LeVeon Bell,RB,PIT,3.1,ppr,leveon bell,3,2
2015,Eddie Lacy,RB,GB,4.0,ppr,eddie lacy,4,3
2015,Jamaal Charles,RB,KC,4.5,ppr,jamaal charles,5,4
2015,Julio Jones,WR,ATL,6.2,ppr,julio jones,6,2
2015,Dez Bryant,WR,DAL,7.6,ppr,dez bryant,7,3
2015,Marshawn Lynch,RB,SEA,8.6,ppr,marshawn lynch,8,5
2015,Demaryius Thomas,WR,DEN,9.1,ppr,demaryius thomas,9,4
2015,Rob Gronkowski,TE,NE,10.3,ppr,rob gronkowski,10,1
2015,CJ Anderson,RB,DEN,10.7,ppr,cj anderson,11,6
2015,Odell Beckham Jr.,WR,NYG,11.4,ppr,odell beckham,12,5
2015,Calvin Johnson,WR,DET,13.1,ppr,calvin johnson,13,6
2015,Matt Forte,RB,CHI,13.7,ppr,matt forte,14,7
2015,Jeremy Hill,RB,CIN,14.4,ppr,jeremy hill,15,8
2015,Randall Cobb,WR,GB,15.9,ppr,randall cobb,16,7
2015,A.J. Green,WR,CIN,16.7,ppr,aj green,17,8
2015,Andrew Luck,QB,IND,16.9,ppr,andrew luck,18,1
2015,DeMarco Murray,RB,PHI,17.6,ppr,demarco murray,19,9
2015,Justin Forsett,RB,BAL,19.3,ppr,justin forsett,20,10
2015,Brandin Cooks,WR,NO,20.6,ppr,brandin cooks,21,9
2015,Lamar Miller,RB,MIA,22.3,ppr,lamar miller,22,11
2015,T.Y. Hilton,WR,IND,22.8,ppr,ty hilton,23,10
2015,Jordan Matthews,WR,PHI,24.4,ppr,jordan matthews,24,11
2015,LeSean McCoy,RB,BUF,24.4,ppr,lesean mccoy,24,12
2015,Alshon Jeffery,WR,CHI,26.1,ppr,alshon jeffery,26,12
2015,Aaron Rodgers,QB,GB,27.1,ppr,aaron rodgers,27,2
2015,Frank Gore,RB,IND,27.7,ppr,frank gore,28,13
2015,DeAndre Hopkins,WR,HOU,28.7,ppr,deandre hopkins,29,13
2015,Mike Evans,WR,TB,30.0,ppr,mike evans,30,14
2015,Mark Ingram II,RB,NO,31.0,ppr,mark ingram,31,14
2015,Emmanuel Sanders,WR,DEN,31.9,ppr,emmanuel sanders,32,15
2015,Latavius Murray,RB,LV,33.2,ppr,latavius murray,33,15
2015,Jimmy Graham,TE,SEA,33.5,ppr,jimmy graham,34,2
2015,Davante Adams,WR,GB,34.6,ppr,davante adams,35,16
2015,Jarvis Landry,WR,MIA,36.6,ppr,jarvis landry,36,17
2015,Arian Foster,RB,HOU,37.5,ppr,arian foster,37,16
2015,Andre Johnson,WR,IND,37.7,ppr,andre johnson,38,18
2015,Doug Martin,RB,TB,38.0,ppr,doug martin,39,17
2015,Jeremy Maclin,WR,KC,38.8,ppr,jeremy maclin,40,19
2015,Amari Cooper,WR,LV,40.8,ppr,amari cooper,41,20
2015,Ameer Abdullah,RB,DET,41.5,ppr,ameer abdullah,42,18
2015,Julian Edelman,WR,NE,41.9,ppr,julian edelman,43,21
2015,Golden Tate,WR,DET,43.5,ppr,golden tate,44,22
2015,Andre Ellington,RB,ARI,43.7,ppr,andre ellington,45,19
2015,Carlos Hyde,RB,SF,44.7,ppr,carlos hyde,46,20
2015,Greg Olsen,TE,CAR,45.1,ppr,greg olsen,47,3
2015,Chris Ivory,RB,NYJ,47.6,ppr,chris ivory,48,21
2015,Alfred Morris,RB,WAS,48.2,ppr,alfred morris,49,22
2015,Keenan Allen,WR,LAC,48.7,ppr,keenan allen,50,23
2015,Brandon Marshall,WR,NYJ,50.5,ppr,brandon marshall,51,24
2015,Travis Kelce,TE,KC,50.6,ppr,travis kelce,52,4
2015,Melvin Gordon III,RB,LAC,51.8,ppr,melvin gordon,53,23
2015,Jonathan Stewart,RB,CAR,53.0,ppr,jonathan stewart,54,24
2015,Allen Robinson II,WR,JAX,53.5,ppr,allen robinson,55,25
2015,Peyton Manning,QB,DEN,54.9,ppr,peyton manning,56,3
2015,Joseph Randle,RB,DAL,56.6,ppr,joseph randle,57,25
2015,Nelson Agholor,WR,PHI,56.6,ppr,nelson agholor,57,26
2015,Drew Brees,QB,NO,56.8,ppr,drew brees,59,4
2015,C.J. Spiller,RB,NO,57.9,ppr,cj spiller,60,26
2015,Todd Gurley,RB,LAR,60.2,ppr,todd gurley,61,27
2015,Martellus Bennett,TE,CHI,60.3,ppr,martellus bennett,62,5
2015,Charles Johnson,WR,MIN,61.6,ppr,charles johnson,63,27
2015,Sammy Watkins,WR,,62.5,ppr,sammy watkins,64,28
2015,TJ Yeldon,RB,JAX,63.1,ppr,tj yeldon,65,28
2015,Ben Roethlisberger,QB,PIT,63.8,ppr,ben roethlisberger,66,5
2015,John Brown,WR,ARI,64.3,ppr,john brown,67,29
2015,Tom Brady,QB,NE,67.0,ppr,tom brady,68,6
2015,Martavis Bryant,WR,PIT,67.2,ppr,martavis bryant,69,30
2015,LeGarrette Blount,RB,NE,68.5,ppr,legarrette blount,70,29
2015,Russell Wilson,QB,SEA,68.7,ppr,russell wilson,71,7
2015,Danny Woodhead,RB,LAC,69.0,ppr,danny woodhead,72,30
2015,Vincent Jackson,WR,TB,70.1,ppr,vincent jackson,73,31
2015,Steve Smith,WR,BAL,72.1,ppr,steve smith,74,32
2015,DeSean Jackson,WR,WAS,74.0,ppr,desean jackson,75,33
2015,Giovani Bernard,RB,CIN,75.5,ppr,giovani bernard,76,31
2015,Jordan Cameron,TE,MIA,76.9,ppr,jordan cameron,77,6
2015,Shane Vereen,RB,NYG,77.9,ppr,shane vereen,78,32
2015,Matt Ryan,QB,ATL,78.2,ppr,matt ryan,79,8
2015,Ryan Mathews,RB,PHI,78.9,ppr,ryan mathews,80,33
2015,Joique Bell,RB,DET,80.5,ppr,joique bell,81,34
2015,Tony Romo,QB,DAL,80.8,ppr,tony romo,82,9
2015,Rashad Jennings,RB,NYG,81.7,ppr,rashad jennings,83,35
2015,Sam Bradford,QB,PHI,82.1,ppr,sam bradford,84,10
2015,Jason Witten,TE,DAL,83.7,ppr,jason witten,85,7
2015,Larry Fitzgerald,WR,ARI,84.1,ppr,larry fitzgerald,86,34
2015,Eddie Royal,WR,CHI,84.6,ppr,eddie royal,87,35
2015,Darren McFadden,RB,DAL,84.6,ppr,darren mcfadden,87,36
2015,Alfred Blue,RB,HOU,86.4,ppr,alfred blue,89,37
2015,Kendall Wright,WR,TEN,88.0,ppr,kendall wright,90,36
2015,Tevin Coleman,RB,ATL,88.9,ppr,tevin coleman,91,38
2015,Ryan Tannehill,QB,MIA,89.1,ppr,ryan tannehill,92,11
2015,Owen Daniels,TE,DEN,89.7,ppr,owen daniels,93,8
2015,Mike Wallace,WR,MIN,89.9,ppr,mike wallace,94,37
2015,Victor Cruz,WR,NYG,91.3,ppr,victor cruz,95,38
2015,Markus Wheaton,WR,PIT,94.1,ppr,markus wheaton,96,39
2015,Matthew Stafford,QB,DET,94.6,ppr,matthew stafford,97,12
2015,Isaiah Crowell,RB,CLE,95.4,ppr,isaiah crowell,98,39
2015,Tyler Eifert,TE,CIN,95.5,ppr,tyler eifert,99,9
2015,Devin Funchess,WR,CAR,96.1,ppr,devin funchess,100,40
2015,Devonta Freeman,RB,ATL,96.2,ppr,devonta freeman,101,40
2015,Anquan Boldin,WR,SF,97.3,ppr,anquan boldin,102,41
2015,Delanie Walker,TE,TEN,98.0,ppr,delanie walker,103,10
2015,Bishop Sankey,RB,TEN,100.2,ppr,bishop sankey,104,41
2015,Steve Johnson,WR,LAC,101.3,ppr,steve johnson,105,42
2015,Duke Johnson,RB,CLE,101.8,ppr,duke johnson,106,42
2015,Eric Decker,WR,NYJ,105.3,ppr,eric decker,107,43
2015,Eli Manning,QB,NYG,105.9,ppr,eli manning,108,13
2015,Darren Sproles,RB,PHI,106.4,ppr,darren sproles,109,43
2015,Brian Quick,WR,LAR,106.8,ppr,brian quick,110,44
2015,Tre Mason,RB,LAR,109.0,ppr,tre mason,111,44
2015,Roddy White,WR,ATL,109.0,ppr,roddy white,111,45
2015,DeVante Parker,WR,MIA,109.5,ppr,devante parker,113,46
2015,Kyle Rudolph,TE,MIN,110.5,ppr,kyle rudolph,114,11
2015,Terrance Williams,WR,DAL,112.4,ppr,terrance williams,115,47
2015,Philip Rivers,QB,LAC,113.3,ppr,philip rivers,116,14
2015,Ronnie Hillman,RB,DEN,114.0,ppr,ronnie hillman,117,45
2015,David Johnson,RB,ARI,118.0,ppr,david johnson,118,46
2015,Marques Colston,WR,NO,118.3,ppr,marques colston,119,48
2015,Cam Newton,QB,CAR,119.1,ppr,cam newton,120,15
2015,Pierre Garcon,WR,WAS,119.3,ppr,pierre garcon,121,49
2015,Knile Davis,RB,KC,121.2,ppr,knile davis,122,47
2015,Teddy Bridgewater,QB,MIN,122.5,ppr,teddy bridgewater,123,16
2015,Brandon Coleman,WR,NO,123.6,ppr,brandon coleman,124,50
2015,Matt Jones,RB,WAS,124.4,ppr,matt jones,125,48
2015,Michael Floyd,WR,ARI,126.2,ppr,michael floyd,126,51
2015,Zach Ertz,TE,PHI,126.2,ppr,zach ertz,126,12
2015,Carson Palmer,QB,ARI,128.4,ppr,carson palmer,128,17
2015,DeAngelo Williams,RB,PIT,129.1,ppr,deangelo williams,129,49
2015,Reggie Bush,RB,SF,129.5,ppr,reggie bush,130,50
2015,Ty Montgomery II,WR,NO,129.5,ppr,ty montgomery,130,52
2015,David Cobb,RB,TEN,130.4,ppr,david cobb,132,51
2015,Julius Thomas,TE,JAX,130.5,ppr,julius thomas,133,13
2015,Torrey Smith,WR,SF,130.6,ppr,torrey smith,134,53
2015,Marvin Jones Jr.,WR,CIN,133.9,ppr,marvin jones,135,54
2015,Michael Crabtree,WR,LV,135.6,ppr,michael crabtree,136,55
2015,Brandon LaFell,WR,NE,139.6,ppr,brandon lafell,137,56
2015,Tyler Lockett,WR,SEA,140.2,ppr,tyler lockett,138,57
2015,Antonio Gates,TE,LAC,140.4,ppr,antonio gates,139,14
2015,Roy Helu,RB,LV,142.7,ppr,roy helu,140,52
2015,Dwayne Allen,TE,IND,145.1,ppr,dwayne allen,141,15
2015,Breshad Perriman,WR,BAL,145.4,ppr,breshad perriman,142,58
2015,Cameron Artis-Payne,RB,CAR,145.8,ppr,cameron artispayne,143,53
2015,Joe Flacco,QB,BAL,146.0,ppr,joe flacco,144,18
2015,Dorial Green-Beckham,WR,TEN,147.0,ppr,dorial greenbeckham,145,59
2015,Colin Kaepernick,QB,SF,147.5,ppr,colin kaepernick,146,19
2015,Rueben Randle,WR,NYG,147.7,ppr,rueben randle,147,60
2015,Doug Baldwin,WR,SEA,148.4,ppr,doug baldwin,148,61
2015,Christine Michael,RB,SEA,148.8,ppr,christine michael,149,54
2015,Fred Jackson,RB,,149.9,ppr,fred jackson,150,55
2015,Charles Sims,RB,TB,150.3,ppr,charles sims,151,56
2015,Vernon Davis,TE,SF,150.3,ppr,vernon davis,151,16
2015,Jonas Gray,RB,NE,150.9,ppr,jonas gray,153,57
2015,Richard Rodgers,TE,GB,151.6,ppr,richard rodgers,154,17
2015,James Jones,WR,LV,153.9,ppr,james jones,155,62
2015,Allen Hurns,WR,JAX,153.9,ppr,allen hurns,155,62
2015,Phillip Dorsett,WR,IND,153.9,ppr,phillip dorsett,155,62
2015,Denard Robinson,RB,JAX,154.2,ppr,denard robinson,158,58
2015,Tyrod Taylor,QB,BUF,154.5,ppr,tyrod taylor,159,20
2015,Andre Williams,RB,NYG,154.8,ppr,andre williams,160,59
2015,Jay Cutler,QB,CHI,155.7,ppr,jay cutler,161,21
2015,James Starks,RB,GB,156.5,ppr,james starks,162,60
2015,Josh Hill,TE,NO,156.5,ppr,josh hill,162,18
2015,Khiry Robinson,RB,NO,156.8,ppr,khiry robinson,164,61
2015,Jordan Reed,TE,WAS,158.4,ppr,jordan reed,165,19
2015,Austin Seferian-Jenkins,TE,TB,158.8,ppr,austin seferianjenkins,166,20
2015,Percy Harvin,WR,,160.6,ppr,percy harvin,167,65
2015,Cody Latimer,WR,DEN,161.0,ppr,cody latimer,168,66
2015,Kenny Stills,WR,MIA,162.0,ppr,kenny stills,169,67
2015,Marcus Mariota,QB,TEN,162.6,ppr,marcus mariota,170,22
2015,Jeff Janis,WR,GB,163.1,ppr,jeff janis,171,68
2015,Derek Carr,QB,LV,163.2,ppr,derek carr,172,23
2016,Antonio Brown,WR,PIT,1.2,ppr,antonio brown,1,1
2016,Julio Jones,WR,ATL,2.8,ppr,julio jones,2,2
2016,Odell Beckham Jr.,WR,NYG,3.4,ppr,odell beckham,3,3
2016,David Johnson,RB,ARI,3.4,ppr,david johnson,3,1
2016,Todd Gurley,RB,LAR,6.3,ppr,todd gurley,5,2
2016,A.J. Green,WR,CIN,6.4,ppr,aj green,6,4
2016,DeAndre Hopkins,WR,HOU,6.4,ppr,deandre hopkins,6,4
2016,Ezekiel Elliott,RB,DAL,8.3,ppr,ezekiel elliott,8,3
2016,Allen Robinson II,WR,JAX,9.2,ppr,allen robinson,9,6
2016,Lamar Miller,RB,HOU,9.8,ppr,lamar miller,10,4
2016,Adrian Peterson,RB,MIN,10.7,ppr,adrian peterson,11,5
2016,LeVeon Bell,RB,PIT,12.3,ppr,leveon bell,12,6
2016,Brandon Marshall,WR,NYJ,13.0,ppr,brandon marshall,13,7
2016,Keenan Allen,WR,LAC,13.8,ppr,keenan allen,14,8
2016,Rob Gronkowski,TE,NE,14.2,ppr,rob gronkowski,15,1
2016,Mike Evans,WR,TB,15.7,ppr,mike evans,16,9
2016,Dez Bryant,WR,DAL,16.4,ppr,dez bryant,17,10
2016,Jordy Nelson,WR,GB,17.3,ppr,jordy nelson,18,11
2016,Devonta Freeman,RB,ATL,19.2,ppr,devonta freeman,19,7
2016,Jamaal Charles,RB,KC,19.4,ppr,jamaal charles,20,8
2016,Amari Cooper,WR,LV,20.1,ppr,amari cooper,21,12
2016,LeSean McCoy,RB,BUF,22.0,ppr,lesean mccoy,22,9
2016,Alshon Jeffery,WR,CHI,22.1,ppr,alshon jeffery,23,13
2016,Brandin Cooks,WR,NO,23.3,ppr,brandin cooks,24,14
2016,Eddie Lacy,RB,GB,24.0,ppr,eddie lacy,25,10
2016,Mark Ingram II,RB,NO,25.5,ppr,mark ingram,26,11
2016,Jarvis Landry,WR,MIA,26.9,ppr,jarvis landry,27,15
2016,Sammy Watkins,WR,BUF,28.3,ppr,sammy watkins,28,16
2016,T.Y. Hilton,WR,IND,29.4,ppr,ty hilton,29,17
2016,Demaryius Thomas,WR,DEN,29.7,ppr,demaryius thomas,30,18
2016,Doug Martin,RB,TB,30.8,ppr,doug martin,31,12
2016,Randall Cobb,WR,GB,31.5,ppr,randall cobb,32,19
2016,CJ Anderson,RB,DEN,33.2,ppr,cj anderson,33,13
2016,Cam Newton,QB,CAR,34.5,ppr,cam newton,34,1
2016,Jordan Reed,TE,WAS,35.1,ppr,jordan reed,35,2
2016,Julian Edelman,WR,NE,35.1,ppr,julian edelman,35,20
2016,Latavius Murray,RB,LV,35.8,ppr,latavius murray,37,14
2016,Jeremy Maclin,WR,KC,37.3,ppr,jeremy maclin,38,21
2016,Donte Moncrief,WR,IND,38.4,ppr,donte moncrief,39,22
2016,Aaron Rodgers,QB,GB,38.7,ppr,aaron rodgers,40,2
2016,Kelvin Benjamin,WR,CAR,39.2,ppr,kelvin benjamin,41,23
2016,DeMarco Murray,RB,TEN,40.3,ppr,demarco murray,42,15
2016,Thomas Rawls,RB,SEA,41.0,ppr,thomas rawls,43,16
