cfb_pid,cfb_name,cfb_team,cfb_pos,cfb_seasons,cfb_last_season,cfb_final_class,cfb_rec_ypg,cfb_rush_ypg,cfb_scrim_ypg,cfb_scrim_td,cfb_rec_pg,cfb_final_dom,cfb_final_recshare,cfb_ypc,cfb_ypr,cfb_best_dom,cfb_breakout_class,cfb_career_scrim_yds,cfb_career_scrim_td,norm_name
530273.0,Anthony Nash,Duke,WR,3.0,2016.0,,66.33333333333333,0.0,66.33333333333333,2.0,4.833333333333333,0.07347363674941651,0.13974719101123595,,13.724137931034482,0.07347363674941651,,881.0,2.0,anthony nash
4259749.0,Jeremiah Miller,Stephen F. Austin,WR,5.0,2022.0,4.0,21.571428571428573,0.0,21.571428571428573,2.0,2.5714285714285716,0.0593855120081358,0.05743628756181057,,8.38888888888889,0.11572700296735905,4.0,881.0,4.0,jeremiah miller
4874510.0,Xavier Loyd,Illinois State,,2.0,2024.0,,66.23076923076923,0.3076923076923077,66.53846153846153,5.0,4.846153846153846,0.15073398156120715,0.2699905926622766,1.0,13.666666666666666,0.15073398156120715,,881.0,5.0,xavier loyd
520781.0,Marken Michel,Massachusetts,WR,2.0,2015.0,,42.375,5.75,48.125,0.0,3.75,0.038354253835425386,0.11010068203962325,6.571428571428571,11.3,0.09954211723394915,,880.0,2.0,marken michel
5084178.0,Jamoni Jones,Vanderbilt,,3.0,2024.0,,0.0,2.5,2.5,0.0,0.0,0.0011930326890956812,0.0,2.0,,0.16706164881347363,2.0,880.0,10.0,jamoni jones
5097058.0,Zachary Palmer-Smith,Wagner,,2.0,2023.0,,1.9,63.9,65.8,3.0,0.1,0.21769393241167434,0.012483574244415242,5.605263157894737,19.0,0.21769393241167434,,880.0,5.0,zachary palmersmith
550507.0,Mario Alford,West Virginia,WR,1.0,2014.0,,72.08333333333333,1.1666666666666667,73.25,3.0,5.083333333333333,0.13318189128337088,0.2300531914893617,7.0,14.180327868852459,0.13318189128337088,,879.0,3.0,mario alford
518249.0,Andrew Buie,Charlotte,RB,2.0,2015.0,,4.0,44.0,48.0,1.0,0.4166666666666667,0.1152896569967375,0.025356576862123614,3.6923076923076925,9.6,0.1152896569967375,,879.0,3.0,andrew buie
3133371.0,De'Andre Mann,Kansas,RB,2.0,2015.0,,5.818181818181818,32.90909090909091,38.72727272727273,1.0,0.8181818181818182,0.07824167928353307,0.02530644523527086,4.891891891891892,7.111111111111111,0.07824167928353307,,878.0,1.0,deandre mann
3116195.0,Cole Herdman,Purdue,TE,4.0,2018.0,4.0,22.375,0.0,22.375,0.0,1.875,0.01589415734327828,0.047341973023009784,,11.933333333333334,0.0350091593730918,4.0,878.0,0.0,cole herdman
4039394.0,Jay Griffin IV,Northwestern State,WR,5.0,2021.0,4.0,0.0,43.0,43.0,0.0,0.0,0.06437125748502993,0.0,43.0,,0.0769371919890951,4.0,878.0,1.0,jay griffin
4876140.0,Kekoa Visperas,Eastern Washington,,3.0,2024.0,,13.555555555555555,43.0,56.55555555555556,10.0,0.8888888888888888,0.1908476944573824,0.06314699792960662,6.241935483870968,15.25,0.1908476944573824,,877.0,14.0,kekoa visperas
3126068.0,Andrew Meyer,Ohio,WR,3.0,2018.0,4.0,44.2,0.0,44.2,4.0,3.3,0.07595463531370306,0.2034054302807179,,13.393939393939394,0.07595463531370306,4.0,877.0,6.0,andrew meyer
3122430.0,Chris Lacy,Oklahoma State,WR,4.0,2017.0,,24.9,2.6,27.5,0.0,1.9,0.019547910150696617,0.05313700384122919,26.0,13.105263157894736,0.03903952956550147,,876.0,0.0,chris lacy
5231354.0,Caden High,South Carolina State,,1.0,2024.0,,78.7,8.9,87.6,0.0,5.2,0.11670663469224621,0.2919139465875371,9.88888888888889,15.134615384615385,0.11670663469224621,,876.0,0.0,caden high
4248793.0,Kendall Watson,Samford,WR,2.0,2022.0,4.0,77.9090909090909,0.09090909090909091,78.0,9.0,6.2727272727272725,0.21196273334949606,0.3008073008073008,1.0,12.420289855072463,0.21196273334949606,4.0,875.0,9.0,kendall watson
530480.0,Jela Duncan,Duke,RB,2.0,2016.0,,5.5,68.33333333333333,73.83333333333333,6.0,0.8333333333333334,0.14074766603012942,0.011587078651685394,5.256410256410256,6.6,0.14074766603012942,,875.0,10.0,jela duncan
4249624.0,Nick Muse,South Carolina,TE,4.0,2021.0,4.0,19.818181818181817,0.0,19.818181818181817,1.0,1.7272727272727273,0.07476718291325032,0.10460652591170826,,11.473684210526315,0.16546762589928057,4.0,875.0,2.0,nick muse
4876457.0,Jake Willcox,Brown,,3.0,2024.0,,17.4,37.0,54.4,4.0,0.7,0.18225155302635304,0.07764390896921017,6.851851851851852,24.857142857142858,0.18225155302635304,,875.0,5.0,jake willcox
530827.0,Trey Griffey,Arizona,WR,3.0,2016.0,,35.111111111111114,0.0,35.111111111111114,2.0,2.111111111111111,0.06959681738199067,0.178631995477671,,16.63157894736842,0.06959681738199067,,875.0,4.0,trey griffey
4037480.0,Thomas Geddis,Cincinnati,WR,4.0,2019.0,4.0,21.833333333333332,0.0,21.833333333333332,1.0,1.6666666666666667,0.025925925925925925,0.05402061855670103,,13.1,0.043941109852774635,4.0,874.0,2.0,thomas geddis
3125823.0,Reginald Bell,Eastern Michigan,QB,2.0,2015.0,,-0.6666666666666666,31.5,30.833333333333332,0.0,0.16666666666666666,0.019523005487547488,-0.0015284677111196026,7.0,-4.0,0.23534695489092883,,874.0,4.0,reginald bell
518274.0,Tommy Shuler,Marshall,WR,1.0,2014.0,,72.75,0.0,72.75,0.0,5.75,0.06315104166666667,0.24591549295774648,,12.652173913043478,0.06315104166666667,,873.0,0.0,tommy shuler
4368003.0,Andrei Iosivas,Princeton,WR,1.0,2022.0,4.0,106.375,2.75,109.125,0.0,7.375,0.13522304832713755,0.3841986455981941,5.5,14.423728813559322,0.13522304832713755,4.0,873.0,0.0,andrei iosivas
3791116.0,Deddrick Thomas,Mississippi State,WR,4.0,2019.0,4.0,31.0,0.4166666666666667,31.416666666666668,1.0,2.3333333333333335,0.05289680950473902,0.176303317535545,5.0,13.285714285714286,0.05289680950473902,4.0,873.0,2.0,deddrick thomas
4736210.0,Michael Pettway,Jacksonville State,,4.0,2024.0,,32.46153846153846,1.3076923076923077,33.76923076923077,0.0,1.8461538461538463,0.03455060601290729,0.15972747918243754,3.4,17.583333333333332,0.12781954887218044,1.0,873.0,0.0,michael pettway
534464.0,Alex Ross,Missouri,RB,3.0,2016.0,,0.75,17.75,18.5,0.0,0.25,0.0060133268324394605,0.0008508224617129892,2.9583333333333335,3.0,0.0848343136252947,,873.0,4.0,alex ross
4877615.0,Kyle Watkins,Wofford,,3.0,2024.0,,79.33333333333333,3.111111111111111,82.44444444444444,0.0,4.111111111111111,0.11579275905118602,0.38699186991869916,7.0,19.2972972972973,0.11579275905118602,,872.0,0.0,kyle watkins
