player,position,team,ppg_pred,games_pred,projected_total,vor,our_overall_rank,our_pos_rank,adp_pos_rank,adp_overall_rank,value_gap,sleeper_pts_half_ppr,age,years_exp,target_ppg,target_games
Ryan Miller,WR,TB,2.319025621341971,11.904296897285946,27.60636950886784,-105.22750137329346,450.0,141.0,137.0,341.0,-4.0,,25.530458590006845,1,0.8666666666666667,12.0
Dante Pettis,WR,NO,2.5935743508573914,10.621926299840558,27.54875560796403,-105.28511527419728,451.0,142.0,,,,,29.859000684462696,7,2.171428571428572,7.0
Chimere Dike,WR,TEN,2.208252091071055,12.406692881315823,27.39710549844204,-105.43676538371926,452.0,143.0,670.0,1662.0,527.0,53.5,23.71526351813826,0,6.123529411764705,17.0
British Brooks,RB,HOU,1.942579831112063,2.8715693486846803,5.578252700394463,-105.72188684570635,453.0,142.0,106.0,382.0,-36.0,3.9,25.78781656399726,1,0.6000000000000001,13.0
Adam Prentice,RB,DEN,0.40880365900547044,13.614156888668127,5.565517150362061,-105.73462239573875,454.0,143.0,,,,,28.62422997946612,4,0.668421052631579,19.0
Josh Reynolds,WR,NYJ,2.497675019998163,10.841059374879862,27.077443190954334,-105.75642769120697,455.0,144.0,457.0,1094.0,313.0,88.5,30.54072553045859,8,3.5200000000000005,5.0
Bam Knight,RB,ARI,1.4697420996390713,3.686915695819417,5.418815215965878,-105.88132433013493,456.0,144.0,,,,,24.39151266255989,3,6.825,12.0
Avery Williams,RB,NYJ,0.9556798822195027,5.583021006772157,5.335580858181024,-105.96455868791979,457.0,145.0,280.0,1154.0,135.0,-0.3,27.132101300479125,4,,1.0
Travis Homer,RB,CHI,0.9377734660461385,5.624771106489789,5.274761096249104,-106.0253784498517,458.0,146.0,415.0,1749.0,269.0,4.7,27.069130732375086,6,,2.0
Gary Brightwell,RB,CIN,1.1420690268463307,4.563841287659285,5.212221778078145,-106.08791776802266,459.0,147.0,170.0,659.0,23.0,,27.50718685831622,4,,2.0
Myles Gaskin,RB,SEA,1.61606357322768,3.1908355582295282,5.156593113814351,-106.14354643228646,460.0,148.0,,,,,28.542094455852155,6,,1.0
Zay Jones,WR,ARI,2.3811357947367084,11.152238280436148,26.55499376097947,-106.27887712118184,461.0,145.0,441.0,1064.0,296.0,25.5,30.42573579739904,8,3.0375,8.0
Tory Horton,WR,SEA,2.303830077102946,11.483901133129368,26.45695683298004,-106.37691404918127,462.0,146.0,77.0,191.0,-69.0,92.0,22.757015742642025,0,7.325,8.0
Malik Davis,RB,DAL,1.3721450099220407,3.2722767289422556,4.490038184702134,-106.81010136139868,463.0,149.0,219.0,961.0,70.0,4.8,26.765229295003422,3,3.96,10.0
Arian Smith,WR,NYJ,2.1367016763479074,12.143912773689223,25.947918780964528,-106.88595210119678,464.0,147.0,560.0,1392.0,413.0,38.2,23.89048596851472,0,0.625,16.0
Tylan Wallace,WR,BAL,1.688962967873795,15.282781090162578,25.8120513074065,-107.0218195747548,465.0,148.0,411.0,983.0,263.0,17.9,26.305270362765228,4,0.8928571428571429,14.0
Jaylin Lane,WR,WAS,2.079646415507873,12.348666078889053,25.68085914726528,-107.15301173489603,466.0,149.0,583.0,1445.0,434.0,57.1,23.33744010951403,0,2.8800000000000003,15.0
Kevin Austin Jr.,WR,NO,2.56966573402561,9.905478972734748,25.453769895347683,-107.38010098681363,467.0,150.0,,,,,25.423682409308693,1,3.3125,8.0
Jakob Johnson,RB,HOU,0.791494585867401,4.583432716712798,3.6277621799656923,-107.67237736613512,468.0,150.0,,,,,30.713210130047912,6,0.0,7.0
Brittain Brown,RB,CHI,0.9320166966754622,3.3718450208899657,3.1426158580714705,-108.15752368802934,469.0,151.0,419.0,1759.0,268.0,,27.89322381930185,3,,2.0
Devin Duvernay,WR,CHI,2.0095599444165706,11.59447967417011,23.299801929564342,-109.53406895259697,470.0,151.0,565.0,1398.0,414.0,1.7,27.969883641341543,5,0.5142857142857143,7.0
Malachi Corley,WR,CLE,2.273566509560589,10.001829478543783,22.739824536752995,-110.09404634540832,471.0,152.0,698.0,1722.0,546.0,4.6,23.449691991786448,1,2.007692307692308,13.0
Mason Tipton,WR,NO,1.9547185313731923,11.598748890748833,22.672289397491003,-110.16158148467031,472.0,153.0,695.0,1717.0,542.0,,24.928131416837783,1,1.1461538461538463,13.0
Tim Jones,WR,JAX,1.7039315347422557,13.2082899739341,22.50602180660628,-110.32784907555502,473.0,154.0,,,,,27.299110198494184,3,0.5,4.0
Daniel Jones,QB,IND,11.727217209559042,9.728784479608597,114.09156877735685,-110.38367762047267,474.0,31.0,37.0,273.0,6.0,172.64,28.265571526351813,6,17.41846153846154,13.0
Tyquan Thornton,WR,KC,2.3230273472786354,9.283305092515688,21.565371603044966,-111.26849927911634,475.0,155.0,595.0,1472.0,440.0,24.4,25.06776180698152,3,5.092857142857143,14.0
KeAndre Lambert-Smith,WR,LAC,2.028139439223941,10.525639557219947,21.347464709053394,-111.48640617310791,476.0,156.0,644.0,1602.0,488.0,25.3,23.87679671457905,0,1.36,10.0
Mecole Hardman,WR,BUF,1.8817505174519042,11.137368773825585,20.957749453198975,-111.87612142896234,477.0,157.0,511.0,1255.0,354.0,,27.47433264887064,6,,2.0
Ryan Flournoy,WR,DAL,1.8255685640211263,11.05750085220086,20.186225952414706,-112.6476449297466,478.0,158.0,116.0,290.0,-42.0,12.2,25.848049281314168,1,6.266666666666667,15.0
Malik Heath,WR,GB,1.8055417358410168,10.994301175118192,19.85066962808183,-112.98320125407948,479.0,159.0,458.0,1098.0,299.0,5.9,25.42094455852156,2,1.0545454545454545,11.0
Jimmy Horn Jr.,WR,CAR,1.8750721476457715,10.251680516097384,19.222640602297034,-113.61123027986427,480.0,160.0,526.0,1304.0,366.0,26.8,22.97056810403833,0,1.657142857142857,14.0
Jordan Watkins,WR,SF,1.579153948106041,12.100027341513746,19.107805948542477,-113.72606493361883,481.0,161.0,683.0,1687.0,522.0,2.5,23.54277891854894,0,0.9000000000000001,4.0
DJ Turner,WR,LV,1.5445388864202538,12.329265793106261,19.043030458463672,-113.79084042369763,482.0,162.0,,,,,28.618754277891856,3,,1.0
Scott Miller,WR,PIT,1.6449487949743995,11.298717745553123,18.585812140303474,-114.24805874185783,483.0,163.0,,,,,28.087611225188223,6,0.7642857142857142,14.0
Parris Campbell,WR,DAL,1.853800985979654,10.012237131333128,18.560695065927455,-114.27317581623385,484.0,164.0,,,,,28.128678986995208,6,,1.0
LaJohntay Wester,WR,BAL,1.6974456110587863,9.633982948031655,16.35316207215152,-116.48070881000979,485.0,165.0,691.0,1704.0,526.0,3.4,23.42778918548939,0,0.0,14.0
Jalen Brooks,WR,ARI,1.3453406759406414,11.897384958707502,16.006035922273572,-116.82783495988774,486.0,166.0,510.0,1254.0,344.0,8.1,25.319644079397676,2,1.1,6.0
Kalif Raymond,WR,DET,1.510564900190921,10.592182405523,16.000178958202877,-116.83369192395843,487.0,167.0,408.0,973.0,241.0,27.8,31.066392881587955,9,3.6533333333333338,15.0
Hunter Renfrow,WR,CAR,2.3242407332637525,6.856916744300021,15.937125201700383,-116.89674568046092,488.0,168.0,546.0,1359.0,378.0,31.3,29.697467488021903,6,4.733333333333333,6.0
Gage Larvadain,WR,CLE,2.4433059692085637,6.1991204090089225,15.146347899174133,-117.68752298298718,489.0,169.0,713.0,1761.0,544.0,,22.6611909650924,0,0.8384615384615385,13.0
Konata Mumpfield,WR,LA,1.9797104872655558,7.592737515796259,15.031422087076477,-117.80244879508483,490.0,170.0,653.0,1619.0,483.0,16.4,22.855578370978783,0,1.01,20.0
Bryce Oliver,WR,TEN,1.7483689555933397,8.56755333851087,14.97924428244248,-117.85462659971883,491.0,171.0,739.0,1832.0,568.0,,25.286789869952088,1,0.4333333333333333,3.0
Jamari Thrash,WR,CLE,1.5265844547638308,9.774256099740466,14.921227418744346,-117.91264346341696,492.0,172.0,606.0,1496.0,434.0,53.0,24.700889801505816,1,1.7444444444444445,9.0
Ben Skowronek,WR,PIT,1.6496629924337842,8.77872604474419,14.481939476729098,-118.35193140543221,493.0,173.0,731.0,1811.0,558.0,,28.18069815195072,4,0.8764705882352941,17.0
Skyy Moore,WR,SF,1.5574229762635436,9.180147665761929,14.297372900149766,-118.53649798201154,494.0,174.0,385.0,935.0,211.0,3.1,24.974674880219027,3,0.76875,16.0
Simi Fehoko,WR,ARI,1.28525866738897,10.781934925649352,13.857575314414682,-118.97629556774663,495.0,175.0,329.0,806.0,154.0,,27.822039698836413,3,0.0,5.0
Tyrell Shavers,WR,BUF,2.5584235759113976,5.085910339607508,13.01191291782339,-119.82195796433791,496.0,176.0,567.0,1403.0,391.0,5.0,26.03969883641341,1,2.111111111111111,18.0
Cody White,WR,SEA,1.7656037363571326,7.053741823652097,12.454112919138717,-120.37975796302258,497.0,177.0,226.0,558.0,49.0,,26.75975359342916,4,1.8333333333333333,9.0
Tahj Washington,WR,MIA,1.7127397587797542,7.003120915580755,11.994523627657234,-120.83934725450408,498.0,178.0,387.0,937.0,209.0,4.1,24.295687885010267,0,0.5333333333333333,6.0
Dee Eskridge,WR,MIA,1.40018141242584,8.525968657260394,11.937902836821301,-120.89596804534,499.0,179.0,639.0,1586.0,460.0,0.5,28.4435318275154,4,0.7454545454545454,11.0
Devontez Walker,WR,BAL,1.2652503476651549,9.379906047631856,11.867929387832694,-120.96594149432862,500.0,180.0,580.0,1428.0,400.0,20.6,24.20260095824777,1,3.46,10.0
Beaux Collins,WR,NYG,1.873653320754888,6.166919212432294,11.554668661200886,-121.27920222096043,501.0,181.0,659.0,1636.0,478.0,3.2,22.71047227926078,0,0.4375,8.0
Xavier Restrepo,WR,TEN,1.9700138416300552,5.848371767096998,11.521373332179511,-121.3124975499818,502.0,182.0,122.0,302.0,-60.0,12.2,23.38945927446954,0,,2.0
Trent Sherfield,WR,ARI,0.816566533249711,13.991012462172725,11.424592542889885,-121.40927833927142,503.0,183.0,,,,,29.51403148528405,7,0.3,12.0
Laquon Treadwell,WR,IND,1.3318209876777725,8.297686938244029,11.051033613533114,-121.78283726862819,504.0,184.0,734.0,1820.0,550.0,,30.217659137577,9,0.0,7.0
Alex Bachman,WR,LV,1.487440421935279,7.209799286003927,10.724146892042354,-122.10972399011895,505.0,185.0,543.0,1350.0,358.0,7.9,29.259411362080765,4,0.2,11.0
Charlie Jones,WR,CIN,1.3157986873916396,8.109138705526151,10.66999406460805,-122.16387681755326,506.0,186.0,544.0,1353.0,358.0,3.6,26.84188911704312,2,1.2,5.0
Jahdae Walker,WR,CHI,1.8200375540562987,5.797061528940014,10.55086968584585,-122.28300119631545,507.0,187.0,417.0,998.0,230.0,1.3,23.159479808350444,0,3.3857142857142857,7.0
Braxton Berrios,WR,HOU,1.2284436296332042,8.419425534161874,10.342789662612292,-122.49108121954902,508.0,188.0,397.0,956.0,209.0,3.4,29.905544147843944,6,1.6750000000000005,4.0
Tez Johnson,WR,TB,1.3940464005718334,7.372752632288213,10.277959269347893,-122.55591161281342,509.0,189.0,666.0,1655.0,477.0,5.4,23.290896646132783,0,4.9,16.0
Dominic Lovett,WR,DET,1.3229937657908528,7.715194850140556,10.207154688597647,-122.62671619356365,510.0,190.0,643.0,1597.0,453.0,,22.8145106091718,0,0.0,7.0
Nikko Remigio,WR,KC,1.5339262666684972,6.602146635114638,10.127206139999377,-122.70666474216193,511.0,191.0,624.0,1550.0,433.0,1.8,25.82614647501711,1,0.4111111111111111,9.0
Quentin Skinner,WR,NYJ,1.7538126305452852,5.712408713140473,10.0184945519427,-122.81537633021861,512.0,192.0,,,,,23.68788501026694,0,,1.0
Dalevon Campbell,WR,CAR,1.6365113683893941,5.6844657724737875,9.302692859873753,-123.53117802228755,513.0,193.0,,,,,23.73990417522245,0,,1.0
Jalen Milroe,QB,SEA,10.930085130150058,9.23468288032812,100.93587003192569,-123.53937636590383,514.0,32.0,39.0,289.0,7.0,21.7,22.718685831622174,0,-0.5333333333333333,3.0
Theo Wease Jr.,WR,MIA,1.6956915361244107,5.469080334548093,9.273873233677662,-123.55999764848364,515.0,194.0,678.0,1677.0,484.0,7.4,24.186173853524984,0,7.633333333333333,3.0
Ronnie Bell,WR,NO,1.2195584360954559,7.586927226459354,9.252701103070804,-123.5811697790905,516.0,195.0,356.0,873.0,161.0,,25.593429158110883,2,,2.0
Anthony Gould,WR,IND,1.227852523614339,7.266077807040176,8.921671972152422,-123.91219891000888,517.0,196.0,581.0,1429.0,385.0,4.4,24.40520191649555,1,0.2666666666666666,6.0
Isaiah Hodgins,WR,NYG,1.0395065092311997,8.226835142841148,8.55184868135536,-124.28202220080595,518.0,197.0,,,,,26.863791923340177,3,3.2142857142857144,7.0
Xavier Smith,WR,LA,0.9572524459767182,8.895858072875429,8.51558189932174,-124.31828898283956,519.0,198.0,215.0,539.0,17.0,1.7,27.94524298425736,1,2.311764705882353,17.0
Chris Moore,WR,WAS,1.1233881537612138,7.449617310634147,8.368811836820873,-124.46505904534044,520.0,199.0,,,,,32.21081451060917,9,2.3642857142857143,14.0
Isaiah Williams,WR,NYJ,1.1561859946021888,7.168275265545346,8.287859467476816,-124.54601141468449,521.0,200.0,92.0,228.0,-108.0,1.9,24.588637919233403,1,4.336363636363637,11.0
Xavier Weaver,WR,ARI,1.310106302463864,6.303940743022619,8.258832497792667,-124.57503838436864,522.0,201.0,217.0,546.0,16.0,,24.8870636550308,1,1.1333333333333335,9.0
Jared Wayne,WR,HOU,1.7506248357879826,4.528678588880427,7.928017210995351,-124.90585367116596,523.0,202.0,406.0,968.0,204.0,,24.90075290896646,0,,1.0
Dareke Young,WR,SEA,1.0804874840161558,7.135113473089072,7.709400804707787,-125.12447007745352,524.0,203.0,,,,,26.245037645448324,3,0.5272727272727272,11.0
Darius Cooper,WR,PHI,1.3311885536533428,5.647273959213453,7.517586453849543,-125.31628442831176,525.0,204.0,504.0,1238.0,300.0,,23.77549623545517,0,0.9785714285714288,14.0
Mason Kinsey,WR,TEN,1.0355773716677397,6.997980138924036,7.246949879249997,-125.58692100291131,526.0,205.0,,,,,27.00889801505818,4,0.5800000000000001,10.0
Deven Thompkins,WR,ATL,0.9215016823921074,7.789489004683321,7.178027222790503,-125.6558436593708,527.0,206.0,,,,,25.69199178644764,3,1.175,4.0
Jamal Agnew,WR,ATL,1.0179089649724173,7.00691447815476,7.132401064108758,-125.70146981805254,528.0,207.0,312.0,772.0,105.0,,30.414784394250518,8,,1.0
Samori Toure,WR,NO,1.3999351026838962,5.006207967445134,7.008366264962242,-125.82550461719906,529.0,208.0,173.0,430.0,-35.0,,27.44147843942505,3,,1.0
Ke'Shawn Williams,WR,CIN,1.224079369661197,5.712408713140473,6.992441656828119,-125.84142922533319,530.0,209.0,,,,,23.679671457905545,0,0.2857142857142857,7.0
Efton Chism III,WR,NE,1.2422964431634842,5.626401479853777,6.989658546232111,-125.8442123359292,531.0,210.0,554.0,1379.0,344.0,3.6,23.849418206707732,0,1.5,10.0
Ashton Dulin,WR,IND,0.5495462964689439,12.495999994124485,6.867130517447056,-125.96674036471425,532.0,211.0,,,,,28.2984257357974,6,1.4583333333333333,12.0
Jalen Cropper,WR,DAL,1.28309726830337,5.26021366462158,6.749365783768009,-126.0845050983933,533.0,212.0,132.0,328.0,-80.0,,24.331279945242983,0,,2.0
Myles Price,WR,MIN,1.1505533184650463,5.761141447565851,6.628500410643411,-126.2053704715179,534.0,213.0,262.0,645.0,49.0,,23.709787816564,0,0.0,5.0
Jakobie Keeney-James,WR,GB,1.3715674230838824,4.528678588880427,6.21138802212588,-126.62248286003543,535.0,214.0,462.0,1108.0,248.0,,24.930869267624917,0,,1.0
Steven Sims,WR,ARI,0.9406447533076578,6.438790341937806,6.056614352791818,-126.7772565293695,536.0,215.0,,,,,28.421629021218344,6,0.0,3.0
Kameron Johnson,WR,TB,1.2562507041455633,4.783689511693827,6.009513317479116,-126.82435756468219,537.0,216.0,743.0,1839.0,527.0,3.2,23.460643394934976,1,1.1214285714285714,14.0
Casey Washington,WR,ATL,0.9308560420764982,6.139468878471737,5.714961700666039,-127.11890918149527,538.0,217.0,250.0,622.0,33.0,24.0,24.490075290896645,1,1.7714285714285718,7.0
Dalen Cambre,WR,NYG,1.0881314293234943,5.1676263799216535,5.623056678993943,-127.21081420316736,539.0,218.0,,,,,24.39425051334702,0,0.0,5.0
River Cracraft,WR,WAS,0.6919858552894729,7.878453559597455,5.451778424796437,-127.38209245736488,540.0,219.0,287.0,704.0,68.0,,30.833675564681723,7,,1.0
Kaden Davis,WR,CLE,1.1480086574862707,4.581450236127874,5.259544534917318,-127.57432634724398,541.0,220.0,346.0,855.0,126.0,,26.93497604380561,1,,1.0
Coleman Owen,WR,IND,1.0191035094603023,5.132541927657668,5.230591490928074,-127.60327939123323,542.0,221.0,275.0,680.0,54.0,,24.4435318275154,0,,1.0
Jason Brownlee,WR,KC,1.3216104005714073,3.812160519527394,5.038190991255103,-127.7956798909062,543.0,222.0,476.0,1155.0,254.0,1.9,26.587268993839835,2,0.0,4.0
Andre Baccellia,WR,ARI,0.9654144152899944,4.924238351666261,4.753930689022449,-128.07994019313887,544.0,223.0,93.0,230.0,-130.0,4.8,28.648870636550303,3,0.45,4.0
Shedrick Jackson,WR,LV,1.2447277345955685,3.768733183141217,4.691046717346513,-128.14282416481478,545.0,224.0,161.0,396.0,-63.0,,25.867214236824093,2,2.78,5.0
James Proche,WR,TEN,0.5355824284578752,8.103261612217015,4.339964532700666,-128.49390634946064,546.0,225.0,,,,,28.947296372347708,5,1.0555555555555556,9.0
DeAndre Carter,WR,CLE,0.5185167226703822,8.026435824360135,4.161841198371365,-128.67202968378993,547.0,226.0,167.0,419.0,-59.0,7.6,32.394250513347025,7,0.0,4.0
Dylan Drummond,WR,ATL,0.9148534143270979,4.4762242911680294,4.095089076068965,-128.73878180609233,548.0,227.0,155.0,383.0,-72.0,,25.623545516769337,0,0.9625,8.0
Robbie Chosen,WR,WAS,0.6332053484757871,6.315955595295096,3.999296863676429,-128.8345740184849,549.0,228.0,460.0,1102.0,232.0,,32.31485284052019,9,2.6,3.0
Tom Kennedy,WR,DET,0.603023011234372,6.370183252267259,3.8413670868969674,-128.99250379526433,550.0,229.0,,,,,29.09240246406571,4,1.4,4.0
Chris Blair,WR,ATL,0.6519477783408947,5.6887338917472965,3.7087574222972015,-129.1251134598641,551.0,230.0,263.0,647.0,33.0,,27.904175222450377,1,,2.0
KhaDarel Hodge,WR,ATL,0.2667005519974035,12.845540279407434,3.4259126832228435,-129.40795819893847,552.0,231.0,592.0,1462.0,361.0,27.8,31.66050650239562,7,0.4599999999999999,10.0
Jeshaun Jones,WR,MIN,0.7425700731012101,4.46753609690851,3.317458606063647,-129.51641227609767,553.0,232.0,266.0,666.0,34.0,,25.69472963723477,0,,1.0
Mitchell Tinsley,WR,CIN,0.6382538003852529,4.493943465544475,2.868276495600235,-129.96559438656107,554.0,233.0,,,,,25.96303901437372,0,1.623529411764706,17.0
Michael Bandy,WR,DEN,0.5652504336492177,4.975716116955429,2.8125256928244577,-130.02134518933684,555.0,234.0,,,,,27.73990417522245,4,3.25,4.0
Gunner Olszewski,WR,NYG,0.556778377431101,4.940157866414467,2.750573081115737,-130.08329780104557,556.0,235.0,407.0,969.0,172.0,6.2,28.76386036960985,6,3.082,10.0
Britain Covey,WR,PHI,0.391901623106901,6.935368608521997,2.71798221452442,-130.11588866763688,557.0,236.0,561.0,1394.0,325.0,,28.45722108145106,3,1.0,3.0
Brycen Tremayne,WR,CAR,0.5567935550902812,4.802623497570877,2.674069810972609,-130.1598010711887,558.0,237.0,237.0,582.0,0.0,83.2,25.78781656399726,1,1.3529411764705883,17.0
David Sills,WR,ATL,0.5034494992802161,5.233376288783806,2.6347406721331623,-130.19913021002816,559.0,238.0,495.0,1211.0,257.0,,30.261464750171115,4,2.3588235294117648,17.0
Malik Cunningham,WR,DET,0.48663046496704876,3.7983769859177396,1.8484059587772868,-130.98546492338403,560.0,239.0,421.0,1007.0,182.0,,26.90485968514716,2,,1.0
Jameis Winston,QB,NYG,10.493670267087724,8.859190584626443,92.96542482835802,-131.5098215694715,561.0,33.0,255.0,1560.0,222.0,29.6,31.652292950034223,10,14.26,3.0
Malik Turner,WR,SF,0.14454062216073904,5.796669549358105,0.8378542231244314,-131.99601665903688,562.0,240.0,,,,,29.587953456536617,7,0.0,4.0
Mac Jones,QB,SF,9.94380885400528,8.183728163348675,81.37742856947892,-143.0978178283506,563.0,34.0,218.0,1347.0,184.0,12.14,26.989733059548254,4,10.836666666666666,12.0
Dak Prescott,QB,DAL,13.843493033948638,5.441868020672189,75.33446203584332,-149.14078436198622,564.0,35.0,11.0,109.0,-24.0,286.7,32.09308692676249,9,18.45764705882353,17.0
Tyler Shough,QB,NO,10.77514778898665,6.014455133794349,64.80664293686358,-159.66860346096593,565.0,36.0,38.0,283.0,2.0,107.0,25.927446954141,0,14.36,11.0
Joe Flacco,QB,CIN,9.77877533083881,6.556468190440707,64.11422939811096,-160.36101699971857,566.0,37.0,41.0,295.0,4.0,145.78,40.62422997946612,14,11.281538461538462,13.0
Dillon Gabriel,QB,CLE,10.778065113404143,5.893477907108572,63.520288627224964,-160.95495777060455,567.0,38.0,252.0,1532.0,214.0,173.2,24.67624914442163,0,7.008,10.0
Shedeur Sanders,QB,CLE,9.883104730516317,5.279294689798011,52.1758223225324,-172.2994240752971,568.0,39.0,28.0,198.0,-11.0,35.4,23.564681724846,0,10.6125,8.0
Mitchell Trubisky,QB,BUF,6.765645852957757,7.667728674830036,51.87713671046911,-172.59810968736042,569.0,40.0,251.0,1528.0,211.0,12.0,31.033538672142367,8,7.779999999999999,4.0
Gardner Minshew,QB,KC,9.189476691552859,5.537669529291062,50.8882850649427,-173.58696133288683,570.0,41.0,211.0,1327.0,170.0,10.9,29.295003422313485,6,-0.08,4.0
Drew Lock,QB,SEA,8.926428515900513,5.5814887699178835,49.822760516973474,-174.65248588085603,571.0,42.0,154.0,945.0,112.0,11.8,28.80766598220397,6,0.0166666666666666,6.0
Mason Rudolph,QB,PIT,8.648694583522623,5.647969144626163,48.8475601490312,-175.6276862487983,572.0,43.0,273.0,1641.0,230.0,12.1,30.127310061601644,6,2.5,6.0
Brady Cook,QB,NYJ,11.029300121102894,4.425742719087844,48.81284470760581,-175.6624016902237,573.0,44.0,257.0,1563.0,213.0,23.96,23.887748117727583,0,5.692,5.0
Aidan O'Connell,QB,LV,9.581395561186262,4.862143586463946,46.58612097719591,-177.8891254206336,574.0,45.0,248.0,1502.0,203.0,,27.000684462696785,2,,1.0
Riley Leonard,QB,IND,9.589813826262585,4.791140921863363,45.946149456057746,-178.52909694177177,575.0,46.0,162.0,997.0,116.0,28.12,22.9678302532512,0,6.2,5.0
Carson Wentz,QB,MIN,10.3168909133731,4.338536501520961,44.76020780987913,-179.7150385879504,576.0,47.0,234.0,1435.0,187.0,,32.67077344284736,9,14.068,5.0
Kenny Pickett,QB,LV,8.908156299671514,4.759779464342764,42.400859420332104,-182.07438697749743,577.0,48.0,272.0,1639.0,224.0,34.22,27.23887748117728,3,1.2866666666666668,6.0
Cooper Rush,QB,BAL,7.124012734581816,5.940346703269707,42.3191055619245,-182.15614083590503,578.0,49.0,285.0,1728.0,236.0,12.08,31.7782340862423,8,0.43,4.0
Michael Penix Jr.,QB,ATL,8.69737509705488,4.7739370057270065,41.52072082851881,-182.9545255693107,579.0,50.0,22.0,166.0,-28.0,253.04,25.31690622861054,1,13.364444444444445,9.0
Max Brosmer,QB,MIN,11.40253570332894,3.4834710889846203,39.72040346366128,-184.75484293416824,580.0,51.0,187.0,1190.0,136.0,28.48,24.42984257357974,0,0.602857142857143,7.0
Joshua Dobbs,QB,NE,9.679668760936558,4.101569701932351,39.70183611459844,-184.77341028323107,581.0,52.0,233.0,1434.0,181.0,13.8,30.598220396988363,7,0.525,4.0
Marcus Mariota,QB,WAS,8.139005242066705,4.609084277689851,37.51336109724493,-186.96188530058458,582.0,53.0,200.0,1287.0,147.0,14.1,31.838466803559207,10,11.409090909090908,11.0
Jimmy Garoppolo,QB,LA,9.66928996604122,3.8468334800879234,37.196148370045584,-187.27909802778393,583.0,54.0,222.0,1372.0,168.0,16.48,33.831622176591374,11,-0.3333333333333333,3.0
Jacoby Brissett,QB,ARI,8.07611065863211,4.603358696966097,37.177234238074725,-187.2980121597548,584.0,55.0,165.0,1016.0,110.0,199.3,32.72279260780287,9,16.245714285714286,14.0
Kedon Slovis,QB,ARI,10.649056870798603,3.4834710889846203,37.095681734379966,-187.37956466344957,585.0,56.0,91.0,633.0,35.0,,24.39151266255989,0,,2.0
Andy Dalton,QB,CAR,6.761884989798016,5.227069072908579,35.34483990473795,-189.13040649309158,586.0,57.0,298.0,1790.0,241.0,12.08,37.84257357973991,14,2.38,4.0
Joe Milton III,QB,DAL,13.102950147531452,2.645081531181768,34.65837143923087,-189.81687495859865,587.0,58.0,253.0,1546.0,195.0,13.7,25.489390828199863,1,2.58,4.0
Spencer Rattler,QB,NO,8.7783013024115,3.9029689028124768,34.26143700283035,-190.21380939499917,588.0,59.0,282.0,1691.0,223.0,144.92,24.92539356605065,1,10.96,9.0
Tyler Huntley,QB,BAL,5.492653140414522,5.477871878398115,30.0880501756718,-194.3871962221577,589.0,60.0,127.0,792.0,67.0,35.54,27.575633127994525,5,8.028,5.0
Adrian Martinez,QB,SF,10.566793655307585,2.780940144068669,29.385620670134973,-195.08962572769454,590.0,61.0,160.0,988.0,99.0,,25.650924024640656,0,,1.0
Trey Lance,QB,LAC,6.013447908315024,4.1510104561158,24.96188514472335,-199.51336125310618,591.0,62.0,197.0,1269.0,135.0,13.5,25.31416837782341,4,3.385,4.0
Philip Rivers,QB,IND,7.970526135538514,2.8368791005738796,22.6114190144871,-201.86382738334243,592.0,63.0,247.0,1501.0,184.0,,43.73169062286105,14,10.553333333333333,3.0
Tyrod Taylor,QB,NYJ,8.224796773563414,2.627325436019195,21.609217769271762,-202.86602862855776,593.0,64.0,260.0,1580.0,196.0,23.54,36.07939767282683,14,9.91,6.0
Josh Johnson,QB,WAS,6.647663087707727,3.2008426478633645,21.27812351976195,-203.19712287806757,594.0,65.0,145.0,881.0,80.0,,39.29911019849418,14,4.876,5.0
Zach Wilson,QB,MIA,4.371608792398865,4.608923826928851,20.148411925298788,-204.32683447253072,595.0,66.0,210.0,1322.0,144.0,12.4,26.0807665982204,4,0.345,4.0
Brandon Allen,QB,TEN,7.4170803050827905,1.9658718240866566,14.581029188750321,-209.89421720907922,596.0,67.0,299.0,1796.0,232.0,11.6,32.988364134154686,6,,1.0
Shane Buechele,QB,KC,4.8225278515836525,2.9486054784088847,14.219732042958986,-210.25551435487054,597.0,68.0,,,,,27.64681724845996,0,,1.0
Nick Mullens,QB,JAX,4.188842209671801,3.175431940811608,13.301383347611711,-211.17386305021782,598.0,69.0,213.0,1334.0,144.0,12.76,30.45037645448323,7,-0.008,5.0
Tanner McKee,QB,PHI,7.987023379269942,1.4082699611814018,11.24788510427943,-213.2273612935501,599.0,70.0,238.0,1452.0,168.0,12.9,25.347022587268995,1,3.4400000000000004,4.0
Malik Willis,QB,GB,2.7424564982929596,4.023453502453175,11.034146203382278,-213.44110019444724,600.0,71.0,216.0,1340.0,145.0,14.54,26.272416153319643,3,12.794999999999998,4.0
Quinn Ewers,QB,MIA,3.6823990966532794,2.792168144223238,10.281877451991715,-214.19336894583782,601.0,72.0,239.0,1453.0,167.0,12.4,22.466803559206024,0,8.17,4.0
Davis Mills,QB,HOU,3.026823289182179,3.150682834943444,9.536560181633346,-214.93868621619617,602.0,73.0,296.0,1783.0,223.0,11.66,26.863791923340177,4,11.433333333333332,6.0
Jake Browning,QB,CIN,4.1642569154721905,2.2577306097691263,9.40177030500433,-215.0734760928252,603.0,74.0,267.0,1618.0,193.0,13.06,29.39082819986311,2,9.748,5.0
