player,position,team,ppg_pred,games_pred,projected_total,vor,our_overall_rank,our_pos_rank,blend_rank,blend_pos_rank,adp_pos_rank,adp_overall_rank,value_gap,sleeper_pts_half_ppr,age,years_exp,target_ppg,target_games
Austin Hooper,TE,ATL,3.084095868742571,16.276941985798413,50.19964953416338,-60.26511605707028,194.0,38.0,,,,,,,31.84120465434634,10.0,,0.0
Calvin Austin III,WR,NYG,3.973165370761693,14.96749407227622,59.4683291350488,-60.71137230704493,195.0,75.0,,,,,,,27.44147843942505,3.0,,0.0
Isaiah Likely,TE,NYG,3.406661255024458,14.601795156029345,49.743369811848986,-60.72139577938467,196.0,39.0,134.0,21.0,21.0,122.0,-18.0,121.7,26.3709787816564,4.0,,0.0
Isiah Pacheco,RB,DET,4.697141872230074,11.451062910193082,53.78726707700869,-60.93690246902331,197.0,60.0,,,60.0,183.0,0.0,48.6,27.50171115674196,4.0,,0.0
Michael Mayer,TE,LV,3.227022338826666,15.295246608360024,49.3581024830406,-61.10666310819306,198.0,40.0,,,,,,,25.155373032169745,3.0,,0.0
Emanuel Wilson,RB,SEA,4.016196659648524,13.29953112094654,53.41353246283708,-61.31063708319492,199.0,61.0,,,63.0,190.0,2.0,51.0,27.318275154004105,3.0,,0.0
Andrei Iosivas,WR,CIN,3.7234666405652543,15.388034284938675,57.29683232384356,-62.88286911825017,200.0,76.0,,,,,,,26.88021902806297,3.0,,0.0
Audric Estimé,RB,NO,5.447186078090205,9.494697621435018,51.71938469915701,-63.00478484687499,201.0,62.0,,,75.0,225.0,13.0,21.1,22.98699520876112,2.0,,0.0
Jarquez Hunter,RB,LA,4.51356051433209,11.404269207899357,51.47385919158784,-63.25031035444416,202.0,63.0,,,76.0,230.0,13.0,8.6,23.67419575633128,0.0,,0.0
Jalen McMillan,WR,TB,4.885222182588398,11.638571496455592,56.85700764812591,-63.32269379396782,203.0,77.0,,,68.0,182.0,-9.0,98.4,24.733744010951405,2.0,,0.0
Jahan Dotson,WR,ATL,3.580647687049658,15.643807137278955,56.014961842748825,-64.1647395993449,204.0,78.0,,,,,,,26.444900752908968,4.0,,0.0
Tommy Tremble,TE,CAR,2.8520494598729362,16.17492186304122,46.13167716297366,-64.33308842826,205.0,41.0,,,,,,,26.24777549623545,5.0,,0.0
Jaylin Noel,WR,HOU,3.4900708180106017,15.724503222404786,54.879629824228616,-65.30007161786511,206.0,79.0,,,81.0,213.0,2.0,67.4,23.991786447638603,1.0,,0.0
Elijah Arroyo,TE,SEA,3.0784618425673425,14.668013202107543,45.15491894896209,-65.30984664227157,207.0,42.0,,,,,,,23.408624229979463,1.0,,0.0
Devin Neal,RB,NO,4.613198707335505,10.634850098774823,49.06067672837489,-65.66349281765712,208.0,64.0,,,67.0,202.0,3.0,28.4,23.055441478439427,1.0,,0.0
Albert Okwuegbunam,TE,LV,3.8291569719193648,11.677940758077334,44.71666827145314,-65.74809731978053,209.0,43.0,,,,,,,28.35318275154004,6.0,,0.0
Brashard Smith,RB,KC,4.187143734370229,11.687665919855698,48.93793712573625,-65.78623242029576,210.0,65.0,,,73.0,216.0,8.0,17.9,23.392197125256672,1.0,,0.0
Jaylen Wright,RB,MIA,5.110364253560566,9.536751907148902,48.73627604136931,-65.9878935046627,211.0,66.0,,,69.0,208.0,3.0,41.1,23.419575633127995,2.0,,0.0
Rashod Bateman,WR,BAL,4.035697014661058,13.315188934891896,53.73606823419118,-66.44363320790255,212.0,80.0,,,93.0,229.0,13.0,70.1,26.757015742642025,5.0,,0.0
Dontayvion Wicks,WR,PHI,4.015835735420946,13.372079024291619,53.70007280262315,-66.47962863947058,213.0,81.0,,,,,,,25.21013004791239,3.0,,0.0
Noah Fant,TE,NO,2.9723728457564045,14.706858851117701,43.71426789543449,-66.75049769579917,214.0,44.0,,,,,,,28.78028747433265,7.0,,0.0
Malik Washington,WR,MIA,3.390664074769469,15.660437502125314,53.09928283362882,-67.08041860846491,215.0,82.0,,,,,,,25.86447638603696,2.0,,0.0
DeMario Douglas,WR,NE,3.984335446993378,13.304514110181207,53.00964717421855,-67.17005426787517,216.0,83.0,,,,,,,25.730321697467488,3.0,,0.0
Isaiah Davis,RB,NYJ,3.4087703620128678,13.916337000865536,47.43759711633348,-67.28657242969852,217.0,67.0,,,,,,,24.525667351129364,2.0,,0.0
Jackson Hawes,TE,BUF,2.6042906296957105,16.54676646863118,43.09258886601936,-67.3721767252143,218.0,45.0,,,,,,,25.73579739904175,1.0,,0.0
Tez Johnson,WR,TB,3.785943379429253,13.945405901352295,52.79651714567836,-67.38318429641538,219.0,84.0,,,,,,,24.290212183436,1.0,,0.0
Jalen Nailor,WR,LV,3.338854875835821,15.766831744817038,52.643163047665375,-67.53653839442836,220.0,85.0,,,87.0,221.0,2.0,116.1,27.50171115674196,4.0,,0.0
Xavier Hutchinson,WR,HOU,3.3439361317370637,15.73832822556611,52.62796440660779,-67.55173703548594,221.0,86.0,,,,,,,26.250513347022583,3.0,,0.0
Cedric Tillman,WR,CLE,3.7860521624697823,13.683032622442994,51.804675249344875,-68.37502619274886,222.0,87.0,,,,,,,26.368240930869263,3.0,,0.0
Emari Demercado,RB,KC,4.3942029205130595,10.490519151876525,46.09746989487401,-68.62669965115799,223.0,68.0,,,,,,,27.61396303901437,3.0,,0.0
Luke Musgrave,TE,GB,2.541197395483445,16.367045209303868,41.59189265764279,-68.87287293359087,224.0,46.0,,,,,,,25.9958932238193,3.0,,0.0
Tory Horton,WR,SEA,4.778893033810908,10.677980335169426,51.028925838911036,-69.1507756031827,225.0,88.0,,,89.0,224.0,1.0,88.8,23.756331279945243,1.0,,0.0
Justice Hill,RB,BAL,4.0405500243571595,11.269358907908293,45.53440840983843,-69.18976113619357,226.0,69.0,,,,,,,28.79671457905544,7.0,,0.0
Mitchell Evans,TE,CAR,2.4130540165394865,17.0,41.02191828117127,-69.44284731006239,227.0,47.0,,,,,,,23.457905544147845,1.0,,0.0
Ja'Tavion Sanders,TE,CAR,2.7797768185158263,14.625645329796352,40.656029843602155,-69.8087357476315,228.0,48.0,,,,,,,23.43326488706365,2.0,,0.0
Tyler Higbee,TE,LA,2.949881146603877,13.681507292276995,40.358820418611366,-70.10594517262228,229.0,49.0,,,,,,,33.66461327857632,10.0,,0.0
Van Jefferson,WR,WAS,3.3179118101243974,15.084803207351023,50.05004671507235,-70.12965472702138,230.0,89.0,,,,,,,30.09993155373032,6.0,,0.0
Will Shipley,RB,PHI,3.2306234277213424,13.800408128994924,44.58392181364706,-70.14024773238495,231.0,70.0,,,,,,,24.0082135523614,2.0,,0.0
Kaleb Johnson,RB,PIT,4.247407951860403,10.480247322189296,44.51388581373051,-70.21028373230149,232.0,71.0,,,70.0,210.0,-1.0,29.5,23.04996577686516,1.0,,0.0
Kendrick Bourne,WR,AZ,3.300716215211952,15.0429295389758,49.652441453588274,-70.52725998850545,233.0,90.0,,,,,,,31.077344284736483,9.0,,0.0
Jerome Ford,RB,WAS,3.857711898431523,11.419778544675118,44.054215569246225,-70.66995397678578,234.0,72.0,,,,,,,26.97056810403833,4.0,,0.0
Sean Tucker,RB,TB,4.03732449079784,10.906314586121507,44.03233098289407,-70.69183856313794,235.0,73.0,,,61.0,184.0,-12.0,48.5,24.851471594798085,3.0,,0.0
Isaiah Williams,WR,NYJ,3.8781550324427334,12.728981833502221,49.36496495546877,-70.81473648662495,236.0,91.0,,,,,,,25.587953456536617,2.0,,0.0
Darius Slayton,WR,NYG,3.7529293823487317,13.084762307259371,49.106188923962875,-71.07351251813085,237.0,92.0,,,,,,,29.634496919917865,7.0,,0.0
Jack Bech,WR,LV,3.2948990735250256,14.881962338830133,49.03456392244573,-71.145137519648,238.0,93.0,,,97.0,236.0,4.0,71.7,23.704312114989733,1.0,,0.0
Jeremy McNichols,RB,WAS,3.025401194591174,14.113440747925827,42.69882049856655,-72.02534904746545,239.0,74.0,,,,,,,30.68309377138946,9.0,,0.0
Theo Wease Jr.,WR,MIA,6.370800695536686,7.481269080690823,47.6616742627622,-72.51802717933154,240.0,94.0,,,,,,,25.1854893908282,1.0,,0.0
Olamide Zaccheaus,WR,ATL,3.066216825907568,15.40683666925839,47.24070182928978,-72.93899961280394,241.0,95.0,,,,,,,29.1088295687885,7.0,,0.0
Chris Brooks,RB,GB,3.245460281509276,12.860813393550112,41.73925905666941,-72.98491048936259,242.0,75.0,,,,,,,26.639288158795345,3.0,,0.0
Tyquan Thornton,WR,KC,3.6618788323509923,12.794519405307629,46.851979780400015,-73.32772166169372,243.0,96.0,,,,,,,26.067077344284737,4.0,,0.0
Tyler Badie,RB,DEN,3.0829925369404956,13.421278066473247,41.377700115140186,-73.34646943089182,244.0,76.0,,,,,,,27.564681724846,4.0,,0.0
Tyrell Shavers,WR,BUF,3.0203159320038777,15.469476989465225,46.7227078110492,-73.45699363104453,245.0,97.0,,,,,,,27.039014373716636,2.0,,0.0
Dont'e Thornton Jr.,WR,LV,3.138374887041163,14.875767092649788,46.68573386904543,-73.49396757304831,246.0,98.0,,,,,,,23.753593429158112,1.0,,0.0
Keaton Mitchell,RB,LAC,4.045620696158182,10.11544935032214,40.923271242603086,-73.80089830342891,247.0,77.0,,,59.0,181.0,-18.0,87.9,24.621492128678987,3.0,,0.0
Jaleel McLaughlin,RB,DEN,4.249803432253505,9.489102025221195,40.32681835578872,-74.39735119024328,248.0,78.0,,,,,,,25.965776865160848,3.0,,0.0
AJ Dillon,RB,CAR,5.193168514312478,7.730904210838554,40.147888334892535,-74.57628121113947,249.0,79.0,,,,,,,28.33401779603012,6.0,,0.0
Jaylin Lane,WR,WAS,3.0916237279901067,14.699259450650093,45.44457930151265,-74.73512214058108,250.0,99.0,,,,,,,24.33675564681725,1.0,,0.0
MarShawn Lloyd,RB,GB,3.968029947231072,10.062676144058468,39.92900028891169,-74.7951692571203,251.0,80.0,,,,,,,25.65366187542779,2.0,,0.0
Christian Kirk,WR,SF,3.1001374925889063,14.35960439704071,44.51674797001042,-75.6629534720833,252.0,100.0,,,99.0,238.0,-1.0,60.7,29.78507871321013,8.0,,0.0
Bam Knight,RB,AZ,4.299026227223024,9.036385900243912,38.84765998445692,-75.87650956157509,253.0,81.0,,,,,,,25.39082819986311,4.0,,0.0
Kendre Miller,RB,NO,4.676457759666032,8.266356731366972,38.65726808056862,-76.06690146546339,254.0,82.0,,,72.0,214.0,-10.0,4.6,24.22450376454483,3.0,,0.0
Tyler Conklin,TE,DET,2.8664212450963467,11.863052318957491,34.004505198749236,-76.46026039248443,255.0,50.0,,,,,,,31.091033538672143,8.0,,0.0
Ben Sinnott,TE,WAS,2.092533388164394,15.968139385099294,33.41386481018313,-77.05090078105053,256.0,51.0,,,,,,,24.216290212183434,2.0,,0.0
Malik Davis,RB,DAL,3.8545545978040905,9.759376157911277,37.61804824117653,-77.10612130485546,257.0,83.0,,,,,,,27.76454483230664,4.0,,0.0
Noah Gray,TE,KC,2.114733584709856,15.466886647978978,32.70834464538159,-77.75642094585207,258.0,52.0,,,,,,,27.34017796030116,5.0,,0.0
Jordan Whittington,WR,LA,2.704887853863592,15.649892052987203,42.33120292840144,-77.84849851369229,259.0,101.0,,,,,,,25.916495550992472,2.0,,0.0
Israel Abanikanda,RB,DAL,3.8206739565022247,9.64157857022967,36.83732814284646,-77.88684140318554,260.0,84.0,,,,,,,23.906913073237508,3.0,,0.0
Ryan Flournoy,WR,DAL,2.8583957472841663,14.64532774385314,41.86214254061263,-78.3175589014811,261.0,102.0,,,88.0,222.0,-14.0,94.0,26.847364818617383,2.0,,0.0
LeQuint Allen Jr.,RB,JAX,3.089419361000583,11.775091026367427,36.378194194403754,-78.34597535162825,262.0,85.0,,,,,,,22.072553045859,1.0,,0.0
Josh Palmer,WR,BUF,3.165720090201499,13.030653793034643,41.25140250107014,-78.9282989410236,263.0,103.0,,,,,,,26.94318959616701,5.0,,0.0
Kyle Williams,WR,NE,2.9623878874846987,13.85634064029408,41.047855677669155,-79.13184576442458,264.0,104.0,,,85.0,219.0,-19.0,26.2,23.80013689253936,1.0,,0.0
Elijah Higgins,TE,AZ,1.9699148080860105,15.898643216735184,31.318972701122842,-79.14579289011081,265.0,53.0,,,,,,,25.84531143052704,3.0,,0.0
Adam Trautman,TE,DEN,1.9237033749915171,16.186710452523712,31.138429527530334,-79.32633606370332,266.0,54.0,,,,,,,29.56878850102669,6.0,,0.0
KaVontae Turpin,WR,DAL,3.080486531533815,13.1274307173741,40.4388735185142,-79.74082792357953,267.0,105.0,,,,,,,30.0807665982204,4.0,,0.0
DJ Giddens,RB,IND,4.134095004773423,8.449798054783662,34.93226792962532,-79.79190161640668,268.0,86.0,,,,,,,23.017111567419576,1.0,,0.0
Jeremy Ruckert,TE,NYJ,1.869940488087727,16.38775157605781,30.64412018079396,-79.8206454104397,269.0,55.0,,,,,,,26.05612594113621,4.0,,0.0
JuJu Smith-Schuster,WR,NYG,2.6316336685792545,15.008419718083779,39.49666264227804,-80.68303879981569,270.0,106.0,,,,,,,29.7741273100616,9.0,,0.0
Jalen Tolbert,WR,MIA,3.006381394132609,12.986942172248025,39.043701313322586,-81.13600012877114,271.0,107.0,,,,,,,27.509924709103355,4.0,,0.0
Davis Allen,TE,LA,1.7178670473561768,17.0,29.203739805055005,-81.26102578617865,272.0,56.0,,,,,,,25.57426420260096,3.0,,0.0
Roman Wilson,WR,PIT,2.968192369220449,13.07870083553475,38.82010001935136,-81.35960142274237,273.0,108.0,,,,,,,25.201916495550996,1.0,,0.0
Daniel Bellinger,TE,TEN,1.784437930119616,15.970762913879392,28.49883511647407,-81.96593047475959,274.0,57.0,,,,,,,25.94113620807666,4.0,,0.0
Ty Johnson,RB,BUF,2.376241698998617,13.761182184050451,32.699894933257546,-82.02427461277446,275.0,87.0,,,,,,,28.955509924709105,7.0,,0.0
Braelon Allen,RB,NYJ,4.821058043847014,6.641240057054509,32.017803798181646,-82.70636574785036,276.0,88.0,161.0,52.0,53.0,162.0,-35.0,48.8,22.61464750171116,2.0,,0.0
Jawhar Jordan,RB,HOU,5.495161899287589,5.821414491275218,31.989615112416217,-82.73455443361578,277.0,89.0,,,,,,,27.039014373716636,1.0,,0.0
Luke Schoonmaker,TE,DAL,1.697443858844582,16.222552966595934,27.536872907929222,-82.92789268330444,278.0,58.0,,,,,,,27.926078028747437,3.0,,0.0
Josh Oliver,TE,MIN,1.860062548936717,14.743612369539477,27.42404120462051,-83.04072438661315,279.0,59.0,,,,,,,29.44832306639288,7.0,,0.0
Tanner Hudson,TE,CIN,2.209898669858568,12.114987902305687,26.772895650657983,-83.69186994057567,280.0,60.0,,,,,,,31.802874743326488,7.0,,0.0
Elijah Moore,WR,PHI,3.3475295795449416,10.892908228520705,36.46433250224155,-83.71536893985218,281.0,109.0,,,,,,,26.431211498973305,5.0,,0.0
Hunter Luepke,RB,DAL,2.2683999529605074,13.400473731525794,30.39763398224163,-84.32653556379037,282.0,90.0,,,,,,,26.50787132101301,3.0,,0.0
Cade Stover,TE,HOU,1.9049589235255648,13.631756732042707,25.967936630034448,-84.49682896119921,283.0,61.0,,,,,,,26.220396988364133,2.0,,0.0
Treylon Burks,WR,WAS,3.0781334214690013,11.549640707627265,35.55133506810637,-84.62836637398736,284.0,110.0,,,,,,,26.442162902121837,4.0,,0.0
Dameon Pierce,RB,PHI,5.716196042531717,5.264006408563288,30.090092600491065,-84.63407694554094,285.0,91.0,,,,,,,26.532511978097197,4.0,,0.0
J.J. McCarthy,QB,MIN,11.539185342295513,12.054493311635042,139.09903253041838,-84.86228087237413,286.0,24.0,,,29.0,234.0,5.0,19.62,23.61396303901437,1.0,,0.0
Pierre Strong,RB,GB,3.432497534079224,8.636260176177938,29.64394175839738,-85.08022778763463,287.0,92.0,,,,,,,27.72621492128679,4.0,,0.0
Jaydon Blue,RB,DAL,5.051812326123937,5.815109261341946,29.3768406442047,-85.3473289018273,288.0,93.0,,,74.0,223.0,-19.0,41.4,22.647501711156742,1.0,,0.0
Brock Wright,TE,DET,1.8366637545220454,13.578139241666891,24.938476199023032,-85.52628939221063,289.0,62.0,,,,,,,27.761806981519506,5.0,,0.0
Ameer Abdullah,RB,JAX,3.0205243159215085,9.597829342359802,28.99047690866272,-85.73369263736927,290.0,94.0,,,,,,,33.21834360027378,11.0,,0.0
David Sills,WR,TB,2.2556988789645005,15.10391809288036,34.06989111008186,-86.10981033201188,291.0,111.0,,,,,,,31.260780287474333,5.0,,0.0
Jaret Patterson,RB,LAC,4.032007757851854,7.017689701920143,28.295379320339084,-86.42879022569292,292.0,95.0,,,,,,,26.691307323750856,5.0,,0.0
Luke McCaffrey,WR,WAS,3.3639361265408656,9.999314672344063,33.63705586694833,-86.5426455751454,293.0,112.0,,,,,,,25.415468856947296,2.0,,0.0
Nick Westbrook-Ikhine,WR,IND,2.4141130489040843,13.837553401578884,33.40541823165868,-86.77428321043504,294.0,113.0,,,,,,,29.44832306639288,6.0,,0.0
Jalen Reagor,WR,MIA,3.134924050387238,10.465691927148976,32.809149326362885,-87.37055211573085,295.0,114.0,,,,,,,27.66324435318275,6.0,,0.0
Gavin Bartholomew,TE,MIN,2.326770206542022,9.753856773331567,22.69498333906599,-87.76978225216767,296.0,63.0,,,,,,,23.34017796030116,0.0,,0.0
Devaughn Vele,WR,NO,2.6252710609278367,12.299077699487318,32.28841276056697,-87.89128868152676,297.0,115.0,,,98.0,237.0,-17.0,74.5,28.720054757015745,2.0,,0.0
Mack Hollins,WR,NE,2.1027173772612886,15.260582290244932,32.08869156882389,-88.09100987326984,298.0,116.0,,,,,,,32.95824777549623,9.0,,0.0
Ja'Lynn Polk,WR,NO,2.6999049062290874,11.838728045367075,31.96343993319846,-88.21626150889527,299.0,117.0,,,,,,,24.39151266255989,2.0,,0.0
Charlie Kolar,TE,LAC,1.369818900999174,16.15991132567774,22.136151972383985,-88.32861361884967,300.0,64.0,,,,,,,27.5564681724846,4.0,,0.0
Drew Sample,TE,CIN,1.3679979421594535,16.026649105154576,21.924422995563106,-88.54034259567055,301.0,65.0,,,,,,,30.376454483230663,7.0,,0.0
Grant Calcaterra,TE,PHI,1.4582712552781296,14.974916413531274,21.837490156045316,-88.62727543518834,302.0,66.0,,,,,,,27.742642026009584,4.0,,0.0
Julius Chestnut,RB,TEN,3.2036440920776466,8.11646941839953,26.002279300784547,-88.72189024524745,303.0,96.0,,,,,,,25.848049281314168,4.0,,0.0
Ty Chandler,RB,NO,3.5113390833164755,7.305193277776659,25.651010667437973,-89.07315887859403,304.0,97.0,,,,,,,28.306639288158795,4.0,,0.0
Mo Alie-Cox,TE,IND,1.3133670988119528,16.06900820575366,21.104506687976148,-89.36025890325752,305.0,67.0,,,,,,,32.95003422313484,8.0,,0.0
Ben Sims,TE,MIA,1.8947317180514758,11.087761941684239,21.008334233113143,-89.45643135812051,306.0,68.0,,,,,,,26.2943189596167,3.0,,0.0
John Bates,TE,WAS,1.3995753619076985,14.980222910275568,20.965950901106925,-89.49881469012674,307.0,69.0,,,,,,,28.8186173853525,5.0,,0.0
Frank Gore Jr.,RB,BUF,2.2892019615607158,11.003087608479778,25.18828973655631,-89.53587980947569,308.0,98.0,,,,,,,24.470910335386723,0.0,,0.0
Zavier Scott,RB,MIN,3.077755076523235,8.06042216644521,24.80800524169716,-89.91616430433484,309.0,99.0,,,,,,,27.12662559890486,1.0,,0.0
Dyami Brown,WR,WAS,2.373444004699935,12.679539997235135,30.094178188790764,-90.08552325330297,310.0,118.0,,,,,,,26.833675564681723,5.0,,0.0
Darius Cooper,WR,PHI,2.5288603130516485,11.813803672720057,29.87545925412556,-90.30424218796817,311.0,119.0,,,,,,,24.774811772758383,1.0,,0.0
Hunter Long,TE,JAX,1.5947350089817292,12.536862072923373,19.992972850466156,-90.4717927407675,312.0,70.0,,,,,,,28.03559206023272,5.0,,0.0
Luke Farrell,TE,SF,1.2380074940288341,16.011628931012478,19.82251660820234,-90.64224898303132,313.0,71.0,,,,,,,28.88158795345654,5.0,,0.0
Konata Mumpfield,WR,LA,1.9643948605130617,14.809743226409688,29.09218347947732,-91.0875179626164,314.0,120.0,,,,,,,23.854893908282,1.0,,0.0
Mitchell Tinsley,WR,CIN,1.9726837903772498,14.73890210227467,29.07519326511441,-91.10450817697932,315.0,121.0,,,,,,,26.96235455167693,1.0,,0.0
Arian Smith,WR,NYJ,1.9314098904041752,15.023659800140564,29.0168451280591,-91.16285631403463,316.0,122.0,,,,,,,24.88980150581793,1.0,,0.0
Tyler Johnson,WR,DAL,2.486510052354735,11.659991813697431,28.992686855132582,-91.18701458696114,317.0,123.0,,,,,,,28.019164955509925,6.0,,0.0
Kyle Juszczyk,RB,SF,2.6043934261143002,8.896665159107084,23.170416254718624,-91.55375329131337,318.0,100.0,,,,,,,35.35934291581109,0.0,,0.0
Corey Kiner,RB,AZ,4.516679201970064,5.11840834032139,23.118208497919735,-91.60596104811226,319.0,101.0,,,,,,,24.61054072553046,1.0,,0.0
Damien Martinez,RB,GB,3.387019165968811,6.78981939337328,22.99724841882203,-91.72692112720998,320.0,102.0,,,,,,,22.584531143052704,0.0,,0.0
Tanner Conner,TE,NYG,1.5244271964483422,12.240911390319214,18.660378232716898,-91.80438735851676,321.0,72.0,,,,,,,28.4517453798768,4.0,,0.0
Julian Hill,TE,NE,1.2596116579186347,14.711778251733442,18.531127394597274,-91.93363819663638,322.0,73.0,,,,,,,26.14647501711157,3.0,,0.0
Greg Dortch,WR,DET,2.590263678290378,10.825835286397421,28.04176792950955,-92.13793351258418,323.0,124.0,,,,,,,28.26009582477755,7.0,,0.0
Tai Felton,WR,MIN,2.8887195976626017,9.65010014272826,27.876433401705793,-92.30326804038793,324.0,125.0,,,,,,,23.46611909650924,1.0,,0.0
Erick All,TE,CIN,1.5322573006746878,11.515168540672452,17.644201064944856,-92.8205645262888,325.0,74.0,,,,,,,25.965776865160848,2.0,,0.0
Isaac Guerendo,RB,SF,3.144560729888699,6.9580339872502215,21.87996043353793,-92.84420911249407,326.0,103.0,,,,,,,26.17659137577002,2.0,,0.0
Kene Nwangwu,RB,NYJ,4.132303079184035,5.258557394703229,21.72995291419813,-92.99421663183386,327.0,104.0,,,,,,,28.55852156057495,5.0,,0.0
Tutu Atwell,WR,MIA,2.3565891807735895,11.41393703591415,26.89796052886626,-93.28174091322747,328.0,126.0,,,,,,,26.902121834360027,5.0,,0.0
Terrace Marshall Jr.,WR,MIA,2.551245202673648,10.49652721708894,26.77921470733153,-93.4004867347622,329.0,127.0,,,,,,,26.22861054072553,5.0,,0.0
Demarcus Robinson,WR,SF,1.8675938215294665,14.307459221572824,26.720522443994195,-93.45917899809953,330.0,128.0,,,,,,,31.94524298425736,10.0,,0.0
Tim Patrick,WR,NYJ,1.839593936910091,14.43243871636534,26.549826757452138,-93.62987468464159,331.0,129.0,,,,,,,32.772073921971256,8.0,,0.0
Foster Moreau,TE,HOU,1.3372901042564271,12.565645595227934,16.80391350809168,-93.66085208314198,332.0,75.0,,,,,,,29.322381930184804,7.0,,0.0
Tahj Brooks,RB,CIN,4.032050945840323,5.181209129815636,20.890899172469656,-93.83327037356234,333.0,105.0,,,,,,,24.303901437371664,1.0,,0.0
Mario Williams,WR,LA,2.0930913201517694,12.507870280251241,26.180114717178153,-93.99958672491557,334.0,130.0,,,,,,,23.61122518822724,0.0,,0.0
Kylen Granson,TE,TEN,1.0223491389573893,15.9838628429667,16.341088414720016,-94.12367717651364,335.0,76.0,,,,,,,28.432580424366872,5.0,,0.0
Adam Prentice,RB,DEN,1.5960275885209896,12.882913773842198,20.561485803589203,-94.1626837424428,336.0,106.0,,,,,,,29.623545516769337,5.0,,0.0
Payne Durham,TE,TB,0.994990921245213,16.350594550111637,16.268693134322536,-94.19607245691112,337.0,77.0,,,,,,,26.21218343600274,3.0,,0.0
Savion Williams,WR,GB,2.22368500249163,11.571906181538225,25.732274226126737,-94.447427215967,338.0,131.0,,,,,,,24.774811772758383,1.0,,0.0
Odell Beckham Jr.,WR,NYG,2.5716850498076576,9.901140058155416,25.462613863610006,-94.71708757848373,339.0,132.0,,,,,,,33.82067077344285,12.0,,0.0
DeeJay Dallas,RB,JAX,3.857357590814205,5.157609165883485,19.894742866473578,-94.82942667955842,340.0,107.0,,,,,,,27.958932238193015,6.0,,0.0
Isaiah Hodgins,WR,NYG,2.233550629121121,11.233253151520064,25.090039643654453,-95.08966179843928,341.0,133.0,,,,,,,27.863107460643395,4.0,,0.0
Jacob Cowing,WR,SF,2.461074760423001,10.095263819495372,24.845198985971564,-95.33450245612217,342.0,134.0,,,,,,,25.571526351813823,2.0,,0.0
Tip Reiman,TE,AZ,1.336117093781969,11.306445389195266,15.106734954416124,-95.35803063681753,343.0,78.0,,,,,,,24.955509924709105,2.0,,0.0
Jimmy Horn Jr.,WR,CAR,2.1282331447243563,11.661956838791872,24.819363076661737,-95.360338365432,344.0,135.0,,,,,,,23.969883641341543,1.0,,0.0
Robbie Ouzts,RB,SEA,1.6119252448659722,11.999516571125438,19.342323687184663,-95.38184585884734,345.0,108.0,,,,,,,23.98631074606434,1.0,,0.0
Brevyn Spann-Ford,TE,DAL,0.9731662836803927,15.488341243727277,15.072731488531826,-95.39203410270183,346.0,79.0,,,,,,,26.680355920602327,2.0,,0.0
Kalif Raymond,WR,CHI,2.0066417507835164,12.296354311074168,24.674377943028308,-95.50532349906543,347.0,136.0,,,,,,,32.06570841889117,10.0,,0.0
Jacoby Jones,WR,WAS,2.9629816120486927,8.23720575506872,24.406689186930283,-95.77301225516345,348.0,137.0,,,,,,,25.12251882272416,1.0,,0.0
Salvon Ahmed,RB,CHI,4.408777840133523,4.289109166425878,18.90972944685198,-95.81444009918002,349.0,109.0,,,,,,,27.67419575633128,6.0,,0.0
Cameron Latu,TE,PHI,0.9623493593600727,15.210371451074431,14.637691221570218,-95.82707436966344,350.0,80.0,,,,,,,26.51882272416153,1.0,,0.0
Johnny Mundt,TE,PHI,0.9369182725261453,15.58459128234108,14.60148834227703,-95.86327724895662,351.0,81.0,,,,,,,31.772758384668037,8.0,,0.0
Raheim Sanders,RB,CLE,3.646847798904604,5.119448131870996,18.66984815132003,-96.05432139471198,352.0,110.0,,,,,,,24.23271731690623,1.0,,0.0
Ian Thomas,TE,LV,0.9972401536316728,14.434641275980244,14.394803883676625,-96.06996170755703,353.0,82.0,,,,,,,30.236824093086927,8.0,,0.0
Shane Zylstra,TE,BUF,1.3207985456870088,10.79669277618113,14.26025611700947,-96.20450947422418,354.0,83.0,,,,,,,29.790554414784395,5.0,,0.0
Jahdae Walker,WR,CHI,3.1478266873946126,7.615127693071295,23.97110218016759,-96.20859926192614,355.0,138.0,,,,,,,24.15879534565366,1.0,,0.0
Danny Gray,WR,PHI,2.222049415869231,10.706508120232659,23.79039011456216,-96.38931132753157,356.0,139.0,,,,,,,27.419575633127995,4.0,,0.0
Michael Burton,RB,CLE,2.335076577470808,7.848763461672611,18.32746372146041,-96.3967058245716,357.0,111.0,,,,,,,34.58179329226557,0.0,,0.0
Patrick Taylor,RB,SF,3.913776743964404,4.6007459293971396,18.006292423363423,-96.71787712266858,358.0,112.0,,,,,,,28.34223134839151,5.0,,0.0
Roschon Johnson,RB,CHI,3.9550316071449583,4.5274929165952145,17.906377586258987,-96.81779195977302,359.0,113.0,,,,,,,25.582477754962355,3.0,,0.0
Tyler Goodson,RB,ATL,2.49488835487373,7.169541177096595,17.88720479252599,-96.83696475350601,360.0,114.0,,,,,,,25.806981519507183,3.0,,0.0
Rasheen Ali,RB,BAL,2.1072238385139626,8.310392777228774,17.511857767590726,-97.21231177844128,361.0,115.0,,,,,,,25.53867214236824,2.0,,0.0
British Brooks,RB,HOU,1.889182247527451,9.246986013219113,17.469241819308184,-97.25492772672382,362.0,116.0,,,,,,,26.78713210130048,2.0,,0.0
