season,week,player_id,player_display_name,position,team,opponent_team,game_id,kickoff_et,snapped_at_et,book,book_amer,first_amer,two_plus_amer,p_book,lambda,p_ge1,p_ge2,fair_amer,scored_anytime,scored_two_plus,status,slate,p_first,unquoted_lambda_remainder,book_first_p_devigged,scored_first
2026,1,00-0037840,Kyren Williams,RB,LA,SF,2026_01_SF_LA,2026-09-10 20:35:00,2026-09-08 22:03:00,DraftKings,-140,,,0.5833333333333333,0.7359041821244118,0.5209279053400109,0.1683767473406228,-109.0,1.0,0.0,final,initial_draftkings,0.1133129671277238,0.1167252709380757,,1.0
2026,1,00-0036244,Colby Parkinson,TE,LA,SF,2026_01_SF_LA,2026-09-10 20:35:00,2026-09-08 22:03:00,DraftKings,425,,,0.1904761904761904,0.465348698971036,0.3720838866918696,0.0798839403009815,169.0,0.0,0.0,final,initial_draftkings,0.0716534069384043,0.1167252709380757,,0.0
2026,1,00-0039738,Blake Corum,RB,LA,SF,2026_01_SF_LA,2026-09-10 20:35:00,2026-09-08 22:03:00,DraftKings,155,,,0.3921568627450981,0.4342730566283151,0.3522646370986309,0.0709706211652023,184.0,0.0,0.0,final,initial_draftkings,0.0668684453567369,0.1167252709380757,,0.0
2026,1,00-0035719,Deebo Samuel,WR,SF,LA,2026_01_SF_LA,2026-09-10 20:35:00,2026-09-08 22:03:00,DraftKings,370,,,0.2127659574468085,0.4257621265337287,0.3467282803517828,0.0685899237900121,188.0,1.0,0.0,final,initial_draftkings,0.0655579503691284,0.1167252709380757,,0.0
2026,1,00-0031408,Mike Evans,WR,SF,LA,2026_01_SF_LA,2026-09-10 20:35:00,2026-09-08 22:03:00,DraftKings,175,,,0.3636363636363636,0.3785844000677335,0.3151698310967837,0.0559038124542751,217.0,1.0,0.0,final,initial_draftkings,0.0582936239825468,0.1167252709380757,,0.0
2026,1,00-0031381,Davante Adams,WR,LA,SF,2026_01_SF_LA,2026-09-10 20:35:00,2026-09-08 22:03:00,DraftKings,120,,,0.4545454545454545,0.3651565344821069,0.3059120063307249,0.0524612399368139,227.0,0.0,0.0,final,initial_draftkings,0.0562260296833717,0.1167252709380757,,0.0
2026,1,00-0039075,Puka Nacua,WR,LA,SF,2026_01_SF_LA,2026-09-10 20:35:00,2026-09-08 22:03:00,DraftKings,125,,,0.4444444444444444,0.3608790725635284,0.3029367125532457,0.0513811598613768,230.0,0.0,0.0,final,initial_draftkings,0.0555673951579219,0.1167252709380757,,0.0
2026,1,00-0033288,George Kittle,TE,SF,LA,2026_01_SF_LA,2026-09-10 20:35:00,2026-09-08 22:03:00,DraftKings,245,,,0.2898550724637681,0.3025423580378615,0.2610628123333394,0.037503013134802,283.0,0.0,0.0,final,initial_draftkings,0.0465848314275411,0.1167252709380757,,0.0
2026,1,00-0037112,Jake Tonges,TE,SF,LA,2026_01_SF_LA,2026-09-10 20:35:00,2026-09-08 22:03:00,DraftKings,500,,,0.1666666666666666,0.1473775661507787,0.137031911641514,0.0098497751134501,630.0,0.0,0.0,final,initial_draftkings,0.0226928854520137,0.1167252709380757,,0.0
2026,1,sleeper:13417,De'Zhaun Stribling,WR,SF,LA,2026_01_SF_LA,2026-09-10 20:35:00,2026-09-08 22:03:00,DraftKings,330,,,0.2325581395348837,0.1391031479692895,0.1298617291664647,0.0088227565249658,670.0,0.0,0.0,final,initial_draftkings,0.0214188080677903,0.1167252709380757,,0.0
2026,1,00-0040177,Jordan James,RB,SF,LA,2026_01_SF_LA,2026-09-10 20:35:00,2026-09-08 22:03:00,DraftKings,1200,,,0.0769230769230769,0.1390744966864127,0.1298367982315752,0.0088192889105941,670.0,0.0,0.0,final,initial_draftkings,0.0214143964039438,0.1167252709380757,,0.0
2026,1,00-0032775,Demarcus Robinson,WR,SF,LA,2026_01_SF_LA,2026-09-10 20:35:00,2026-09-08 22:03:00,DraftKings,800,,,0.1111111111111111,0.1349959881109801,0.1262805830536616,0.0083319670312412,692.0,1.0,0.0,final,initial_draftkings,0.0207863962928369,0.1167252709380757,,0.0
2026,1,00-0037834,Brock Purdy,QB,SF,LA,2026_01_SF_LA,2026-09-10 20:35:00,2026-09-08 22:03:00,DraftKings,550,,,0.1538461538461538,0.1172691322618716,0.1106541906973473,0.0063613793596932,804.0,0.0,0.0,final,initial_draftkings,0.0180568525792664,0.1167252709380757,,0.0
2026,1,00-0033110,Tyler Higbee,TE,LA,SF,2026_01_SF_LA,2026-09-10 20:35:00,2026-09-08 22:03:00,DraftKings,550,,,0.1538461538461538,0.1073209209330746,0.1017626364423215,0.0053629753688145,883.0,0.0,0.0,final,initial_draftkings,0.0165250480717483,0.1167252709380757,,0.0
2026,1,00-0026498,Matthew Stafford,QB,LA,SF,2026_01_SF_LA,2026-09-10 20:35:00,2026-09-08 22:03:00,DraftKings,1900,,,0.05,0.1034168119522769,0.0982489654701351,0.004992748304389,918.0,0.0,0.0,final,initial_draftkings,0.0159239016407998,0.1167252709380757,,0.0
2026,1,00-0029892,Kyle Juszczyk,RB,SF,LA,2026_01_SF_LA,2026-09-10 20:35:00,2026-09-08 22:03:00,DraftKings,800,,,0.1111111111111111,0.1002700590635154,0.0954069085170039,0.0047033058055558,948.0,0.0,0.0,final,initial_draftkings,0.0154393712966265,0.1167252709380757,,0.0
2026,1,sleeper:13414,Kaelon Black,RB,SF,LA,2026_01_SF_LA,2026-09-10 20:35:00,2026-09-08 22:03:00,DraftKings,850,,,0.1052631578947368,0.0942127017057432,0.0899108358654167,0.004168876919176,1012.0,0.0,0.0,final,initial_draftkings,0.0145066722417296,0.1167252709380757,,0.0
2026,1,sleeper:13270,CJ Daniels,WR,LA,SF,2026_01_SF_LA,2026-09-10 20:35:00,2026-09-08 22:03:00,DraftKings,1300,,,0.0714285714285714,0.0912614160233927,0.0872209353656667,0.0039194254106295,1047.0,0.0,0.0,final,initial_draftkings,0.0140522395239492,0.1167252709380757,,0.0
2026,1,00-0040737,Terrance Ferguson,TE,LA,SF,2026_01_SF_LA,2026-09-10 20:35:00,2026-09-08 22:03:00,DraftKings,400,,,0.2,0.0861594508693464,0.0825520683136205,0.0035052583183043,1111.0,0.0,0.0,final,initial_draftkings,0.0132666497368137,0.1167252709380757,,0.0
2026,1,00-0040590,Konata Mumpfield,WR,LA,SF,2026_01_SF_LA,2026-09-10 20:35:00,2026-09-08 22:03:00,DraftKings,1000,,,0.0909090909090909,0.0859124510779558,0.0823254308773346,0.0034857593520994,1115.0,0.0,0.0,final,initial_draftkings,0.013228617232145,0.1167252709380757,,0.0
2026,1,00-0038359,Xavier Smith,WR,LA,SF,2026_01_SF_LA,2026-09-10 20:35:00,2026-09-08 22:03:00,DraftKings,1300,,,0.0714285714285714,0.0805319493288528,0.0773745741502762,0.0030737501062351,1192.0,0.0,0.0,final,initial_draftkings,0.0124001389701154,0.1167252709380757,,0.0
2026,1,sleeper:13278,Max Klare,TE,LA,SF,2026_01_SF_LA,2026-09-10 20:35:00,2026-09-08 22:03:00,DraftKings,1400,,,0.0666666666666666,0.0746307728126926,0.0719139023066243,0.0026501195990514,1291.0,0.0,0.0,final,initial_draftkings,0.0114914883103784,0.1167252709380757,,0.0
2026,1,00-0039074,Davis Allen,TE,LA,SF,2026_01_SF_LA,2026-09-10 20:35:00,2026-09-08 22:03:00,DraftKings,1300,,,0.0714285714285714,0.0587983030756597,0.0571030706102841,0.0016623311869187,1651.0,0.0,0.0,final,initial_draftkings,0.0090536381575445,0.1167252709380757,,0.0
2026,1,00-0037557,Ronnie Rivers,RB,LA,SF,2026_01_SF_LA,2026-09-10 20:35:00,2026-09-08 22:03:00,DraftKings,3000,,,0.032258064516129,0.0479308682922831,0.0468003188784542,0.0011126305063711,2037.0,0.0,0.0,final,initial_draftkings,0.0073802935696437,0.1167252709380757,,0.0
2026,1,00-0039751,Jordan Whittington,WR,LA,SF,2026_01_SF_LA,2026-09-10 20:35:00,2026-09-08 22:03:00,DraftKings,850,,,0.1052631578947368,0.0458582487746516,0.0448226498454075,0.0010198892981055,2131.0,0.0,0.0,final,initial_draftkings,0.0070611560066641,0.1167252709380757,,0.0
2026,1,00-0039855,Jalen McMillan,WR,TB,CIN,2026_01_TB_CIN,2026-09-13 13:00:00,2026-09-08 22:03:00,DraftKings,205,,,0.3278688524590164,0.2186901997983516,0.1964293740622509,0.020696353323838,409.0,0.0,0.0,final,initial_draftkings,0.0370318008846369,0.6559014998692464,,0.0
2026,1,00-0038951,Sean Tucker,RB,TB,CIN,2026_01_TB_CIN,2026-09-13 13:00:00,2026-09-08 22:03:00,DraftKings,400,,,0.2,0.163400793466385,0.1507492539547287,0.0119810081990119,563.0,0.0,0.0,final,initial_draftkings,0.027669395581596,0.6559014998692464,,0.0
2026,1,00-0033375,Tim Patrick,WR,NYJ,TEN,2026_01_NYJ_TEN,2026-09-13 13:00:00,2026-09-11 15:46:00,DraftKings,1900,7000.0,19000.0,0.05,0.0698968024308438,0.0675099543532953,0.0023318818639991,1381.0,0.0,0.0,final,sunday_draftkings,0.0149408416500823,0.1767962389402624,0.0119704702264372,0.0
2026,1,00-0036842,Kene Nwangwu,RB,NYJ,TEN,2026_01_NYJ_TEN,2026-09-13 13:00:00,2026-09-11 15:46:00,DraftKings,4000,14000.0,25000.0,0.024390243902439,0.0682291503537041,0.0659535880136771,0.0022243949329243,1416.0,0.0,0.0,final,sunday_draftkings,0.0145843714719704,0.1767962389402624,0.0060276835891989,0.0
2026,1,sleeper:13349,Eli Stowers,TE,PHI,WAS,2026_01_WAS_PHI,2026-09-13 16:25:00,2026-09-11 15:46:00,DraftKings,1300,7500.0,11000.0,0.0714285714285714,0.0510138121156001,0.0497344547357786,0.0012577867497414,1911.0,0.0,0.0,final,sunday_draftkings,0.0102322073493901,0.0740914441390106,0.0108356882468854,0.0
2026,1,00-0040666,Omarion Hampton,RB,LAC,ARI,2026_01_ARI_LAC,2026-09-13 16:25:00,2026-09-13 09:50:00,DraftKings,-150,390.0,380.0,0.6000000000000001,0.9175110926299908,0.6004878465673864,0.2339310141524686,-150.0,1.0,0.0,final,sunday_draftkings,0.1608143185011764,0.0,0.172437291037572,0.0
2026,1,00-0037744,Trey McBride,TE,ARI,LAC,2026_01_ARI_LAC,2026-09-13 16:25:00,2026-09-13 09:50:00,DraftKings,185,1600.0,1500.0,0.3508771929824561,0.4577036389803924,0.367265033596617,0.0776599369636522,172.0,1.0,0.0,final,sunday_draftkings,0.0802227889879294,0.0,0.0497025132990648,0.0
2026,1,00-0039915,Ladd McConkey,WR,LAC,ARI,2026_01_ARI_LAC,2026-09-13 16:25:00,2026-09-13 09:50:00,DraftKings,130,750.0,950.0,0.4347826086956522,0.3971322406788917,0.3277548783968402,0.0607846669691233,205.0,1.0,0.0,final,sunday_draftkings,0.0696062981173962,0.0,0.0994050265981297,0.0
2026,1,00-0038559,Michael Wilson,WR,ARI,LAC,2026_01_ARI_LAC,2026-09-13 16:25:00,2026-09-13 09:50:00,DraftKings,320,2200.0,3000.0,0.238095238095238,0.3854525859903438,0.3198572565412518,0.0576944772325104,213.0,0.0,0.0,final,sunday_draftkings,0.0675591776802101,0.0,0.0367366402645262,0.0
2026,1,00-0038544,Quentin Johnston,WR,LAC,ARI,2026_01_ARI_LAC,2026-09-13 16:25:00,2026-09-13 09:50:00,DraftKings,135,800.0,900.0,0.425531914893617,0.3027620897787936,0.2612251624506346,0.0375521487582,283.0,0.0,0.0,final,sunday_draftkings,0.0530658207043645,0.0,0.0938825251204558,0.0
2026,1,sleeper:13287,Jeremiyah Love,RB,ARI,LAC,2026_01_ARI_LAC,2026-09-13 16:25:00,2026-09-13 09:50:00,DraftKings,210,1100.0,1700.0,0.3225806451612903,0.2857532077703061,0.2485519553968042,0.033823266178717,302.0,1.0,0.0,final,sunday_draftkings,0.0500846341109454,0.0,0.0704118938403419,0.0
2026,1,00-0040189,Oronde Gadsden,TE,LAC,ARI,2026_01_ARI_LAC,2026-09-13 16:25:00,2026-09-13 09:50:00,DraftKings,500,2500.0,6000.0,0.1666666666666666,0.2758226943221284,0.2410525154694711,0.0317175754372587,315.0,0.0,0.0,final,sunday_draftkings,0.0483440897563721,0.0,0.0324977971570808,0.0
2026,1,00-0039849,Marvin Harrison,WR,ARI,LAC,2026_01_ARI_LAC,2026-09-13 16:25:00,2026-09-13 09:50:00,DraftKings,265,2000.0,2500.0,0.273972602739726,0.2733898910087122,0.2392038977645159,0.0312099342945038,318.0,0.0,0.0,final,sunday_draftkings,0.0479176866207185,0.0,0.0402353679087668,0.0
2026,1,00-0037263,Tyler Allgeier,RB,ARI,LAC,2026_01_ARI_LAC,2026-09-13 16:25:00,2026-09-13 09:50:00,DraftKings,240,1500.0,1900.0,0.2941176470588235,0.2561664434013891,0.2259868713076058,0.0277106809844934,343.0,0.0,0.0,final,sunday_draftkings,0.0448988926121654,0.0,0.0528089203802564,0.0
2026,1,00-0038454,Keaton Mitchell,RB,LAC,ARI,2026_01_ARI_LAC,2026-09-13 16:25:00,2026-09-13 09:50:00,DraftKings,425,2200.0,5000.0,0.1904761904761904,0.1971183853142795,0.17890657784425,0.0170539682767325,459.0,0.0,0.0,final,sunday_draftkings,0.0345494011494766,0.0,0.0367366402645262,0.0
2026,1,00-0040727,Tre' Harris,WR,LAC,ARI,2026_01_ARI_LAC,2026-09-13 16:25:00,2026-09-13 09:50:00,DraftKings,295,1600.0,2200.0,0.2531645569620253,0.191727436431005,0.1744681522635454,0.016191047404884,473.0,0.0,0.0,final,sunday_draftkings,0.0336045169102535,0.0,0.0497025132990648,0.0
2026,1,00-0036355,Justin Herbert,QB,LAC,ARI,2026_01_ARI_LAC,2026-09-13 16:25:00,2026-09-13 09:50:00,DraftKings,475,2200.0,5500.0,0.1739130434782608,0.1682301278359872,0.1548406823812066,0.0126594223364212,546.0,0.0,0.0,final,sunday_draftkings,0.0294860885896888,0.0,0.0367366402645262,0.0
2026,1,00-0039391,Kimani Vidal,RB,LAC,ARI,2026_01_ARI_LAC,2026-09-13 16:25:00,2026-09-13 09:50:00,DraftKings,350,2500.0,2800.0,0.2222222222222222,0.1535297125306066,0.1423247198827796,0.010646080681775,603.0,0.0,0.0,final,sunday_draftkings,0.0269095123629723,0.0,0.0324977971570808,0.0
2026,1,00-0038046,Charlie Kolar,TE,LAC,ARI,2026_01_ARI_LAC,2026-09-13 16:25:00,2026-09-13 09:50:00,DraftKings,380,1700.0,3500.0,0.2083333333333333,0.1405406736026422,0.1311116766043587,0.0089975263488648,663.0,0.0,0.0,final,sunday_draftkings,0.0246328930828736,0.0,0.0469412625602279,0.0
2026,1,00-0033307,Kendrick Bourne,WR,ARI,LAC,2026_01_ARI_LAC,2026-09-13 16:25:00,2026-09-13 09:50:00,DraftKings,650,4500.0,8000.0,0.1333333333333333,0.1222776370946996,0.115097347407278,0.0068935419894081,769.0,0.0,0.0,final,sunday_draftkings,0.0214318878924423,0.0,0.0183683201322631,0.0
2026,1,00-0039041,Elijah Higgins,TE,ARI,LAC,2026_01_ARI_LAC,2026-09-13 16:25:00,2026-09-13 09:50:00,DraftKings,1000,6000.0,14000.0,0.0909090909090909,0.10784555260056,0.1022337566150757,0.0054136599910997,878.0,0.0,0.0,final,sunday_draftkings,0.0189023426355847,0.0,0.0138515200997393,0.0
2026,1,00-0040184,KeAndre Lambert-Smith,WR,LAC,ARI,2026_01_ARI_LAC,2026-09-13 16:25:00,2026-09-13 09:50:00,DraftKings,800,4500.0,6500.0,0.1111111111111111,0.1031601902214396,0.098017526864052,0.004968843358943,920.0,,,void,sunday_draftkings,0.0180811281958012,0.0,0.0183683201322631,0.0
2026,1,00-0033119,Jacoby Brissett,QB,ARI,LAC,2026_01_ARI_LAC,2026-09-13 16:25:00,2026-09-13 09:50:00,DraftKings,1000,5000.0,12000.0,0.0909090909090909,0.0965685361513085,0.0920523317714765,0.0043731545486541,986.0,0.0,0.0,final,sunday_draftkings,0.0169257935457916,0.0,0.0165675044330216,0.0
2026,1,00-0035125,Alec Ingold,RB,LAC,ARI,2026_01_ARI_LAC,2026-09-13 16:25:00,2026-09-13 09:50:00,DraftKings,2500,10000.0,25000.0,0.0384615384615384,0.0952505895442837,0.0908549163312946,0.0042583111305632,1001.0,0.0,0.0,final,sunday_draftkings,0.0166947939566508,0.0,0.0083657695651891,0.0
2026,1,sleeper:13380,Brenen Thompson,WR,LAC,ARI,2026_01_ARI_LAC,2026-09-13 16:25:00,2026-09-13 09:50:00,DraftKings,750,4500.0,8000.0,0.1176470588235294,0.0913692808942441,0.0873193868517655,0.0039284155422935,1045.0,0.0,0.0,final,sunday_draftkings,0.0160145078974821,0.0,0.0183683201322631,0.0
2026,1,00-0033885,David Njoku,TE,LAC,ARI,2026_01_ARI_LAC,2026-09-13 16:25:00,2026-09-13 09:50:00,DraftKings,550,2500.0,6500.0,0.1538461538461538,0.0890205272291548,0.0851732054775364,0.003734841905789,1074.0,0.0,0.0,final,sunday_draftkings,0.0156028363405794,0.0,0.0324977971570808,0.0
2026,1,00-0038640,Jalen Brooks,WR,ARI,LAC,2026_01_ARI_LAC,2026-09-13 16:25:00,2026-09-13 09:50:00,DraftKings,2200,11000.0,25000.0,0.0434782608695652,0.0787707662460657,0.0757482301341145,0.0029442100174963,1220.0,0.0,0.0,final,sunday_draftkings,0.0138063367227157,0.0,0.0076120966313883,0.0
2026,1,sleeper:13297,Reggie Virgil,WR,ARI,LAC,2026_01_ARI_LAC,2026-09-13 16:25:00,2026-09-13 09:50:00,DraftKings,2500,15000.0,25000.0,0.0384615384615384,0.0781804454548397,0.0752024640253438,0.0029013807073069,1230.0,0.0,0.0,final,sunday_draftkings,0.0137028698147943,0.0,0.0055956471926099,0.0
2026,1,00-0036331,Devin Duvernay,WR,ARI,LAC,2026_01_ARI_LAC,2026-09-13 16:25:00,2026-09-13 09:50:00,DraftKings,2800,19000.0,20000.0,0.0344827586206896,0.0523077813238636,0.0509632738924918,0.0013212683549448,1862.0,0.0,0.0,final,sunday_draftkings,0.009168107365104,0.0,0.0044237839061994,0.0
2026,1,00-0038573,Derius Davis,WR,LAC,ARI,2026_01_ARI_LAC,2026-09-13 16:25:00,2026-09-13 09:50:00,DraftKings,2000,16000.0,20000.0,0.0476190476190476,0.0439987513854371,0.04304484765956,0.0009400158247199,2223.0,0.0,0.0,final,sunday_draftkings,0.0077117642236562,0.0,0.0052480914663608,0.0
2026,1,00-0038542,Bijan Robinson,RB,ATL,PIT,2026_01_ATL_PIT,2026-09-13 13:00:00,2026-09-13 09:50:00,DraftKings,-125,425.0,500.0,0.5555555555555556,0.5390556770599393,0.416701185169548,0.1022706476128585,140.0,1.0,0.0,final,sunday_draftkings,0.1049280608526741,0.1175117169393944,0.1692521784965201,1.0
2026,1,00-0036139,Rico Dowdle,RB,PIT,ATL,2026_01_ATL_PIT,2026-09-13 13:00:00,2026-09-13 09:50:00,DraftKings,135,700.0,900.0,0.425531914893617,0.5296672233631369,0.4111991237446363,0.0993305985046759,143.0,0.0,0.0,final,sunday_draftkings,0.1031005831305518,0.1175117169393944,0.1110717421383413,0.0
2026,1,00-0037228,Jaylen Warren,RB,PIT,ATL,2026_01_ATL_PIT,2026-09-13 13:00:00,2026-09-13 09:50:00,DraftKings,135,600.0,950.0,0.425531914893617,0.5253141098333,0.4086304198102278,0.0979756352103453,145.0,0.0,0.0,final,sunday_draftkings,0.1022532425295798,0.1175117169393944,0.1269391338723901,0.0
