season,week,player_id,player_display_name,position,team,opponent_team,game_id,kickoff_et,snapped_at_et,book,book_amer,first_amer,two_plus_amer,p_book,lambda,p_ge1,p_ge2,fair_amer,scored_anytime,scored_two_plus,status,slate,identity_source,l4w_games_available,forward_history_missing,bet_eligible,eligibility_reason,p_first,unquoted_lambda_remainder,book_first_p_devigged,scored_first
2026,3,00-0038124,Christian Watson,WR,GB,ATL,2026_03_ATL_GB,2026-09-24 20:15:00,2026-09-24 17:51:16,DraftKings,150,700,1000.0,0.4,0.4673990901126941,0.3733700413176812,0.0804837687922104,168,1.0,0.0,final,full_draftkings,historical_crosswalk,4,False,True,,0.1106960315797792,0.0,0.1022429160457277,1.0
2026,3,00-0037238,Drake London,WR,ATL,GB,2026_03_ATL_GB,2026-09-24 20:15:00,2026-09-24 17:51:16,DraftKings,180,1100,1400.0,0.3571428571428571,0.3402436862531157,0.2884031047486148,0.0462867539820113,247,0.0,0.0,final,full_draftkings,historical_crosswalk,4,False,True,,0.0805812990119736,0.0,0.0681619440304851,0.0
2026,3,00-0040142,Kaleb Johnson,RB,GB,ATL,2026_03_ATL_GB,2026-09-24 20:15:00,2026-09-24 17:51:16,DraftKings,220,950,1700.0,0.3125,0.3003307138959529,0.2594267376904352,0.0370098411287489,285,0.0,0.0,final,full_draftkings,historical_crosswalk,4,False,True,,0.0711285470876468,0.0,0.0778993646062687,0.0
2026,3,00-0039811,MarShawn Lloyd,RB,GB,ATL,2026_03_ATL_GB,2026-09-24 20:15:00,2026-09-24 17:51:16,DraftKings,225,1000,1800.0,0.3076923076923077,0.285288498104943,0.2482026690753799,0.0337235376565902,303,0.0,0.0,final,full_draftkings,historical_crosswalk,1,False,True,,0.0675660378114092,0.0,0.0743584843968929,0.0
2026,3,00-0036970,Kyle Pitts,TE,ATL,GB,2026_03_ATL_GB,2026-09-24 20:15:00,2026-09-24 17:51:16,DraftKings,400,1800,4000.0,0.2,0.2505378949827028,0.2216180173169227,0.0266038338830418,351,0.0,0.0,final,full_draftkings,historical_crosswalk,4,False,True,,0.0593359108342506,0.0,0.043049648861359,0.0
2026,3,00-0040667,Matthew Golden,WR,GB,ATL,2026_03_ATL_GB,2026-09-24 20:15:00,2026-09-24 17:51:16,DraftKings,190,900,1500.0,0.3448275862068966,0.2450871786483536,0.2173636939075994,0.0255495697396436,360,1.0,0.0,final,full_draftkings,historical_crosswalk,4,False,True,,0.0580449954682535,0.0,0.0817943328365822,0.0
2026,3,00-0038996,Tucker Kraft,TE,GB,ATL,2026_03_ATL_GB,2026-09-24 20:15:00,2026-09-24 17:51:16,DraftKings,200,1000,1600.0,0.3333333333333333,0.2406307226767869,0.2138681265318583,0.0247006456999629,368,0.0,0.0,final,full_draftkings,historical_crosswalk,4,False,True,,0.0569895548364724,0.0,0.0743584843968929,0.0
2026,3,00-0038685,Chris Brooks,RB,GB,ATL,2026_03_ATL_GB,2026-09-24 20:15:00,2026-09-24 17:51:16,DraftKings,340,1400,3000.0,0.2272727272727272,0.1851112411234954,0.1689881639800562,0.0151585316260898,492,0.0,0.0,final,full_draftkings,historical_crosswalk,4,False,True,,0.0438406497287746,0.0,0.0545295552243881,0.0
2026,3,00-0036264,Jordan Love,QB,GB,ATL,2026_03_ATL_GB,2026-09-24 20:15:00,2026-09-24 17:51:16,DraftKings,700,2800,8000.0,0.125,0.153331708575905,0.1421548799715344,0.0106200220240675,603,0.0,0.0,final,full_draftkings,historical_crosswalk,4,False,True,,0.0363141735055742,0.0,0.0282049423574421,0.0
2026,3,00-0039917,Michael Penix,QB,ATL,GB,2026_03_ATL_GB,2026-09-24 20:15:00,2026-09-24 17:51:16,DraftKings,1100,4500,12000.0,0.0833333333333333,0.1143241336063728,0.1080312080402424,0.0060576486955202,826,0.0,0.0,final,full_draftkings,historical_crosswalk,4,False,True,,0.0270758505348623,0.0,0.0177813767036048,0.0
2026,3,00-0037746,Brian Robinson,RB,ATL,GB,2026_03_ATL_GB,2026-09-24 20:15:00,2026-09-24 17:51:16,DraftKings,425,2000,4000.0,0.1904761904761904,0.0963385282747881,0.0918434726376135,0.0043530093483787,989,1.0,0.0,final,full_draftkings,historical_crosswalk,4,False,True,,0.0228162463167913,0.0,0.0389496823031343,0.0
2026,3,00-0032392,Austin Hooper,TE,ATL,GB,2026_03_ATL_GB,2026-09-24 20:15:00,2026-09-24 17:51:16,DraftKings,1600,6500,16000.0,0.0588235294117647,0.0957224491136966,0.0912838039436886,0.0042992641078962,995,1.0,0.0,final,full_draftkings,sleeper_gsis,4,False,True,,0.0226703377779977,0.0,0.0123930807328154,0.0
2026,3,00-0038090,Skyy Moore,WR,GB,ATL,2026_03_ATL_GB,2026-09-24 20:15:00,2026-09-24 17:51:16,DraftKings,500,1700,5500.0,0.1666666666666666,0.0900673615153158,0.0861303764448375,0.0038205506822291,1061,0.0,0.0,final,full_draftkings,historical_crosswalk,4,False,True,,0.0213310203325447,0.0,0.0454412960203234,0.0
2026,3,00-0035208,Olamide Zaccheaus,WR,ATL,GB,2026_03_ATL_GB,2026-09-24 20:15:00,2026-09-24 17:51:16,DraftKings,800,4000,11000.0,0.1111111111111111,0.090024204030295,0.0860909352791634,0.0038169991715988,1062,0.0,0.0,final,full_draftkings,sleeper_gsis,4,False,True,,0.021320799169462,0.0,0.0199498372772151,0.0
2026,3,sleeper:13320,Zachariah Branch,WR,ATL,GB,2026_03_ATL_GB,2026-09-24 20:15:00,2026-09-24 17:51:16,DraftKings,1400,10000,16000.0,0.0666666666666666,0.084525646790413,0.0810519129943814,0.0033772315734188,1134,0.0,0.0,final,full_draftkings,synthetic_sleeper,0,True,False,synthetic_or_unresolved_identity,0.0200185534468131,0.0,0.0080984487957012,0.0
2026,3,00-0037741,Jahan Dotson,WR,ATL,GB,2026_03_ATL_GB,2026-09-24 20:15:00,2026-09-24 17:51:16,DraftKings,750,3500,9000.0,0.1176470588235294,0.0825778975987081,0.0792602883493815,0.0032275387256327,1162,0.0,0.0,final,full_draftkings,historical_crosswalk,4,False,True,,0.0195572600669256,0.0,0.0227206480101617,0.0
2026,3,00-0033858,Jonnu Smith,TE,GB,ATL,2026_03_ATL_GB,2026-09-24 20:15:00,2026-09-24 17:51:16,DraftKings,600,2500,7500.0,0.1428571428571428,0.0823269112551396,0.0790291662527444,0.0032084821542621,1165,0.0,0.0,final,full_draftkings,sleeper_gsis,4,False,True,,0.0194978179481849,0.0,0.0314593587833008,0.0
2026,3,00-0038589,Josh Whyle,TE,GB,ATL,2026_03_ATL_GB,2026-09-24 20:15:00,2026-09-24 17:51:16,DraftKings,1300,5000,13000.0,0.0714285714285714,0.081155119706026,0.0779493478753124,0.003120216827114,1183,,,final,full_draftkings,historical_crosswalk,4,False,True,,0.0192202977795121,0.0,0.0160381044777612,0.0
2026,3,00-0036429,Charlie Woerner,TE,ATL,GB,2026_03_ATL_GB,2026-09-24 20:15:00,2026-09-24 17:51:16,DraftKings,3000,9000,20000.0,0.032258064516129,0.0655914169167758,0.0634865703239976,0.0020593275099591,1475,,,final,full_draftkings,historical_crosswalk,4,False,True,,0.0155342826119564,0.0,0.0089883882238002,0.0
2026,3,00-0037091,Bo Melton,WR,GB,ATL,2026_03_ATL_GB,2026-09-24 20:15:00,2026-09-24 17:51:16,DraftKings,1000,4500,12000.0,0.0909090909090909,0.0571293266850085,0.0555280839541343,0.0015710393175341,1701,0.0,0.0,final,full_draftkings,historical_crosswalk,0,False,False,zero_prior_games,0.0135301712917978,0.0,0.0177813767036048,0.0
2026,3,00-0032764,Derrick Henry,RB,BAL,DAL,2026_03_BAL_DAL,2026-09-27 16:25:00,2026-09-24 17:51:16,DraftKings,-250,360,205.0,0.7142857142857143,0.8082025498109674,0.5543416045013069,0.1941593529145985,-124,,,pregame,full_draftkings,sleeper_gsis,4,False,True,,0.1456100263047257,0.0,0.1754266434485666,
2026,3,00-0036997,Javonte Williams,RB,DAL,BAL,2026_03_BAL_DAL,2026-09-27 16:25:00,2026-09-24 17:51:16,DraftKings,-165,500,340.0,0.6226415094339623,0.5893766796718252,0.4453270840921784,0.118415802610537,125,,,pregame,full_draftkings,historical_crosswalk,4,False,True,,0.1061852054914685,0.0,0.1344937599772343,
2026,3,00-0036358,CeeDee Lamb,WR,DAL,BAL,2026_03_BAL_DAL,2026-09-27 16:25:00,2026-09-24 17:51:16,DraftKings,120,1000,850.0,0.4545454545454545,0.4834685740908513,0.3833591862410622,0.0852327312868064,161,,,pregame,full_draftkings,historical_crosswalk,4,False,True,,0.0871042436173242,0.0,0.0733602327148551,
2026,3,00-0037247,George Pickens,WR,DAL,BAL,2026_03_BAL_DAL,2026-09-27 16:25:00,2026-09-24 17:51:16,DraftKings,165,1300,1200.0,0.3773584905660377,0.4346136596976525,0.3524852201835831,0.0710664520192503,184,,,pregame,full_draftkings,historical_crosswalk,4,False,True,,0.0783022850345745,0.0,0.0576401828473861,
2026,3,00-0034753,Mark Andrews,TE,BAL,DAL,2026_03_BAL_DAL,2026-09-27 16:25:00,2026-09-24 17:51:16,DraftKings,120,850,850.0,0.4545454545454545,0.3940757037310348,0.3256969929453204,0.0599705609122946,207,,,pregame,full_draftkings,sleeper_gsis,4,False,True,,0.0709987534681131,0.0,0.0849434273540427,
2026,3,00-0036550,Rashod Bateman,WR,BAL,DAL,2026_03_BAL_DAL,2026-09-27 16:25:00,2026-09-24 17:51:16,DraftKings,150,1100,1000.0,0.4,0.3202127627948551,0.274005443990424,0.0415327214365734,265,,,pregame,full_draftkings,historical_crosswalk,4,False,True,,0.0576912171640305,0.0,0.0672468799886171,
2026,3,00-0038041,Jake Ferguson,TE,DAL,BAL,2026_03_BAL_DAL,2026-09-27 16:25:00,2026-09-24 17:51:16,DraftKings,270,2000,2200.0,0.2702702702702702,0.2254566754854386,0.2018483607688528,0.0218997456545452,395,,,pregame,full_draftkings,historical_crosswalk,4,False,True,,0.0406194616135387,0.0,0.0384267885649241,
2026,3,00-0039410,Ryan Flournoy,WR,DAL,BAL,2026_03_BAL_DAL,2026-09-27 16:25:00,2026-09-24 17:51:16,DraftKings,380,2200,4000.0,0.2083333333333333,0.2164841883311325,0.1946547313252873,0.0203102145099242,414,,,pregame,full_draftkings,historical_crosswalk,4,False,True,,0.0390029310905121,0.0,0.0350853286897133,
2026,3,00-0034975,Justice Hill,RB,BAL,DAL,2026_03_BAL_DAL,2026-09-27 16:25:00,2026-09-24 17:51:16,DraftKings,475,2800,5000.0,0.1739130434782608,0.1746912127761099,0.1602837256027303,0.0135926712404345,524,,,pregame,full_draftkings,sleeper_gsis,4,False,True,,0.0314732885877225,0.0,0.0278262951677036,
2026,3,00-0034796,Lamar Jackson,QB,BAL,DAL,2026_03_BAL_DAL,2026-09-27 16:25:00,2026-09-24 17:51:16,DraftKings,195,1200,1600.0,0.3389830508474576,0.1636642265950509,0.1509729452706361,0.0120175890000807,562,,,pregame,full_draftkings,sleeper_gsis,4,False,True,,0.0294866087037486,0.0,0.0620740430664158,
2026,3,00-0040075,LaJohntay Wester,WR,BAL,DAL,2026_03_BAL_DAL,2026-09-27 16:25:00,2026-09-24 17:51:16,DraftKings,400,2500,4000.0,0.2,0.1587467178615745,0.1467875649260458,0.0113428912193739,581,,,pregame,full_draftkings,historical_crosswalk,4,False,True,,0.0286006444411975,0.0,0.0310370215332079,
2026,3,sleeper:13324,Matt Hibner,TE,BAL,DAL,2026_03_BAL_DAL,2026-09-27 16:25:00,2026-09-24 17:51:16,DraftKings,1200,5500,15000.0,0.0769230769230769,0.129242669567478,0.121239308807816,0.007665931167176,725,,,pregame,full_draftkings,synthetic_sleeper,0,True,False,synthetic_or_unresolved_identity,0.0232850397710513,0.0,0.0144100457118465,
2026,3,00-0032398,Chris Moore,WR,BAL,DAL,2026_03_BAL_DAL,2026-09-27 16:25:00,2026-09-24 17:51:16,DraftKings,475,3000,5500.0,0.1739130434782608,0.1131737708610466,0.1070045299590902,0.0059408652527276,835,,,pregame,full_draftkings,sleeper_gsis,4,False,True,,0.0203899823824316,0.0,0.0260310503181743,
2026,3,00-0039792,Devontez Walker,WR,BAL,DAL,2026_03_BAL_DAL,2026-09-27 16:25:00,2026-09-24 17:51:16,DraftKings,650,3500,8000.0,0.1333333333333333,0.1123094283600583,0.1062323423519344,0.0058538076347719,841,,,pregame,full_draftkings,historical_crosswalk,4,False,True,,0.0202342578869637,0.0,0.0224156266628723,
2026,3,00-0038705,Emari Demercado,RB,DAL,BAL,2026_03_BAL_DAL,2026-09-27 16:25:00,2026-09-24 17:51:16,DraftKings,550,3000,6500.0,0.1538461538461538,0.1009347607084684,0.0960079932397924,0.0047637763550828,942,,,pregame,full_draftkings,historical_crosswalk,4,False,True,,0.018184937878826,0.0,0.0260310503181743,
2026,3,00-0039530,Brevyn Spann-Ford,TE,DAL,BAL,2026_03_BAL_DAL,2026-09-27 16:25:00,2026-09-24 17:51:16,DraftKings,1400,7000,18000.0,0.0666666666666666,0.0991084877481397,0.0943555486333208,0.0045984966208757,960,,,pregame,full_draftkings,historical_crosswalk,4,False,True,,0.0178559069275437,0.0,0.011365669857231,
2026,3,00-0033077,Dak Prescott,QB,DAL,BAL,2026_03_BAL_DAL,2026-09-27 16:25:00,2026-09-24 17:51:16,DraftKings,600,3500,7000.0,0.1428571428571428,0.0979137265089826,0.093272873105782,0.0044918411847859,972,,,pregame,full_draftkings,sleeper_gsis,4,False,True,,0.0176406524526572,0.0,0.0224156266628723,
2026,3,sleeper:13273,Josh Cuevas,TE,BAL,DAL,2026_03_BAL_DAL,2026-09-27 16:25:00,2026-09-24 17:51:16,DraftKings,2200,8000,20000.0,0.0434782608695652,0.097113981261146,0.0925474323497307,0.0044211006995635,981,,,pregame,full_draftkings,synthetic_sleeper,0,True,False,synthetic_or_unresolved_identity,0.0174965661384012,0.0,0.0099625007390543,
2026,3,00-0034798,Durham Smythe,TE,BAL,DAL,2026_03_BAL_DAL,2026-09-27 16:25:00,2026-09-24 17:51:16,DraftKings,800,4000,10000.0,0.1111111111111111,0.0873625864328756,0.0836552187950597,0.0036009686447288,1095,,,pregame,full_draftkings,sleeper_gsis,4,False,True,,0.0157397035081307,0.0,0.019682013655205,
2026,3,00-0037801,KaVontae Turpin,WR,DAL,BAL,2026_03_BAL_DAL,2026-09-27 16:25:00,2026-09-24 17:51:16,DraftKings,1100,10000,13000.0,0.0833333333333333,0.0717979399172876,0.0692810620417542,0.0024573596543463,1343,,,pregame,full_draftkings,historical_crosswalk,4,False,True,,0.0129354948489417,0.0,0.0079897283154792,
2026,3,00-0039062,Jonathan Mingo,WR,DAL,BAL,2026_03_BAL_DAL,2026-09-27 16:25:00,2026-09-24 17:51:16,DraftKings,1600,9000,20000.0,0.0588235294117647,0.0715281973031327,0.0690299736192845,0.002439365889022,1349,,,pregame,full_draftkings,historical_crosswalk,4,False,True,,0.012886896599466,0.0,0.0088677204380594,
2026,3,sleeper:13268,Elijah Sarratt,WR,BAL,DAL,2026_03_BAL_DAL,2026-09-27 16:25:00,2026-09-24 17:51:16,DraftKings,950,5500,11000.0,0.0952380952380952,0.0680986696558686,0.0658317050345153,0.0022160869126746,1419,,,pregame,full_draftkings,synthetic_sleeper,0,True,False,synthetic_or_unresolved_identity,0.0122690148431567,0.0,0.0144100457118465,
2026,3,00-0038547,Luke Schoonmaker,TE,DAL,BAL,2026_03_BAL_DAL,2026-09-27 16:25:00,2026-09-24 17:51:16,DraftKings,1700,8000,18000.0,0.0555555555555555,0.0679412097102049,0.0656845993642277,0.0022060807941585,1422,,,pregame,full_draftkings,historical_crosswalk,4,False,True,,0.0122406460303691,0.0,0.0099625007390543,
2026,3,00-0038738,Hunter Luepke,RB,DAL,BAL,2026_03_BAL_DAL,2026-09-27 16:25:00,2026-09-24 17:51:16,DraftKings,1200,6500,16000.0,0.0769230769230769,0.0669843127868848,0.0647901279417246,0.0021457373503906,1443,,,pregame,full_draftkings,historical_crosswalk,4,False,True,,0.0120682464429041,0.0,0.0122267054524758,
2026,3,00-0039796,Rasheen Ali,RB,BAL,DAL,2026_03_BAL_DAL,2026-09-27 16:25:00,2026-09-24 17:51:16,DraftKings,2500,12000,20000.0,0.0384615384615384,0.0634776995966704,0.0615049521146041,0.0019314453919722,1526,,,pregame,full_draftkings,historical_crosswalk,4,False,True,,0.0114364765493458,0.0,0.0066691120649868,
2026,3,00-0040784,Quinshon Judkins,RB,CLE,CAR,2026_03_CAR_CLE,2026-09-27 13:00:00,2026-09-24 17:51:16,DraftKings,100,550,650.0,0.5,0.7583155132664211,0.5315451312246386,0.1763085369670964,-113,,,pregame,full_draftkings,historical_crosswalk,4,False,True,,0.1354042657028845,0.0,0.1228949715838724,
2026,3,00-0039491,Jalen Coker,WR,CAR,CLE,2026_03_CAR_CLE,2026-09-27 13:00:00,2026-09-24 17:51:16,DraftKings,185,1000,1500.0,0.3508771929824561,0.5466037140304925,0.4210873718148413,0.10465157914968,137,,,pregame,full_draftkings,historical_crosswalk,4,False,True,,0.097601161039106,0.0,0.0726197559359246,
2026,3,00-0040124,Tetairoa McMillan,WR,CAR,CLE,2026_03_CAR_CLE,2026-09-27 13:00:00,2026-09-24 17:51:16,DraftKings,175,950,1400.0,0.3636363636363636,0.5359109441240049,0.4148639789276332,0.1012831814337775,141,,,pregame,full_draftkings,historical_crosswalk,4,False,True,,0.0956918678330614,0.0,0.076077839551921,
2026,3,00-0036555,Chuba Hubbard,RB,CAR,CLE,2026_03_CAR_CLE,2026-09-27 13:00:00,2026-09-24 17:51:16,DraftKings,-125,450,450.0,0.5555555555555556,0.3914904398728213,0.3239514864264257,0.05928495647214,209,,,pregame,full_draftkings,historical_crosswalk,4,False,True,,0.0699042477877604,0.0,0.1452395118718492,
2026,3,00-0040466,Raheim Sanders,RB,CLE,CAR,2026_03_CAR_CLE,2026-09-27 13:00:00,2026-09-24 17:51:16,DraftKings,475,2200,4500.0,0.1739130434782608,0.2738546472861832,0.2395574003762633,0.0313066604749168,317,,,pregame,full_draftkings,historical_crosswalk,3,False,True,,0.0488992863476871,0.0,0.0347311876215291,
2026,3,00-0040663,Harold Fannin,TE,CLE,CAR,2026_03_CAR_CLE,2026-09-27 13:00:00,2026-09-24 17:51:16,DraftKings,235,1200,2200.0,0.2985074626865671,0.2683172076617128,0.2353348150270958,0.0301619877990391,325,,,pregame,full_draftkings,historical_crosswalk,4,False,True,,0.047910525161732,0.0,0.0614474857919362,
2026,3,sleeper:13346,Denzel Boston,WR,CLE,CAR,2026_03_CAR_CLE,2026-09-27 13:00:00,2026-09-24 17:51:16,DraftKings,185,1200,1300.0,0.3508771929824561,0.2525438575540862,0.2231778574269337,0.0269961969081012,348,,,pregame,full_draftkings,synthetic_sleeper,0,True,False,synthetic_or_unresolved_identity,0.0450940472555925,0.0,0.0614474857919362,
2026,3,00-0039150,Bryce Young,QB,CAR,CLE,2026_03_CAR_CLE,2026-09-27 13:00:00,2026-09-24 17:51:16,DraftKings,380,1800,4000.0,0.2083333333333333,0.2448247870962534,0.217158309808166,0.0254992596768791,360,,,pregame,full_draftkings,historical_crosswalk,4,False,True,,0.0437157356571003,0.0,0.0420430165944826,
2026,3,00-0036407,Jerry Jeudy,WR,CLE,CAR,2026_03_CAR_CLE,2026-09-27 13:00:00,2026-09-24 17:51:16,DraftKings,475,2200,6000.0,0.1739130434782608,0.2405200418550033,0.2137811119947412,0.0246797121445222,368,,,pregame,full_draftkings,historical_crosswalk,4,False,True,,0.0429470834823364,0.0,0.0347311876215291,
2026,3,00-0031610,Darren Waller,TE,CAR,CLE,2026_03_CAR_CLE,2026-09-27 13:00:00,2026-09-24 17:51:16,DraftKings,340,1800,3000.0,0.2272727272727272,0.2300882560353817,0.2055365167881296,0.0227397994521156,387,,,pregame,full_draftkings,sleeper_gsis,4,False,True,,0.0410843914047455,0.0,0.0420430165944826,
2026,3,sleeper:13298,KC Concepcion,WR,CLE,CAR,2026_03_CAR_CLE,2026-09-27 13:00:00,2026-09-24 17:51:16,DraftKings,310,1500,3000.0,0.2439024390243902,0.2212189419500179,0.1984588299091756,0.0211427403323041,404,,,pregame,full_draftkings,synthetic_sleeper,0,True,False,synthetic_or_unresolved_identity,0.0395006931419421,0.0,0.0499260822059481,
2026,3,00-0033537,Deshaun Watson,QB,CLE,CAR,2026_03_CAR_CLE,2026-09-27 13:00:00,2026-09-24 17:51:16,DraftKings,330,1600,3000.0,0.2325581395348837,0.1736552881993018,0.1594133921544642,0.0134410825125742,527,,,pregame,full_draftkings,sleeper_gsis,4,False,True,,0.0310077617728863,0.0,0.0469892538408924,
2026,3,00-0040187,Mitchell Evans,TE,CAR,CLE,2026_03_CAR_CLE,2026-09-27 13:00:00,2026-09-24 17:51:16,DraftKings,950,4000,13000.0,0.0952380952380952,0.1292041614055858,0.121205468697299,0.0076615582325186,725,,,pregame,full_draftkings,historical_crosswalk,4,False,True,,0.0230706009501533,0.0,0.0194833491535407,
2026,3,00-0037005,Tommy Tremble,TE,CAR,CLE,2026_03_CAR_CLE,2026-09-27 13:00:00,2026-09-24 17:51:16,DraftKings,650,2800,7000.0,0.1333333333333333,0.1262462429989735,0.1186022179739602,0.0073290594055445,743,,,pregame,full_draftkings,historical_crosswalk,4,False,True,,0.0225424371939733,0.0,0.0275454246653507,
