game_id,stadium_id,kickoff_utc,station_id,station_name,temp_f,wind_mph,precip_in,humidity_pct,source
2019_07_LAC_TEN,NAS00,2019-10-20T20:05:00,72327,Nashville Airport,77.0,0.0,0.0,40.0,meteostat
2019_07_NO_CHI,CHI98,2019-10-20T20:25:00,72534,Chicago Midway Airport,55.9,8.1,0.0,77.0,meteostat
2019_07_BAL_SEA,SEA00,2019-10-20T20:25:00,KBFI0,Seattle / South Park,50.0,11.4,,86.0,meteostat
2019_07_NE_NYJ,NYC01,2019-10-22T00:15:00,KTEB0,Teterboro,59.0,0.0,0.0,67.0,meteostat
2019_08_SEA_ATL,ATL97,2019-10-27T17:00:00,KFTY0,Atlanta / Carroll Heights,66.9,11.4,0.0,61.0,meteostat
2019_08_PHI_BUF,BUF00,2019-10-27T17:00:00,72528,Buffalo Airport,53.1,30.0,,86.0,meteostat
2019_08_LAC_CHI,CHI98,2019-10-27T17:00:00,72534,Chicago Midway Airport,52.0,7.0,0.0,57.0,meteostat
2019_08_DEN_IND,IND00,2019-10-27T17:00:00,72438,Indianapolis International  Airport,57.0,8.1,0.0,59.0,meteostat
2019_08_NYJ_JAX,JAX00,2019-10-27T17:00:00,74782,Jacksonville / Hatch Road Mobile Home Park,82.0,13.9,0.0,79.0,meteostat
2019_08_CIN_LA,LON00,2019-10-27T17:00:00,03672,Northolt,46.8,3.4,,74.0,meteostat
2019_08_TB_TEN,NAS00,2019-10-27T17:00:00,72327,Nashville Airport,59.0,0.0,0.0,81.0,meteostat
2019_08_CAR_SF,SFO01,2019-10-27T20:05:00,KSJC0,San Jose / Santa Clara Trailer Village,68.0,26.4,0.0,18.0,meteostat
2019_08_CLE_NE,BOS00,2019-10-27T20:25:00,KOWD0,Norwood,53.1,13.9,0.03,83.0,meteostat
2019_08_GB_KC,KAN00,2019-10-28T00:20:00,KMKC0,Kansas City / Harlem,53.1,11.4,0.0,59.0,meteostat
2019_08_MIA_PIT,PIT00,2019-10-29T00:15:00,72520,Greater Pittsburgh International,57.9,0.0,0.0,57.0,meteostat
2019_09_HOU_JAX,LON00,2019-11-03T14:30:00,03672,Northolt,50.4,7.0,,95.0,meteostat
2019_09_WAS_BUF,BUF00,2019-11-03T18:00:00,72528,Buffalo Airport,39.9,17.2,0.0,57.0,meteostat
2019_09_TEN_CAR,CAR00,2019-11-03T18:00:00,72314,Charlotte/Douglas International Airport,59.0,7.0,0.0,33.0,meteostat
2019_09_MIN_KC,KAN00,2019-11-03T18:00:00,KMKC0,Kansas City / Harlem,57.9,13.9,0.0,34.0,meteostat
2019_09_NYJ_MIA,MIA00,2019-11-03T18:00:00,KHWO0,Hollywood / Pembroke Pines,86.0,11.4,0.0,61.0,meteostat
2019_09_CHI_PHI,PHI00,2019-11-03T18:00:00,72408,Philadelphia International Airport,51.1,12.7,0.0,38.0,meteostat
2019_09_IND_PIT,PIT00,2019-11-03T18:00:00,72520,Greater Pittsburgh International,45.0,11.4,0.0,42.0,meteostat
2019_09_DET_OAK,OAK00,2019-11-03T21:05:00,72493,Metro Oakland International  Airport,66.9,7.0,0.0,29.0,meteostat
2019_09_TB_SEA,SEA00,2019-11-03T21:05:00,KBFI0,Seattle / South Park,55.0,4.7,0.0,66.0,meteostat
2019_09_CLE_DEN,DEN00,2019-11-03T21:25:00,KBJC0,Denver / Broomfield / Countryside,53.6,9.2,,32.0,meteostat
2019_09_GB_LAC,LAX97,2019-11-03T21:25:00,KHHR0,Hawthorne / Cypave,73.9,7.0,0.0,26.0,meteostat
2019_09_NE_BAL,BAL00,2019-11-04T01:20:00,KDMH0,Baltimore,48.0,,0.0,50.0,meteostat
2019_09_DAL_NYG,NYC01,2019-11-05T01:15:00,KTEB0,Teterboro,52.0,10.3,0.0,57.0,meteostat
2019_10_LAC_OAK,OAK00,2019-11-08T01:20:00,72493,Metro Oakland International  Airport,55.0,11.4,0.0,80.0,meteostat
2019_10_DET_CHI,CHI98,2019-11-10T18:00:00,72534,Chicago Midway Airport,42.1,10.3,0.0,76.0,meteostat
2019_10_BAL_CIN,CIN00,2019-11-10T18:00:00,KLUK0,Cincinnati / Columbia,61.0,12.7,0.0,46.0,meteostat
2019_10_BUF_CLE,CLE00,2019-11-10T18:00:00,KBKL0,Brookville / Old Chinatown,48.9,10.3,0.0,61.0,meteostat
2019_10_NYG_NYJ,NYC01,2019-11-10T18:00:00,KTEB0,Teterboro,48.9,12.7,0.0,54.0,meteostat
2019_10_ARI_TB,TAM00,2019-11-10T18:00:00,72211,Tampa International Airport,78.1,4.7,0.0,45.0,meteostat
2019_10_KC_TEN,NAS00,2019-11-10T18:00:00,72327,Nashville Airport,64.0,15.0,0.0,34.0,meteostat
2019_10_CAR_GB,GNB00,2019-11-10T21:25:00,72645,Austin Straubel International  Airport,34.0,5.8,0.0,61.0,meteostat
2019_10_LA_PIT,PIT00,2019-11-10T21:25:00,72520,Greater Pittsburgh International,53.1,10.3,0.0,44.0,meteostat
2019_10_SEA_SF,SFO01,2019-11-12T01:15:00,KSJC0,San Jose / Santa Clara Trailer Village,71.1,5.8,0.0,42.0,meteostat
2019_11_PIT_CLE,CLE00,2019-11-15T01:20:00,KBKL0,Brookville / Old Chinatown,36.0,12.7,0.0,62.0,meteostat
2019_11_HOU_BAL,BAL00,2019-11-17T18:00:00,KDMH0,Baltimore,44.1,,0.0,58.0,meteostat
2019_11_ATL_CAR,CAR00,2019-11-17T18:00:00,72314,Charlotte/Douglas International Airport,55.9,8.1,0.0,47.0,meteostat
2019_11_BUF_MIA,MIA00,2019-11-17T18:00:00,KHWO0,Hollywood / Pembroke Pines,63.0,12.7,0.0,70.0,meteostat
2019_11_NO_TB,TAM00,2019-11-17T18:00:00,72211,Tampa International Airport,55.0,5.8,0.0,77.0,meteostat
2019_11_NYJ_WAS,WAS00,2019-11-17T18:00:00,KCGS0,College Park / Lakeland,42.1,7.0,,55.0,meteostat
2019_11_ARI_SF,SFO01,2019-11-17T21:05:00,KSJC0,San Jose / Santa Clara Trailer Village,70.0,0.0,0.0,47.0,meteostat
2019_11_CIN_OAK,OAK00,2019-11-17T21:25:00,72493,Metro Oakland International  Airport,69.1,12.7,0.0,53.0,meteostat
2019_11_NE_PHI,PHI00,2019-11-17T21:25:00,72408,Philadelphia International Airport,43.0,18.3,0.0,60.0,meteostat
2019_11_CHI_LA,LAX99,2019-11-18T01:20:00,KHHR0,Hawthorne / Cypave,81.0,0.0,0.0,18.0,meteostat
2019_11_KC_LAC,MEX00,2019-11-19T01:15:00,76680,"Mexico Central, D. F.",65.7,4.6,,65.0,meteostat
2019_12_DEN_BUF,BUF00,2019-11-24T18:00:00,72528,Buffalo Airport,39.9,23.1,0.0,70.0,meteostat
2019_12_NYG_CHI,CHI98,2019-11-24T18:00:00,72534,Chicago Midway Airport,48.0,10.3,0.0,61.0,meteostat
2019_12_PIT_CIN,CIN00,2019-11-24T18:00:00,KLUK0,Cincinnati / Columbia,46.0,12.7,0.0,65.0,meteostat
2019_12_MIA_CLE,CLE00,2019-11-24T18:00:00,KBKL0,Brookville / Old Chinatown,42.1,15.0,0.0,64.0,meteostat
2019_12_OAK_NYJ,NYC01,2019-11-24T18:00:00,KTEB0,Teterboro,43.0,9.2,0.04,100.0,meteostat
2019_12_SEA_PHI,PHI00,2019-11-24T18:00:00,72408,Philadelphia International Airport,41.0,19.7,0.01,76.0,meteostat
2019_12_DET_WAS,WAS00,2019-11-24T18:00:00,KCGS0,College Park / Lakeland,49.8,16.1,,35.0,meteostat
2019_12_JAX_TEN,NAS00,2019-11-24T21:05:00,72327,Nashville Airport,53.1,5.8,0.0,46.0,meteostat
2019_12_DAL_NE,BOS00,2019-11-24T21:25:00,KOWD0,Norwood,42.1,12.7,,79.0,meteostat
2019_12_GB_SF,SFO01,2019-11-25T01:20:00,KSJC0,San Jose / Santa Clara Trailer Village,62.1,7.0,0.0,44.0,meteostat
2019_12_BAL_LA,LAX99,2019-11-26T01:15:00,KHHR0,Hawthorne / Cypave,63.0,5.8,,70.0,meteostat
2019_13_SF_BAL,BAL00,2019-12-01T18:00:00,KDMH0,Baltimore,41.0,,0.01,93.0,meteostat
2019_13_WAS_CAR,CAR00,2019-12-01T18:00:00,72314,Charlotte/Douglas International Airport,64.9,15.0,0.0,76.0,meteostat
2019_13_NYJ_CIN,CIN00,2019-12-01T18:00:00,KLUK0,Cincinnati / Columbia,45.0,17.2,,68.0,meteostat
2019_13_TB_JAX,JAX00,2019-12-01T18:00:00,74782,Jacksonville / Hatch Road Mobile Home Park,81.0,20.8,0.0,62.0,meteostat
2019_13_PHI_MIA,MIA00,2019-12-01T18:00:00,KHWO0,Hollywood / Pembroke Pines,82.9,9.2,0.0,53.0,meteostat
2019_13_GB_NYG,NYC01,2019-12-01T18:00:00,KTEB0,Teterboro,30.9,7.0,0.01,82.0,meteostat
2019_13_CLE_PIT,PIT00,2019-12-01T18:00:00,72520,Greater Pittsburgh International,46.0,5.8,0.0,93.0,meteostat
2019_13_LAC_DEN,DEN00,2019-12-01T21:25:00,KBJC0,Denver / Broomfield / Countryside,30.2,5.8,,55.0,meteostat
2019_13_OAK_KC,KAN00,2019-12-01T21:25:00,KMKC0,Kansas City / Harlem,36.0,23.1,0.0,54.0,meteostat
2019_13_MIN_SEA,SEA00,2019-12-03T01:15:00,KBFI0,Seattle / South Park,48.9,0.0,0.0,68.0,meteostat
2019_14_DAL_CHI,CHI98,2019-12-06T01:20:00,72534,Chicago Midway Airport,45.0,8.1,0.0,65.0,meteostat
2019_14_BAL_BUF,BUF00,2019-12-08T18:00:00,72528,Buffalo Airport,41.0,17.2,0.0,51.0,meteostat
2019_14_CIN_CLE,CLE00,2019-12-08T18:00:00,KBKL0,Brookville / Old Chinatown,50.0,17.2,0.0,54.0,meteostat
2019_14_WAS_GB,GNB00,2019-12-08T18:00:00,72645,Austin Straubel International  Airport,37.9,7.0,0.0,73.0,meteostat
2019_14_MIA_NYJ,NYC01,2019-12-08T18:00:00,KTEB0,Teterboro,41.0,10.3,0.0,42.0,meteostat
2019_14_IND_TB,TAM00,2019-12-08T18:00:00,72211,Tampa International Airport,79.0,11.4,0.0,54.0,meteostat
2019_14_LAC_JAX,JAX00,2019-12-08T21:05:00,74782,Jacksonville / Hatch Road Mobile Home Park,62.1,10.3,0.01,96.0,meteostat
2019_14_KC_NE,BOS00,2019-12-08T21:25:00,KOWD0,Norwood,36.0,8.1,0.0,50.0,meteostat
2019_14_TEN_OAK,OAK00,2019-12-08T21:25:00,72493,Metro Oakland International  Airport,60.1,5.8,0.0,72.0,meteostat
2019_14_SEA_LA,LAX99,2019-12-09T01:20:00,KHHR0,Hawthorne / Cypave,61.0,9.2,0.0,72.0,meteostat
2019_14_NYG_PHI,PHI00,2019-12-10T01:15:00,72408,Philadelphia International Airport,52.0,16.1,0.03,89.0,meteostat
2019_15_NYJ_BAL,BAL00,2019-12-13T01:20:00,KDMH0,Baltimore,34.0,,0.0,52.0,meteostat
2019_15_SEA_CAR,CAR00,2019-12-15T18:00:00,72314,Charlotte/Douglas International Airport,57.9,9.2,0.0,42.0,meteostat
2019_15_NE_CIN,CIN00,2019-12-15T18:00:00,KLUK0,Cincinnati / Columbia,37.0,8.1,0.0,61.0,meteostat
2019_15_CHI_GB,GNB00,2019-12-15T18:00:00,72645,Austin Straubel International  Airport,12.0,8.1,0.0,69.0,meteostat
2019_15_DEN_KC,KAN00,2019-12-15T18:00:00,KMKC0,Kansas City / Harlem,25.0,9.2,0.02,85.0,meteostat
2019_15_MIA_NYG,NYC01,2019-12-15T18:00:00,KTEB0,Teterboro,46.9,18.3,,52.0,meteostat
2019_15_HOU_TEN,NAS00,2019-12-15T18:00:00,72327,Nashville Airport,46.9,4.7,0.0,68.0,meteostat
2019_15_PHI_WAS,WAS00,2019-12-15T18:00:00,KCGS0,College Park / Lakeland,52.3,9.2,,39.0,meteostat
2019_15_MIN_LAC,LAX97,2019-12-15T21:05:00,KHHR0,Hawthorne / Cypave,64.0,12.7,0.0,28.0,meteostat
2019_15_JAX_OAK,OAK00,2019-12-15T21:05:00,72493,Metro Oakland International  Airport,57.0,5.8,0.0,55.0,meteostat
2019_15_ATL_SF,SFO01,2019-12-15T21:25:00,KSJC0,San Jose / Santa Clara Trailer Village,55.0,9.2,0.0,59.0,meteostat
2019_15_BUF_PIT,PIT00,2019-12-16T01:20:00,72520,Greater Pittsburgh International,30.0,0.0,0.0,63.0,meteostat
2019_16_HOU_TB,TAM00,2019-12-21T18:00:00,72211,Tampa International Airport,73.0,12.7,0.0,61.0,meteostat
2019_16_BUF_NE,BOS00,2019-12-21T21:30:00,KOWD0,Norwood,36.0,0.0,0.0,62.0,meteostat
2019_16_LA_SF,SFO01,2019-12-22T01:15:00,KSJC0,San Jose / Santa Clara Trailer Village,57.0,10.3,0.0,69.0,meteostat
2019_16_BAL_CLE,CLE00,2019-12-22T18:00:00,KBKL0,Brookville / Old Chinatown,52.0,9.2,0.0,38.0,meteostat
2019_16_CIN_MIA,MIA00,2019-12-22T18:00:00,KHWO0,Hollywood / Pembroke Pines,75.9,15.0,,69.0,meteostat
2019_16_PIT_NYJ,NYC01,2019-12-22T18:00:00,KTEB0,Teterboro,45.0,5.8,0.0,49.0,meteostat
2019_16_NO_TEN,NAS00,2019-12-22T18:00:00,72327,Nashville Airport,50.0,4.7,,61.0,meteostat
2019_16_NYG_WAS,WAS00,2019-12-22T18:00:00,KCGS0,College Park / Lakeland,45.7,0.0,,44.0,meteostat
2019_16_DET_DEN,DEN00,2019-12-22T21:05:00,KBKF0,Denver / Aurora / Side Creek,65.1,3.4,,6.0,meteostat
2019_16_OAK_LAC,LAX97,2019-12-22T21:05:00,KHHR0,Hawthorne / Cypave,64.9,10.3,0.0,54.0,meteostat
2019_16_DAL_PHI,PHI00,2019-12-22T21:25:00,72408,Philadelphia International Airport,46.0,9.2,0.0,47.0,meteostat
2019_16_ARI_SEA,SEA00,2019-12-22T21:25:00,KBFI0,Seattle / South Park,44.1,3.4,0.0,82.0,meteostat
2019_16_KC_CHI,CHI98,2019-12-23T01:20:00,72534,Chicago Midway Airport,44.1,10.3,0.0,70.0,meteostat
2019_17_NYJ_BUF,BUF00,2019-12-29T18:00:00,72528,Buffalo Airport,39.9,9.2,0.02,79.0,meteostat
2019_17_NO_CAR,CAR00,2019-12-29T18:00:00,72314,Charlotte/Douglas International Airport,68.0,12.7,,84.0,meteostat
2019_17_CLE_CIN,CIN00,2019-12-29T18:00:00,KLUK0,Cincinnati / Columbia,61.0,4.7,0.04,97.0,meteostat
2019_17_LAC_KC,KAN00,2019-12-29T18:00:00,KMKC0,Kansas City / Harlem,39.0,15.0,0.0,70.0,meteostat
2019_17_MIA_NE,BOS00,2019-12-29T18:00:00,KOWD0,Norwood,46.9,0.0,0.0,37.0,meteostat
2019_17_ATL_TB,TAM00,2019-12-29T18:00:00,72211,Tampa International Airport,79.0,9.2,0.0,74.0,meteostat
2019_17_PIT_BAL,BAL00,2019-12-29T21:25:00,KDMH0,Baltimore,46.9,,0.04,93.0,meteostat
2019_17_OAK_DEN,DEN00,2019-12-29T21:25:00,KBKF0,Denver / Aurora / Side Creek,28.2,4.7,,43.0,meteostat
2019_17_IND_JAX,JAX00,2019-12-29T21:25:00,74782,Jacksonville / Hatch Road Mobile Home Park,75.9,8.1,0.0,85.0,meteostat
2019_17_ARI_LA,LAX99,2019-12-29T21:25:00,KHHR0,Hawthorne / Cypave,60.1,0.0,0.0,51.0,meteostat
2019_17_PHI_NYG,NYC01,2019-12-29T21:25:00,KTEB0,Teterboro,43.0,5.8,,62.0,meteostat
2019_17_SF_SEA,SEA00,2019-12-30T01:20:00,KBFI0,Seattle / South Park,46.9,4.7,0.0,86.0,meteostat
2020_01_HOU_KC,KAN00,2020-09-11T00:20:00,KMKC0,Kansas City / Harlem,57.0,10.3,0.0,90.0,meteostat
2020_01_CLE_BAL,BAL00,2020-09-13T17:00:00,72406,Baltimore-Washington International,79.0,7.0,0.0,60.0,meteostat
2020_01_NYJ_BUF,BUF00,2020-09-13T17:00:00,72528,Buffalo Airport,68.0,13.9,0.01,81.0,meteostat
2020_01_LV_CAR,CAR00,2020-09-13T17:00:00,72314,Charlotte/Douglas International Airport,81.0,3.4,0.0,60.0,meteostat
2020_01_IND_JAX,JAX00,2020-09-13T17:00:00,74782,Jacksonville / Hatch Road Mobile Home Park,86.0,17.2,,70.0,meteostat
2020_01_MIA_NE,BOS00,2020-09-13T17:00:00,KOWD0,Norwood,73.9,8.1,0.0,53.0,meteostat
2020_01_PHI_WAS,WAS00,2020-09-13T17:00:00,KCGS0,College Park / Lakeland,76.3,0.0,,61.0,meteostat
2020_01_LAC_CIN,CIN00,2020-09-13T20:05:00,KLUK0,Cincinnati / Columbia,81.0,3.4,0.0,56.0,meteostat
2020_01_ARI_SF,SFO01,2020-09-13T20:25:00,KSJC0,San Jose / Santa Clara Trailer Village,66.0,5.8,0.0,68.0,meteostat
2020_01_PIT_NYG,NYC01,2020-09-14T23:15:00,KTEB0,Teterboro,69.1,11.4,0.0,45.0,meteostat
2020_01_TEN_DEN,DEN00,2020-09-15T02:10:00,KBJC0,Denver / Broomfield / Countryside,73.4,0.0,,22.0,meteostat
2020_02_CIN_CLE,CLE00,2020-09-18T00:20:00,KBKL0,Brookville / Old Chinatown,64.9,11.4,0.0,50.0,meteostat
2020_02_NYG_CHI,CHI98,2020-09-20T17:00:00,72534,Chicago Midway Airport,68.0,12.7,0.0,33.0,meteostat
2020_02_DET_GB,GNB00,2020-09-20T17:00:00,72645,Austin Straubel International  Airport,68.0,9.2,0.0,39.0,meteostat
2020_02_BUF_MIA,MIA00,2020-09-20T17:00:00,KHWO0,Hollywood / Pembroke Pines,88.0,9.2,0.0,78.0,meteostat
2020_02_SF_NYJ,NYC01,2020-09-20T17:00:00,KTEB0,Teterboro,62.1,7.0,0.0,28.0,meteostat
2020_02_LA_PHI,PHI00,2020-09-20T17:00:00,72408,Philadelphia International Airport,64.0,12.7,0.0,35.0,meteostat
2020_02_DEN_PIT,PIT00,2020-09-20T17:00:00,72520,Greater Pittsburgh International,61.0,8.1,0.0,32.0,meteostat
2020_02_CAR_TB,TAM00,2020-09-20T17:00:00,72211,Tampa International Airport,88.0,13.9,0.0,61.0,meteostat
2020_02_JAX_TEN,NAS00,2020-09-20T17:00:00,72327,Nashville Airport,75.9,3.4,0.0,54.0,meteostat
2020_02_NE_SEA,SEA00,2020-09-21T00:20:00,KBFI0,Seattle / South Park,70.0,5.8,0.0,55.0,meteostat
2020_03_MIA_JAX,JAX00,2020-09-25T00:20:00,74782,Jacksonville / Hatch Road Mobile Home Park,81.0,10.3,0.0,72.0,meteostat
2020_03_LA_BUF,BUF00,2020-09-27T17:00:00,72528,Buffalo Airport,81.0,17.2,0.0,44.0,meteostat
2020_03_WAS_CLE,CLE00,2020-09-27T17:00:00,KBKL0,Brookville / Old Chinatown,79.0,16.1,0.0,50.0,meteostat
2020_03_LV_NE,BOS00,2020-09-27T17:00:00,KOWD0,Norwood,79.0,10.3,0.0,65.0,meteostat
2020_03_SF_NYG,NYC01,2020-09-27T17:00:00,KTEB0,Teterboro,75.9,3.4,0.0,69.0,meteostat
2020_03_CIN_PHI,PHI00,2020-09-27T17:00:00,72408,Philadelphia International Airport,77.0,5.8,0.0,71.0,meteostat
2020_03_HOU_PIT,PIT00,2020-09-27T17:00:00,72520,Greater Pittsburgh International,75.9,10.3,0.0,54.0,meteostat
2020_03_TB_DEN,DEN00,2020-09-27T20:25:00,KBJC0,Denver / Broomfield / Countryside,53.6,6.8,,41.0,meteostat
2020_03_DAL_SEA,SEA00,2020-09-27T20:25:00,KBFI0,Seattle / South Park,64.9,8.1,0.0,61.0,meteostat
2020_03_KC_BAL,BAL00,2020-09-29T00:15:00,72406,Baltimore-Washington International,71.1,5.8,0.0,87.0,meteostat
2020_04_DEN_NYJ,NYC01,2020-10-02T00:20:00,KTEB0,Teterboro,66.0,8.1,0.0,54.0,meteostat
2020_04_ARI_CAR,CAR00,2020-10-04T17:00:00,72314,Charlotte/Douglas International Airport,66.9,8.1,0.0,51.0,meteostat
2020_04_JAX_CIN,CIN00,2020-10-04T17:00:00,KLUK0,Cincinnati / Columbia,69.1,12.7,0.0,47.0,meteostat
2020_04_SEA_MIA,MIA00,2020-10-04T17:00:00,KHWO0,Hollywood / Pembroke Pines,88.0,15.0,0.0,70.0,meteostat
2020_04_LAC_TB,TAM00,2020-10-04T17:00:00,72211,Tampa International Airport,75.9,8.1,0.0,82.0,meteostat
2020_04_BAL_WAS,WAS00,2020-10-04T17:00:00,KCGS0,College Park / Lakeland,65.3,0.0,,43.0,meteostat
2020_04_IND_CHI,CHI98,2020-10-04T20:25:00,72534,Chicago Midway Airport,55.0,12.7,0.0,45.0,meteostat
2020_04_PHI_SF,SFO01,2020-10-05T00:20:00,KSJC0,San Jose / Santa Clara Trailer Village,82.0,9.2,0.0,32.0,meteostat
2020_04_NE_KC,KAN00,2020-10-05T23:05:00,KMKC0,Kansas City / Harlem,73.0,8.1,0.0,38.0,meteostat
2020_04_ATL_GB,GNB00,2020-10-06T01:00:00,72645,Austin Straubel International  Airport,57.0,11.4,0.0,44.0,meteostat
2020_05_TB_CHI,CHI98,2020-10-09T00:20:00,72534,Chicago Midway Airport,57.9,8.1,0.0,64.0,meteostat
2020_05_CIN_BAL,BAL00,2020-10-11T17:00:00,72406,Baltimore-Washington International,70.0,10.3,0.0,82.0,meteostat
2020_05_LV_KC,KAN00,2020-10-11T17:00:00,KMKC0,Kansas City / Harlem,80.1,13.9,0.0,54.0,meteostat
2020_05_ARI_NYJ,NYC01,2020-10-11T17:00:00,KTEB0,Teterboro,64.9,8.1,0.0,58.0,meteostat
2020_05_PHI_PIT,PIT00,2020-10-11T17:00:00,72520,Greater Pittsburgh International,68.0,8.1,0.0,81.0,meteostat
2020_05_LA_WAS,WAS00,2020-10-11T17:00:00,KCGS0,College Park / Lakeland,70.0,0.0,,82.0,meteostat
2020_05_MIA_SF,SFO01,2020-10-11T20:05:00,KSJC0,San Jose / Santa Clara Trailer Village,75.9,13.9,0.0,37.0,meteostat
2020_05_IND_CLE,CLE00,2020-10-11T20:25:00,KBKL0,Brookville / Old Chinatown,63.0,19.7,0.0,75.0,meteostat
2020_05_MIN_SEA,SEA00,2020-10-12T00:20:00,KBFI0,Seattle / South Park,57.0,15.0,0.05,96.0,meteostat
2020_05_BUF_TEN,NAS00,2020-10-13T23:00:00,72327,Nashville Airport,70.0,4.7,0.0,35.0,meteostat
2020_06_CHI_CAR,CAR00,2020-10-18T17:00:00,72314,Charlotte/Douglas International Airport,64.0,3.4,0.0,43.0,meteostat
2020_06_DET_JAX,JAX00,2020-10-18T17:00:00,74782,Jacksonville / Hatch Road Mobile Home Park,82.9,16.1,0.0,70.0,meteostat
2020_06_DEN_NE,BOS00,2020-10-18T17:00:00,KOWD0,Norwood,62.1,9.2,,36.0,meteostat
2020_06_WAS_NYG,NYC01,2020-10-18T17:00:00,KTEB0,Teterboro,63.0,10.3,0.0,48.0,meteostat
2020_06_BAL_PHI,PHI00,2020-10-18T17:00:00,72408,Philadelphia International Airport,64.9,12.7,0.0,47.0,meteostat
2020_06_CLE_PIT,PIT00,2020-10-18T17:00:00,72520,Greater Pittsburgh International,60.1,10.3,0.0,37.0,meteostat
2020_06_HOU_TEN,NAS00,2020-10-18T17:00:00,72327,Nashville Airport,63.0,5.8,0.0,60.0,meteostat
2020_06_NYJ_MIA,MIA00,2020-10-18T20:05:00,KHWO0,Hollywood / Pembroke Pines,87.1,16.1,0.0,65.0,meteostat
2020_06_GB_TB,TAM00,2020-10-18T20:25:00,72211,Tampa International Airport,88.0,10.3,0.0,46.0,meteostat
2020_06_LA_SF,SFO01,2020-10-19T00:20:00,KSJC0,San Jose / Santa Clara Trailer Village,84.9,9.2,0.0,24.0,meteostat
2020_06_KC_BUF,BUF00,2020-10-19T21:00:00,72528,Buffalo Airport,50.0,7.0,,89.0,meteostat
2020_07_NYG_PHI,PHI00,2020-10-23T00:20:00,72408,Philadelphia International Airport,70.0,3.4,0.0,87.0,meteostat
2020_07_CLE_CIN,CIN00,2020-10-25T17:00:00,KLUK0,Cincinnati / Columbia,50.0,8.1,0.0,71.0,meteostat
2020_07_BUF_NYJ,NYC01,2020-10-25T17:00:00,KTEB0,Teterboro,50.0,5.8,0.0,52.0,meteostat
2020_07_PIT_TEN,NAS00,2020-10-25T17:00:00,72327,Nashville Airport,57.9,0.0,0.0,81.0,meteostat
2020_07_DAL_WAS,WAS00,2020-10-25T17:00:00,KCGS0,College Park / Lakeland,46.4,3.4,,82.0,meteostat
2020_07_KC_DEN,DEN00,2020-10-25T20:25:00,KBJC0,Denver / Broomfield / Countryside,14.0,12.4,,85.0,meteostat
2020_07_SF_NE,BOS00,2020-10-25T20:25:00,KOWD0,Norwood,50.0,8.1,0.0,61.0,meteostat
2020_08_ATL_CAR,CAR00,2020-10-30T00:20:00,72314,Charlotte/Douglas International Airport,75.0,8.1,0.0,79.0,meteostat
2020_08_PIT_BAL,BAL00,2020-11-01T18:00:00,72406,Baltimore-Washington International,54.0,5.8,0.02,90.0,meteostat
2020_08_NE_BUF,BUF00,2020-11-01T18:00:00,72528,Buffalo Airport,42.1,12.7,0.03,79.0,meteostat
2020_08_TEN_CIN,CIN00,2020-11-01T18:00:00,KLUK0,Cincinnati / Columbia,53.1,20.8,0.0,31.0,meteostat
2020_08_LV_CLE,CLE00,2020-11-01T18:00:00,KBKL0,Brookville / Old Chinatown,45.0,38.0,0.01,65.0,meteostat
2020_08_MIN_GB,GNB00,2020-11-01T18:00:00,72645,Austin Straubel International  Airport,36.0,27.7,0.0,46.0,meteostat
2020_08_NYJ_KC,KAN00,2020-11-01T18:00:00,KMKC0,Kansas City / Harlem,48.9,10.3,0.0,29.0,meteostat
2020_08_LA_MIA,MIA00,2020-11-01T18:00:00,KHWO0,Hollywood / Pembroke Pines,86.0,12.7,0.0,75.0,meteostat
2020_08_LAC_DEN,DEN00,2020-11-01T21:05:00,KBJC0,Denver / Broomfield / Countryside,62.6,6.8,,27.0,meteostat
2020_08_NO_CHI,CHI98,2020-11-01T21:25:00,72534,Chicago Midway Airport,42.1,21.9,0.0,33.0,meteostat
2020_08_SF_SEA,SEA00,2020-11-01T21:25:00,KBFI0,Seattle / South Park,57.9,3.4,0.0,53.0,meteostat
2020_08_DAL_PHI,PHI00,2020-11-02T01:20:00,72408,Philadelphia International Airport,48.9,11.4,0.0,63.0,meteostat
2020_08_TB_NYG,NYC01,2020-11-03T01:15:00,KTEB0,Teterboro,39.0,8.1,0.0,46.0,meteostat
2020_09_GB_SF,SFO01,2020-11-06T01:20:00,KSJC0,San Jose / Santa Clara Trailer Village,75.9,0.0,0.0,39.0,meteostat
2020_09_SEA_BUF,BUF00,2020-11-08T18:00:00,72528,Buffalo Airport,70.0,5.8,0.0,36.0,meteostat
2020_09_HOU_JAX,JAX00,2020-11-08T18:00:00,74782,Jacksonville / Hatch Road Mobile Home Park,82.9,16.1,0.0,63.0,meteostat
2020_09_CAR_KC,KAN00,2020-11-08T18:00:00,KMKC0,Kansas City / Harlem,72.0,16.1,0.0,59.0,meteostat
2020_09_CHI_TEN,NAS00,2020-11-08T18:00:00,72327,Nashville Airport,79.0,8.1,0.0,47.0,meteostat
2020_09_NYG_WAS,WAS00,2020-11-08T18:00:00,KCGS0,College Park / Lakeland,73.8,3.4,,46.0,meteostat
2020_09_NO_TB,TAM00,2020-11-09T01:20:00,72211,Tampa International Airport,77.0,10.3,,69.0,meteostat
2020_09_NE_NYJ,NYC01,2020-11-10T01:15:00,KTEB0,Teterboro,57.9,3.4,0.0,78.0,meteostat
