pff_id,gsis_id,player,team,nfl_seasons,blend,lambda,NFL_WR,college_wr,Talent_WR,score,rank_wr,N_career,weight_covered,z_yprr,neff_yprr,r_yprr,z_grades_pass_route,neff_grades_pass_route,r_grades_pass_route,z_deep_explosive,neff_deep_explosive,r_deep_explosive,z_receiving_EPA_target,neff_receiving_EPA_target,r_receiving_EPA_target,z_avg_separation,neff_avg_separation,r_avg_separation,z_contested_catch_rate,neff_contested_catch_rate,r_contested_catch_rate,z_drop_rate,neff_drop_rate,r_drop_rate,z_YAC_over_expected,neff_YAC_over_expected,r_YAC_over_expected,z_MTF_rec,neff_MTF_rec,r_MTF_rec
48054,00-0036427,Tyler Johnson,NYJ,6,False,1.0,0.022716397401360378,1.3374294664022652,0.022716397401360378,68.7,80,367.0,0.83,-0.2374,277.4,0.4866,-0.4789,277.4,0.5402,0.2726,5.0,0.1186,0.0136,36.5,0.2177,,,,1.0236,7.4,0.1116,0.2631,36.5,0.145,,,,1.4484,26.3,0.3791
123000,00-0038994,Jordan Addison,MIN,3,True,0.9680645058887019,-0.021226663609422727,0.9769747940286848,0.010651393162868283,68.4,81,1605.0,1.0,0.1009,933.9,0.7614,-0.0894,933.9,0.7982,0.0619,45.2,0.5487,0.1159,160.5,0.5505,-0.0256,160.5,0.7603,0.1988,31.8,0.3502,-0.4876,160.5,0.4275,0.2587,99.5,0.5363,-0.4425,99.5,0.6978
33441,00-0035216,Diontae Johnson,HST,7,False,1.0,0.0015401130531777153,0.7893234232036946,0.0015401130531777153,68.1,82,664.0,1.0,0.3653,265.5,0.4756,0.282,265.5,0.5292,-0.7632,12.6,0.2532,-0.8512,64.7,0.3305,-0.2741,64.7,0.5611,-0.1594,13.7,0.1886,0.4431,64.7,0.2313,-0.65,35.3,0.2912,0.3737,35.3,0.4507
99711,00-0038393,Dontayvion Wicks,GB,3,True,0.9426943890629451,-0.005131069457836626,-0.0058030710356686,-0.005169578918804952,67.9,83,871.0,1.0,0.1252,508.9,0.6349,0.1518,508.9,0.6831,-0.3923,19.0,0.3386,-0.0734,106.5,0.4483,-0.421,106.5,0.6778,0.0597,21.9,0.2711,-1.1315,106.5,0.3313,0.4425,65.0,0.4302,0.4861,65.0,0.6013
12270,00-0033307,Kendrick Bourne,SF,9,False,1.0,-0.03762128337705883,,-0.03762128337705883,66.9,84,918.0,1.0,-0.0999,624.0,0.6807,-0.333,624.0,0.7255,-0.6461,11.1,0.2296,0.0169,90.0,0.4072,-0.0468,69.6,0.5792,0.1119,19.7,0.2507,-0.6207,90.0,0.2951,1.4355,48.2,0.3591,0.2492,63.6,0.5962
48080,00-0035341,Trenton Irwin,CIN,7,False,1.0,-0.04143984480008305,0.2690284154688636,-0.04143984480008305,66.8,85,262.0,0.83,-0.3027,79.3,0.2131,-0.5881,79.3,0.2513,0.8421,1.5,0.0391,1.489,10.0,0.0708,,,,0.5077,1.2,0.0201,1.417,10.0,0.0444,,,,-0.8421,7.6,0.1493
8288,00-0030035,Adam Thielen,PIT,13,False,1.0,-0.039980176220836675,,-0.039980176220836675,66.8,85,1198.0,1.0,-0.0728,619.1,0.679,-0.0194,619.1,0.7239,0.4511,11.6,0.2384,0.8981,108.7,0.4535,0.0574,74.7,0.5962,0.6183,19.1,0.2451,0.0816,108.7,0.3359,-1.3844,57.6,0.4009,-0.8082,78.6,0.6459
10760,00-0032775,Demarcus Robinson,SF,10,False,1.0,-0.05649628192591666,0.2962345962381428,-0.05649628192591666,66.3,87,1152.0,1.0,-0.4003,708.1,0.7075,-0.1059,708.1,0.7499,0.2413,25.7,0.4087,0.3283,90.6,0.4087,-0.5756,38.0,0.4286,1.1871,19.9,0.2526,0.3513,90.6,0.2965,-0.3526,19.2,0.1829,-0.3845,57.0,0.5697
84292,00-0037291,Jalen Nailor,MIN,4,False,1.0,-0.07156004912979055,0.3867932273785978,-0.07156004912979055,65.9,88,845.0,1.0,-0.6213,653.3,0.6906,-0.3115,653.3,0.7345,0.8729,14.4,0.2794,0.4471,74.8,0.3636,-0.8053,49.0,0.492,1.295,14.8,0.2002,0.0751,74.8,0.2583,1.1692,29.0,0.2521,-0.5521,46.0,0.5167
77997,00-0038752,Jake Bobo,SEA,3,True,0.8504089219330855,-0.18845450827943017,0.5796823645274801,-0.07354808537329606,65.8,89,301.0,0.83,-0.8847,128.4,0.3049,-0.6579,128.4,0.3523,2.8543,0.3,0.0081,0.2396,16.6,0.1125,,,,1.4636,3.8,0.0601,0.1263,16.6,0.0717,,,,-1.0762,12.9,0.2304
10681,00-0032765,Michael Thomas,NO,10,False,1.0,-0.07596945163295955,0.9809544152452094,-0.07596945163295955,65.8,89,324.0,1.0,-0.0338,98.0,0.2508,0.0177,98.0,0.2933,-0.6857,3.0,0.0753,0.0776,19.1,0.127,-1.7776,19.1,0.2736,0.3429,5.1,0.0803,0.9012,19.1,0.0815,-0.2848,11.8,0.1206,-0.0657,11.8,0.215
77965,00-0036849,Tutu Atwell,LA,5,False,1.0,-0.07838063956925083,0.735755478237743,-0.07838063956925083,65.7,91,824.0,1.0,0.2703,422.9,0.5909,-0.2314,422.9,0.6417,0.7337,17.0,0.3144,0.2105,69.4,0.3462,0.2841,54.4,0.518,-1.0041,13.7,0.1889,0.2978,69.4,0.244,-1.2383,35.8,0.2936,-1.1099,41.8,0.4922
47895,00-0034407,Ray-Ray McCloud III,ATL,8,False,1.0,-0.08930950148319025,0.027115107699956,-0.08930950148319025,65.3,92,547.0,1.0,-0.3809,300.9,0.5069,-0.5548,300.9,0.5603,-0.7513,2.2,0.0559,-0.5236,44.6,0.2538,0.4155,44.6,0.4682,0.0487,9.4,0.1369,0.4713,44.6,0.1717,0.6478,34.1,0.2839,0.2611,34.1,0.4418
101106,00-0038563,Tre Tucker,LV,3,True,0.9646769662921347,-0.12357490413965755,0.3850953127712318,-0.10560712892152707,64.9,93,1446.0,1.0,-0.5544,1001.8,0.7739,-0.4745,1001.8,0.8092,0.1304,32.7,0.4681,0.036,143.2,0.5222,0.8372,132.9,0.7243,-0.0861,22.2,0.2733,0.0282,143.2,0.3999,-0.463,82.8,0.4906,0.2641,88.6,0.6729
146567,00-0039868,Troy Franklin,DEN,2,True,0.9362039444479676,-0.1814313414244035,1.03929907566041,-0.10355355592200509,64.9,93,777.0,1.0,-0.083,651.5,0.69,-0.5738,651.5,0.734,-0.4748,35.0,0.4851,-0.6924,130.6,0.4992,0.5476,130.6,0.7208,0.1027,20.3,0.2562,-0.8936,130.6,0.378,-0.2403,81.5,0.4865,0.2768,81.5,0.6542
172430,00-0040669,Isaac TeSlaa,DET,1,True,0.8482654600301659,-0.13786997292682804,0.0488999007058574,-0.10953053207094847,64.7,95,296.0,0.83,-1.0074,296.0,0.5028,-0.4091,296.0,0.5562,0.006,4.0,0.0972,1.7414,26.0,0.1656,,,,0.5891,9.0,0.1325,1.2863,26.0,0.1079,,,,-0.5673,16.0,0.2708
62979,00-0036988,Joshua Palmer,BUF,5,False,1.0,-0.11329649547852028,-0.0506630044953641,-0.11329649547852028,64.6,96,970.0,1.0,0.0197,555.5,0.6549,-0.2434,555.5,0.7017,0.5628,18.3,0.3298,0.2397,89.8,0.4067,-0.6921,52.8,0.5107,0.3368,17.6,0.2299,-0.0441,89.8,0.2947,-0.3961,32.9,0.2769,-1.0957,54.9,0.5605
63707,00-0037545,Rashid Shaheed,SEA,4,False,1.0,-0.11888286689472946,,-0.11888286689472946,64.4,97,1164.0,1.0,0.1553,786.4,0.7288,0.0311,786.4,0.7691,-0.0331,40.1,0.5189,-0.833,142.5,0.521,-0.1777,120.5,0.7042,-0.6326,22.6,0.277,1.2047,142.5,0.3987,-1.0214,75.9,0.4688,-0.8898,86.9,0.6686
26075,00-0034764,Michael Gallup,DAL,8,False,1.0,-0.13335418123066153,1.550902500896127,-0.13335418123066153,64.0,98,443.0,1.0,-0.3501,134.0,0.314,-0.2679,134.0,0.362,0.608,2.7,0.0683,0.0368,18.8,0.1252,-1.1426,18.8,0.2704,-0.3447,6.1,0.0931,-0.0272,18.8,0.0803,-0.4456,12.1,0.1233,-0.0976,12.1,0.2193
129918,00-0040705,Chimere Dike,TEN,1,True,0.8866095581605049,-0.16636307926644212,0.1156209103102048,-0.13438879009668253,64.0,98,414.0,1.0,-0.6379,414.0,0.5858,-0.2373,414.0,0.6368,-0.4839,11.0,0.2285,-0.6621,73.0,0.3578,1.7221,73.0,0.5906,-0.6537,3.0,0.0484,0.5148,73.0,0.2536,-0.9377,48.0,0.3581,-0.8258,48.0,0.527
48036,00-0034646,Brandon Powell,MIN,8,False,1.0,-0.1376540252829934,-0.069417384265997,-0.1376540252829934,63.9,100,287.0,0.83,-0.4292,86.8,0.2287,-0.3458,86.8,0.2688,0.2974,1.2,0.0315,-0.7189,13.0,0.0903,,,,-0.7084,2.1,0.0347,-0.5223,13.0,0.0571,,,,-0.0548,8.8,0.1692
77986,00-0036626,Dyami Brown,JAX,5,False,1.0,-0.1403858358657902,0.6373389204241295,-0.1403858358657902,63.8,101,723.0,0.83,-0.2495,448.8,0.6053,-0.597,448.8,0.6553,0.0685,14.9,0.2866,-0.4295,74.8,0.3633,,,,-0.0491,14.2,0.1937,-0.879,74.8,0.2581,,,,1.2563,47.8,0.5262
9453,00-0031549,Nelson Agholor,BLT,11,False,1.0,-0.14432373452169828,1.3967777916304085,-0.14432373452169828,63.7,102,624.0,1.0,-0.5486,245.7,0.4563,-0.5125,245.7,0.5099,-0.5672,6.5,0.1482,0.3939,32.2,0.1974,1.4689,15.7,0.2372,-1.0069,8.8,0.1296,-0.2138,32.2,0.1304,-0.7225,11.5,0.1179,0.1133,19.7,0.3143
10689,00-0033009,Tyler Boyd,TEN,10,False,1.0,-0.14695631825680758,1.2812594032149784,-0.14695631825680758,63.6,103,1006.0,1.0,-0.7099,410.5,0.5837,-0.532,410.5,0.6348,-0.4177,4.0,0.0975,-0.4936,58.3,0.3081,0.0278,58.3,0.5355,0.2351,10.6,0.1523,0.7412,58.3,0.2135,0.5112,41.7,0.3266,0.2996,41.7,0.492
12087,00-0033375,Tim Patrick,JAX,9,False,1.0,-0.15981461060709373,0.443962906136845,-0.15981461060709373,63.2,104,531.0,0.83,-0.5252,368.6,0.5573,-0.3918,368.6,0.6095,0.329,7.4,0.1661,0.0392,52.0,0.284,,,,-0.3701,9.2,0.135,-0.4938,52.0,0.1947,,,,0.4116,33.7,0.4389
84296,00-0036550,Rashod Bateman,BLT,5,False,1.0,-0.1607553911120896,1.035390722654125,-0.1607553911120896,63.2,104,1200.0,1.0,-0.4774,707.3,0.7073,-0.5261,707.3,0.7497,-0.0726,19.9,0.3487,0.3103,94.2,0.4182,0.5889,59.2,0.539,-0.1278,12.5,0.1754,-0.6748,94.2,0.3046,-0.5416,38.9,0.3116,0.3511,57.9,0.5736
144949,00-0039901,Keon Coleman,BUF,2,True,0.932287810459716,-0.19448266082446433,0.306747381926539,-0.16054327716642375,63.2,104,729.0,1.0,-0.0917,561.1,0.6572,-0.2175,561.1,0.7038,-0.2741,23.6,0.388,0.2662,99.2,0.4309,-0.7501,99.2,0.6622,-0.5197,24.5,0.2933,-1.074,99.2,0.3158,0.2346,57.6,0.401,-0.4376,57.6,0.5721
131905,00-0039855,Jalen McMillan,TB,2,True,0.8863662035468203,-0.24607628105833063,0.3847210374788219,-0.17439638696046827,62.8,107,413.0,1.0,-0.4314,227.2,0.4369,-0.5548,227.2,0.4903,0.4035,7.2,0.1614,-0.1693,34.1,0.2065,0.5828,34.1,0.4026,-1.1702,6.6,0.1007,-1.0143,34.1,0.1369,-0.93,21.5,0.1996,-1.0622,21.5,0.3324
47546,00-0034775,Christian Kirk,HST,8,False,1.0,-0.1813677907314871,0.5578436641148118,-0.1813677907314871,62.6,108,947.0,1.0,0.0604,583.0,0.6657,-0.2761,583.0,0.7117,0.8173,17.5,0.3207,-0.6871,114.1,0.4654,-0.3031,114.1,0.6927,-0.9286,18.6,0.2401,-0.4552,114.1,0.3467,-0.765,70.1,0.449,-0.2986,70.1,0.6194
25578,00-0035535,Darius Slayton,NYG,7,False,1.0,-0.19144771456650783,-0.0137617047482697,-0.19144771456650783,62.2,109,1523.0,1.0,-0.3457,894.8,0.7535,-0.6422,894.8,0.7912,-0.1737,26.3,0.4145,0.2703,121.5,0.4812,-0.4773,121.5,0.706,-0.2697,25.3,0.3006,-1.2372,121.5,0.3612,0.5784,73.6,0.461,0.7913,73.6,0.6307
48170,00-0034418,Cedrick Wilson Jr.,NO,8,False,1.0,-0.1941007987225634,1.4428731564280255,-0.1941007987225634,62.2,109,505.0,0.83,-0.6177,202.8,0.4092,-0.3091,202.8,0.462,0.1184,2.7,0.067,-0.4524,29.0,0.1813,,,,-0.7793,5.2,0.0814,0.3932,29.0,0.1189,,,,-0.4085,18.6,0.3012
11872,00-0033943,Josh Reynolds,NYJ,9,False,1.0,-0.19755291563717897,0.6776511122912555,-0.19755291563717897,62.1,111,951.0,1.0,-0.7844,451.5,0.6067,-0.3223,451.5,0.6566,-0.7285,9.0,0.1946,-0.2341,56.9,0.3028,-0.7505,22.7,0.3096,-0.432,16.6,0.2202,0.0182,56.9,0.2093,0.3112,14.5,0.1444,1.0518,32.7,0.4313
11762,00-0033536,Mike Williams,PIT,9,False,1.0,-0.20114354165495998,1.3597326556357334,-0.20114354165495998,62.0,112,348.0,0.83,-0.8686,191.4,0.3954,-0.841,191.4,0.4477,0.9578,6.6,0.1509,1.0017,19.8,0.1313,,,,1.3117,5.5,0.0854,0.5368,19.8,0.0844,,,,-1.3904,12.1,0.2193
11817,00-0033857,JuJu Smith-Schuster,KC,9,False,1.0,-0.20645092045631974,0.7204072047212499,-0.20645092045631974,61.8,113,950.0,1.0,-0.8243,635.8,0.6847,-0.7193,635.8,0.7292,-0.7085,1.9,0.0488,-0.6444,73.0,0.3577,0.5894,55.9,0.525,0.1746,11.6,0.1643,0.6638,73.0,0.2535,-0.7647,41.8,0.3269,1.0433,53.9,0.5557
